date,capesize_1y_avg,panamax_1y_avg,supramax_1y_avg,handysize_1y_avg,vlcc_1y,suezmax_1y,aframax_1y
1982-07-28,3950.0,4550.0,,,,,
1982-08-25,3950.0,4150.0,,,,,
1982-09-29,4950.0,3750.0,,,,,
1982-10-27,4950.0,4350.0,,,,,
1982-11-24,4950.0,4250.0,,,,,
1982-12-29,4550.0,4200.0,,,,,
1983-01-26,5350.0,4240.0,,,,,
1983-02-23,5550.0,4560.0,,,,,
1983-03-30,5700.0,4875.0,,,,,
1983-04-27,5900.0,5080.0,,,,,
1983-05-25,5900.0,5460.0,,,,,
1983-06-29,5350.0,5750.0,,,,,
1983-07-27,4750.0,4800.0,,,,,
1983-08-31,5900.0,5350.0,,,,,
1983-09-28,6700.0,6000.0,,,,,
1983-10-26,6700.0,5500.0,,,,,
1983-11-30,6700.0,5500.0,,,,,
1983-12-28,7100.0,5750.0,,,,,
1984-01-25,7300.0,6000.0,,,,,
1984-02-29,7900.0,6025.0,,,,,
1984-03-28,8900.0,6500.0,,,,,
1984-04-25,9850.0,6575.0,,,,,
1984-05-30,10050.0,6600.0,,,,,
1984-06-27,9450.0,6200.0,,,,,
1984-07-25,8700.0,5700.0,,,,,
1984-08-29,8900.0,6300.0,,,,,
1984-09-26,8900.0,7000.0,,,,,
1984-10-31,8900.0,7000.0,,,,,
1984-11-28,8700.0,7000.0,,,,,
1984-12-26,8100.0,7000.0,,,,,
1985-01-30,7700.0,6900.0,,,,,
1985-02-27,7300.0,6725.0,,,,,
1985-03-27,7500.0,6500.0,,,,,
1985-04-24,7500.0,6500.0,,,,,
1985-05-29,7100.0,6475.0,,,,,
1985-06-26,6900.0,6250.0,,,,,
1985-07-31,5900.0,5570.0,,,,,
1985-08-28,5900.0,4750.0,,,,,
1985-09-25,5900.0,4750.0,,,,,
1985-10-30,5900.0,4950.0,,,,,
1985-11-27,5550.0,5000.0,,,,,
1985-12-25,5550.0,5000.0,,,,,
1986-01-08,5530.0,5000.0,,,,,
1986-01-15,5530.0,5000.0,,,,,
1986-01-22,5530.0,5000.0,,,,,
1986-01-29,5530.0,5000.0,,,,,
1986-02-05,5530.0,4500.0,,,,,
1986-02-12,5530.0,4500.0,,,,,
1986-02-19,5330.0,4500.0,,,,,
1986-02-26,5330.0,4500.0,,,,,
1986-03-05,5130.0,4400.0,,,,,
1986-03-12,5130.0,4400.0,,,,,
1986-03-19,5130.0,4400.0,,,,,
1986-03-26,5130.0,4400.0,,,,,
1986-04-02,5130.0,4400.0,,,,,
1986-04-09,5130.0,4400.0,,,,,
1986-04-16,4930.0,4200.0,,,,,
1986-04-23,4930.0,4200.0,,,,,
1986-04-30,4930.0,4200.0,,,,,
1986-05-07,4930.0,4100.0,,,,,
1986-05-14,4930.0,4200.0,,,,,
1986-05-21,5130.0,4300.0,,,,,
1986-05-28,5330.0,4400.0,,,,,
1986-06-04,5330.0,4400.0,,,,,
1986-06-11,5330.0,4400.0,,,,,
1986-06-18,5330.0,4300.0,,,,,
1986-06-25,5130.0,4000.0,,,,,
1986-07-02,5130.0,4000.0,,,,,
1986-07-09,5130.0,3500.0,,,,,
1986-07-16,4930.0,3500.0,,,,,
1986-07-23,4930.0,3500.0,,,,,
1986-07-30,4930.0,3500.0,,,,,
1986-08-06,4930.0,3500.0,,,,,
1986-08-13,4930.0,3500.0,,,,,
1986-08-20,5130.0,3700.0,,,,,
1986-08-27,5920.0,4000.0,,,,,
1986-09-03,5920.0,4500.0,,,,,
1986-09-10,6320.0,4700.0,,,,,
1986-09-17,6320.0,4800.0,,,,,
1986-09-24,7110.0,5000.0,,,,,
1986-10-01,6320.0,5000.0,,,,,
1986-10-08,6320.0,5000.0,,,,,
1986-10-15,5920.0,4800.0,,,,,
1986-10-22,5920.0,4800.0,,,,,
1986-10-29,5920.0,4600.0,,,,,
1986-11-05,5920.0,4600.0,,,,,
1986-11-12,5330.0,4600.0,,,,,
1986-11-19,5330.0,4600.0,,,,,
1986-11-26,5330.0,4600.0,,,,,
1986-12-03,5330.0,4500.0,,,,,
1986-12-10,5130.0,4500.0,,,,,
1986-12-17,5130.0,4500.0,,,,,
1986-12-24,5130.0,4500.0,,,,,
1987-01-07,5130.0,4500.0,,,,,
1987-01-14,5920.0,4500.0,,,,,
1987-01-21,5920.0,4700.0,,,,,
1987-01-28,5920.0,4700.0,,,,,
1987-02-04,5920.0,4500.0,,,,,
1987-02-11,5530.0,4500.0,,,,,
1987-02-18,5530.0,4500.0,,,,,
1987-02-25,5530.0,4750.0,,,,,
1987-03-04,5130.0,5000.0,,,,,
1987-03-11,5130.0,5300.0,,,,,
1987-03-18,5330.0,5500.0,,,,,
1987-03-25,5530.0,5700.0,,,,,
1987-04-01,6320.0,6000.0,,,,,
1987-04-08,6320.0,6000.0,,,,,
1987-04-15,6320.0,6000.0,,,,,
1987-04-22,6510.0,6000.0,,,,,
1987-04-29,6710.0,6500.0,,,,,
1987-05-06,6910.0,7000.0,,,,,
1987-05-13,6910.0,7000.0,,,,,
1987-05-20,7110.0,7000.0,,,,,
1987-05-27,7110.0,7000.0,,,,,
1987-06-03,7110.0,6750.0,,,,,
1987-06-10,7110.0,6500.0,,,,,
1987-06-17,7110.0,6250.0,,,,,
1987-06-24,7110.0,6000.0,,,,,
1987-07-01,7110.0,6000.0,,,,,
1987-07-08,7110.0,6250.0,,,,,
1987-07-15,7110.0,6500.0,,,,,
1987-07-22,7890.0,6800.0,,,,,
1987-07-29,8880.0,7000.0,,,,,
1987-08-05,9870.0,7500.0,,,,,
1987-08-12,9870.0,8000.0,,,,,
1987-08-19,10070.0,8000.0,,,,,
1987-08-26,10260.0,8000.0,,,,,
1987-09-02,10260.0,8000.0,,,,,
1987-09-09,10260.0,7800.0,,,,,
1987-09-16,9870.0,7500.0,,,,,
1987-09-23,9870.0,7500.0,,,,,
1987-09-30,9870.0,7500.0,,,,,
1987-10-07,10260.0,7750.0,,,,,
1987-10-14,10260.0,7750.0,,,,,
1987-10-21,10660.0,8500.0,,,,,
1987-10-28,11050.0,9000.0,,,,,
1987-11-04,11250.0,9000.0,,,,,
1987-11-11,11250.0,9000.0,,,,,
1987-11-18,11250.0,8500.0,,,,,
1987-11-25,11250.0,8500.0,,,,,
1987-12-02,11450.0,9000.0,,,,,
1987-12-09,11450.0,9000.0,,,,,
1987-12-16,11640.0,8750.0,,,,,
1987-12-23,11640.0,8800.0,,,,,
1987-12-30,11640.0,8800.0,,,,,
1988-01-06,11840.0,9250.0,,,,,
1988-01-13,12830.0,10500.0,,,,,
1988-01-20,12830.0,10500.0,,,,,
1988-01-27,12830.0,10500.0,,,,,
1988-02-03,12830.0,11000.0,,,,,
1988-02-10,13820.0,11500.0,,,,,
1988-02-17,13820.0,11500.0,,,,,
1988-02-24,15000.0,12000.0,,,,,
1988-03-02,15000.0,13000.0,,,,,
1988-03-09,15000.0,13250.0,,,,,
1988-03-16,15790.0,13500.0,,,,,
1988-03-23,16780.0,13500.0,,,,,
1988-04-06,16780.0,13500.0,,,,,
1988-04-13,15790.0,13500.0,,,,,
1988-04-20,15790.0,13500.0,,,,,
1988-04-27,15790.0,13500.0,,,,,
1988-05-04,15790.0,12500.0,,,,,
1988-05-11,15790.0,12500.0,,,,,
1988-05-18,15790.0,12500.0,,,,,
1988-05-25,15390.0,12000.0,,,,,
1988-06-01,15390.0,12000.0,,,,,
1988-06-08,15390.0,12000.0,,,,,
1988-06-15,15390.0,11500.0,,,,,
1988-06-22,15000.0,11500.0,,,,,
1988-06-29,15000.0,11000.0,,,,,
1988-07-06,15000.0,11000.0,,,,,
1988-07-13,15000.0,11000.0,,,,,
1988-07-20,15000.0,11500.0,,,,,
1988-07-27,14610.0,11500.0,,,,,
1988-08-03,14610.0,11500.0,,,,,
1988-08-10,14610.0,11500.0,,,,,
1988-08-17,14610.0,11750.0,,,,,
1988-08-24,14610.0,12000.0,,,,,
1988-08-31,14610.0,12000.0,,,,,
1988-09-07,14800.0,12000.0,,,,,
1988-09-14,14800.0,12000.0,,,,,
1988-09-21,14800.0,11750.0,,,,,
1988-09-28,14800.0,11750.0,,,,,
1988-10-05,14800.0,11500.0,,,,,
1988-10-12,14800.0,11500.0,,,,,
1988-10-19,14800.0,11500.0,,,,,
1988-10-26,14800.0,11500.0,,,,,
1988-11-02,14800.0,11750.0,,,,,
1988-11-09,14800.0,12000.0,,,,,
1988-11-16,14800.0,12500.0,,,,,
1988-11-23,14800.0,12500.0,,,,,
1988-11-30,15000.0,12500.0,,,,,
1988-12-07,15790.0,12000.0,,,,,
1988-12-14,15790.0,12000.0,,,,,
1988-12-21,15790.0,12000.0,,,,,
1988-12-28,15790.0,12000.0,,,,,
1989-01-04,15790.0,13000.0,,,,,
1989-01-11,15990.0,13500.0,,,,,
1989-01-18,16380.0,13500.0,,,,,
1989-01-25,16380.0,13500.0,,,,,
1989-02-01,16380.0,13500.0,,,,,
1989-02-08,16380.0,13500.0,,,,,
1989-02-15,16380.0,13500.0,,,,,
1989-02-22,16380.0,13500.0,,,,,
1989-03-01,16380.0,13500.0,,,,,
1989-03-08,16380.0,13500.0,,,,,
1989-03-15,16580.0,13600.0,,,,,
1989-03-29,16780.0,13600.0,,,,,
1989-04-05,16780.0,13600.0,,,,,
1989-04-12,16780.0,13600.0,,,,,
1989-04-19,16780.0,13600.0,,,,,
1989-04-26,16780.0,13600.0,,,,,
1989-05-03,16970.0,13600.0,,,,,
1989-05-10,16970.0,13700.0,,,,,
1989-05-17,16970.0,13700.0,,,,,
1989-05-24,16780.0,13700.0,,,,,
1989-05-31,16780.0,13000.0,,,,,
1989-06-07,16780.0,12500.0,,,,,
1989-06-14,16780.0,12500.0,,,,,
1989-06-21,16780.0,12500.0,,,,,
1989-06-28,16780.0,12500.0,,,,,
1989-07-05,16780.0,12500.0,,,,,
1989-07-12,16780.0,12500.0,,,,,
1989-07-19,16780.0,13000.0,,,,,
1989-07-26,16780.0,13000.0,,,,,
1989-08-02,16780.0,13000.0,,,,,
1989-08-09,16780.0,13000.0,,,,,
1989-08-16,16780.0,13100.0,,,,,
1989-08-23,17760.0,13100.0,,,,,
1989-08-30,17760.0,13100.0,,,,,
1989-09-06,17760.0,13000.0,,,,,
1989-09-13,17760.0,13000.0,,,,,
1989-09-20,17760.0,12900.0,,,,,
1989-09-27,16780.0,12750.0,,,,,
1989-10-04,16780.0,12750.0,,,,,
1989-10-11,16780.0,12750.0,,,,,
1989-10-18,16780.0,12800.0,,,,,
1989-10-25,16780.0,13000.0,,,,,
1989-11-01,16780.0,13000.0,,,,,
1989-11-08,16970.0,13250.0,,,,,
1989-11-15,16970.0,13500.0,,,,,
1989-11-22,17760.0,13500.0,,,,,
1989-11-29,17760.0,13340.0,,,,,
1989-12-06,17570.0,13340.0,,,,,
1989-12-13,17370.0,13340.0,,,,,
1989-12-20,17370.0,13340.0,,,,,
1989-12-27,17370.0,13340.0,,,,,
1990-01-03,19540.0,13500.0,,,,,
1990-01-10,19539.5,13500.0,,,,,
1990-01-17,19539.5,13500.0,,,,,
1990-01-24,19539.5,13500.0,,,,,
1990-01-31,19539.5,13250.0,,,,,
1990-02-07,19539.5,13000.0,,,,,
1990-02-14,19539.5,13000.0,,,,,
1990-02-21,19539.5,13000.0,,,,,
1990-02-28,19539.5,13000.0,,,,,
1990-03-07,19539.5,13250.0,,,,,
1990-03-14,19539.5,13000.0,,,,,
1990-03-21,19539.5,12750.0,,,,,
1990-03-28,19539.5,12500.0,,,,,
1990-04-04,19539.5,12250.0,,,,,
1990-04-18,19095.4,12000.0,,,,,
1990-04-25,19095.4,11750.0,,,,,
1990-05-02,18207.2,11750.0,,,,,
1990-05-09,18207.2,11750.0,,,,,
1990-05-16,18207.2,11750.0,,,,,
1990-05-23,18207.2,11750.0,,,,,
1990-05-30,18207.2,11500.0,,,,,
1990-06-06,18207.2,11250.0,,,,,
1990-06-13,17763.2,11000.0,,,,,
1990-06-20,17763.2,10000.0,,,,,
1990-06-27,17763.2,9500.0,,,,,
1990-07-04,17319.1,9500.0,,,,,
1990-07-11,16653.0,9500.0,,,,,
1990-07-18,16653.0,9500.0,,,,,
1990-07-25,16653.0,9750.0,,,,,
1990-08-01,16653.0,9750.0,,,,,
1990-08-08,16653.0,9750.0,,,,,
1990-08-15,16653.0,9750.0,,,,,
1990-08-22,15542.8,9750.0,,,,,
1990-08-29,15542.8,9500.0,,,,,
1990-09-05,15542.8,9500.0,,,,,
1990-09-12,15542.8,9500.0,,,,,
1990-09-19,15542.8,9500.0,,,,,
1990-09-26,15098.7,9500.0,,,,,
1990-10-03,15098.7,9250.0,,,,,
1990-10-10,14432.6,9000.0,,,,,
1990-10-17,14432.6,9000.0,,,,,
1990-10-24,13988.5,9000.0,,,,,
1990-10-31,13988.5,9000.0,,,,,
1990-11-07,13988.5,8750.0,,,,,
1990-11-14,13988.5,8750.0,,,,,
1990-11-21,13988.5,8500.0,,,,,
1990-11-28,13988.5,8500.0,,,,,
1990-12-05,13988.5,8750.0,,,,,
1990-12-12,13988.5,8750.0,,,,,
1990-12-19,13988.5,8750.0,,,,,
1990-12-26,13988.5,9000.0,,,,,
1991-01-02,13988.5,9000.0,,,,,
1991-01-09,13988.5,8750.0,,,,,
1991-01-16,13988.5,8750.0,,,,,
1991-01-23,13988.5,8750.0,,,,,
1991-01-30,13988.5,8750.0,,,,,
1991-02-06,13988.5,9000.0,,,,,
1991-02-13,14432.6,9250.0,,,,,
1991-02-20,14432.6,9250.0,,,,,
1991-02-27,14432.6,9750.0,,,,,
1991-03-06,14432.6,10250.0,,,,,
1991-03-13,14432.6,10500.0,,,,,
1991-03-20,14432.6,10500.0,,,,,
1991-03-27,14432.6,10500.0,,,,,
1991-04-03,14432.6,10250.0,,,,,
1991-04-10,14432.6,10250.0,,,,,
1991-04-17,14432.6,10250.0,,,,,
1991-04-24,15542.8,10500.0,,,,,
1991-05-01,15542.8,10500.0,,,,,
1991-05-08,15542.8,10750.0,,,,,
1991-05-15,16653.0,11000.0,,,,,
1991-05-22,16653.0,11250.0,,,,,
1991-05-29,17319.1,11500.0,,,,,
1991-06-05,18651.3,11500.0,,,,,
1991-06-12,18651.3,11500.0,,,,,
1991-06-19,18651.3,12500.0,,,,,
1991-06-26,18651.3,12500.0,,,,,
1991-07-03,18651.3,12500.0,,,,,
1991-07-10,18651.3,12250.0,,,,,
1991-07-17,18651.3,12250.0,,,,,
1991-07-24,18651.3,12250.0,,,,,
1991-07-31,18651.3,12250.0,,,,,
1991-08-07,18651.3,12500.0,,,,,
1991-08-14,18651.3,12750.0,,,,,
1991-08-21,18651.3,13000.0,,,,,
1991-08-28,18651.3,13000.0,,,,,
1991-09-04,18651.3,13000.0,,,,,
1991-09-11,18651.3,13000.0,,,,,
1991-09-18,18873.4,13000.0,,,,,
1991-09-25,18873.4,13000.0,,,,,
1991-10-02,18873.4,13000.0,,,,,
1991-10-09,18873.4,13000.0,,,,,
1991-10-16,18873.4,13000.0,,,,,
1991-10-23,18873.4,13250.0,,,,,
1991-10-30,19095.4,13250.0,,,,,
1991-11-06,19317.4,13250.0,,,,,
1991-11-13,19317.4,13250.0,,,,,
1991-11-20,19317.4,13000.0,,,,,
1991-11-27,19317.4,12750.0,,,,,
1991-12-04,19095.4,12750.0,,,,,
1991-12-11,18873.4,12750.0,,,,,
1991-12-18,18207.2,12500.0,,,,,
1991-12-25,18207.2,14000.0,,,,,
1992-01-01,18207.2,12250.0,,,,,
1992-01-08,18207.2,12250.0,,,,,
1992-01-15,18207.2,12250.0,,,,,
1992-01-22,18207.2,12000.0,,,,,
1992-01-29,17763.2,11750.0,,,,,
1992-02-05,17319.1,11750.0,,,,,
1992-02-12,16653.0,11750.0,,,,,
1992-02-19,15986.8,11500.0,,,,,
1992-02-26,15986.8,11500.0,,,,,
1992-03-04,15098.7,10750.0,,,,,
1992-03-11,14210.5,10500.0,,,,,
1992-03-18,13322.4,10250.0,,,,,
1992-03-25,13322.4,10250.0,,,,,
1992-04-01,13322.4,10000.0,,,,,
1992-04-08,12878.3,10000.0,,,,,
1992-04-15,12878.3,10000.0,,,,,
1992-04-22,12878.3,10000.0,,,,,
1992-04-29,12878.3,10000.0,,,,,
1992-05-06,12434.2,10000.0,,,,,
1992-05-13,12434.2,10250.0,,,,,
1992-05-20,12434.2,10250.0,,,,,
1992-05-27,11990.1,10250.0,,,,,
1992-06-03,11990.1,10000.0,,,,,
1992-06-10,11990.1,10000.0,,,,,
1992-06-17,11990.1,10000.0,,,,,
1992-06-24,11546.1,9750.0,,,,,
1992-07-01,11324.0,9750.0,,,,,
1992-07-08,11324.0,9500.0,,,,,
1992-07-15,11324.0,9250.0,,,,,
1992-07-22,11324.0,9250.0,,,,,
1992-07-29,11102.0,9250.0,,,,,
1992-08-05,11102.0,9250.0,,,,,
1992-08-12,11102.0,9250.0,,,,,
1992-08-19,11102.0,9250.0,,,,,
1992-08-26,11324.0,9250.0,,,,,
1992-09-02,11324.0,9250.0,,,,,
1992-09-09,11324.0,9000.0,,,,,
1992-09-16,11324.0,9000.0,,,,,
1992-09-23,11324.0,9000.0,,,,,
1992-09-30,11324.0,8750.0,,,,,
1992-10-07,11324.0,8750.0,,,,,
1992-10-14,11324.0,8750.0,,,,,
1992-10-21,10879.9,8750.0,,,,,
1992-10-28,10879.9,9000.0,,,,,
1992-11-04,10879.9,9000.0,,,,,
1992-11-11,10435.9,9000.0,,,,,
1992-11-18,10435.9,9250.0,,,,,
1992-11-25,10657.9,9250.0,,,,,
1992-12-02,10657.9,9250.0,,,,,
1992-12-09,10657.9,9250.0,,,,,
1992-12-16,10657.9,9250.0,,,,,
1992-12-23,10657.9,9250.0,,,,,
1992-12-30,10657.9,9250.0,,,,,
1993-01-06,10657.9,9250.0,,,,,
1993-01-13,10657.9,9250.0,,,,,
1993-01-20,10879.9,9250.0,,,,,
1993-01-27,11102.0,9250.0,,,,,
1993-02-03,11102.0,9000.0,,,,,
1993-02-10,11102.0,9000.0,,,,,
1993-02-17,11768.1,9500.0,,,,,
1993-02-24,11768.1,9750.0,,,,,
1993-03-03,11768.1,10000.0,,,,,
1993-03-10,11990.1,10250.0,,,,,
1993-03-17,12434.2,10250.0,,,,,
1993-03-24,12656.3,10500.0,,,,,
1993-03-31,12656.3,10500.0,,,,,
1993-04-07,12656.3,10500.0,,,,,
1993-04-14,12656.3,10500.0,,,,,
1993-04-21,13322.4,10750.0,,,,,
1993-04-28,13322.4,10750.0,,,,,
1993-05-05,13544.4,11000.0,,,,,
1993-05-12,13988.5,11000.0,,,,,
1993-05-19,13988.5,11250.0,,,,,
1993-05-26,15764.8,11500.0,,,,,
1993-06-02,15764.8,11500.0,,,,,
1993-06-09,15764.8,11500.0,,,,,
1993-06-16,15764.8,11250.0,,,,,
1993-06-23,15764.8,11000.0,,,,,
1993-06-30,15542.8,10750.0,,,,,
1993-07-07,15320.7,10750.0,,,,,
1993-07-14,15320.7,10750.0,,,,,
1993-07-21,14654.6,10750.0,,,,,
1993-07-28,14432.6,10750.0,,,,,
1993-08-04,14210.5,10750.0,,,,,
1993-08-11,14210.5,10900.0,,,,,
1993-08-18,14210.5,11250.0,,,,,
1993-08-25,14210.5,11250.0,,,,,
1993-09-01,14210.5,11250.0,,,,,
1993-09-08,14210.5,11250.0,,,,,
1993-09-15,14876.6,11500.0,,,,,
1993-09-22,15000.0,11500.0,,,,,
1993-09-29,15000.0,11500.0,,,,,
1993-10-06,15000.0,11250.0,,,,,
1993-10-13,14500.0,11250.0,,,,,
1993-10-20,14250.0,11000.0,,,,,
1993-10-27,14000.0,10750.0,,,,,
1993-11-03,14000.0,10750.0,,,,,
1993-11-10,14000.0,10750.0,,,,,
1993-11-17,13850.0,10250.0,,,,,
1993-11-24,13500.0,10000.0,,,,,
1993-12-01,13250.0,9750.0,,,,,
1993-12-08,12750.0,9500.0,,,,,
1993-12-15,12250.0,9500.0,,,,,
1993-12-22,12000.0,9500.0,,,,,
1993-12-29,12000.0,9500.0,,,,,
1994-01-05,11750.0,9500.0,,,,,
1994-01-12,11500.0,9600.0,,,,,
1994-01-19,11500.0,9750.0,,,,,
1994-01-26,11500.0,9750.0,,,,,
1994-02-02,11250.0,9500.0,,,,,
1994-02-09,11000.0,9400.0,,,,,
1994-02-16,11000.0,9250.0,,,,,
1994-02-23,11000.0,9250.0,,,,,
1994-03-02,10750.0,9000.0,,,,,
1994-03-09,10500.0,9000.0,,,,,
1994-03-16,10500.0,9000.0,,,,,
1994-03-23,11000.0,9000.0,,,,,
1994-03-30,11250.0,9250.0,,,,,
1994-04-06,11250.0,9250.0,,,,,
1994-04-13,11500.0,9250.0,,,,,
1994-04-20,12500.0,9250.0,,,,,
1994-04-27,13000.0,9500.0,,,,,
1994-05-04,13000.0,9500.0,,,,,
1994-05-11,13250.0,9750.0,,,,,
1994-05-18,13500.0,9750.0,,,,,
1994-05-25,13500.0,9750.0,,,,,
1994-06-01,13750.0,9600.0,,,,,
1994-06-08,13750.0,9500.0,,,,,
1994-06-15,13750.0,9500.0,,,,,
1994-06-22,13750.0,9500.0,,,,,
1994-06-29,13750.0,9500.0,,,,,
1994-07-06,13750.0,9500.0,,,,,
1994-07-13,13750.0,9500.0,,,,,
1994-07-20,14250.0,9500.0,,,,,
1994-07-27,14250.0,9750.0,,,,,
1994-08-03,14500.0,10000.0,,,,,
1994-08-10,15250.0,10000.0,,,,,
1994-08-17,15250.0,10000.0,,,,,
1994-08-24,15250.0,10000.0,,,,,
1994-08-31,15500.0,9750.0,,,,,
1994-09-07,16000.0,9750.0,,,,,
1994-09-14,16250.0,10000.0,,,,,
1994-09-21,16250.0,10250.0,,,,,
1994-09-28,16250.0,10500.0,,,,,
1994-10-05,16500.0,10750.0,,,,,
