date,cfr_62,cfr_65,port_stock_62,port_stock_65,inventories_mt,steel_production_mt,steel_inventories_mt
2023-01-05,116.2,130.35,787.0,956.0,128.47,,9.36
2023-01-06,118.68,132.81,789.0,958.0,127.87,,9.99
2023-01-09,118.03,132.02,776.0,945.0,127.87,,9.99
2023-01-10,120.0,134.01,780.0,949.0,127.87,,9.99
2023-01-11,121.5,135.57,785.0,954.0,127.87,,9.99
2023-01-12,122.03,136.08,803.0,972.0,127.87,,9.99
2023-01-13,123.59,137.69,806.0,975.0,130.19,,11.07
2023-01-16,120.51,134.57,798.0,966.0,130.19,,11.07
2023-01-17,121.02,135.08,796.0,964.0,130.19,935.0,4.5
2023-01-18,121.37,135.46,799.0,968.0,130.19,,11.07
2023-01-19,122.25,136.36,800.0,969.0,130.19,,11.07
2023-01-20,123.08,137.24,801.0,970.0,128.43,,12.6
2023-01-23,123.23,137.39,801.0,970.0,128.43,,12.6
2023-01-24,123.01,137.17,801.0,970.0,128.43,,12.6
2023-01-25,122.82,136.98,801.0,970.0,128.43,,12.6
2023-01-26,122.97,137.15,801.0,970.0,128.43,,12.6
2023-01-27,124.19,138.42,801.0,970.0,128.43,,12.6
2023-01-30,123.44,137.61,839.0,1007.0,128.43,,12.6
2023-01-31,123.37,137.48,835.0,1003.0,128.43,1013.0,5.2
2023-02-01,126.4,141.49,820.0,989.0,128.43,,12.6
2023-02-02,124.64,139.91,806.0,974.0,128.43,,12.6
2023-02-03,125.56,140.86,812.0,981.0,135.31,,18.09
2023-02-06,124.25,139.5,814.0,983.0,135.31,,18.09
2023-02-07,122.27,137.4,823.0,992.0,135.31,,18.09
2023-02-08,122.7,137.98,806.0,975.0,135.31,,18.09
2023-02-09,124.67,139.76,824.0,993.0,135.31,,18.09
2023-02-10,125.38,140.42,819.0,988.0,136.09,,19.42
2023-02-13,122.99,137.92,819.0,988.0,136.09,,19.42
2023-02-14,124.05,138.98,814.0,982.0,136.09,1013.0,7.8
2023-02-15,124.42,139.36,820.0,989.0,136.09,,19.42
2023-02-16,124.85,139.73,835.0,1004.0,136.09,,19.42
2023-02-17,125.55,140.6,844.0,1012.0,137.11,,19.88
2023-02-20,126.19,141.24,851.0,1019.0,137.11,,19.88
2023-02-21,127.02,142.02,867.0,1036.0,137.11,,19.88
2023-02-23,126.76,141.69,865.0,1034.0,137.11,,19.88
2023-02-24,126.13,141.05,865.0,1034.0,138.11,,19.48
2023-02-28,125.75,140.63,855.0,1023.0,138.11,1013.0,8.4
2023-03-01,126.73,141.02,871.0,1040.0,138.11,,19.48
2023-03-02,127.1,141.34,874.0,1042.0,138.11,,19.48
2023-03-03,126.17,140.56,879.0,1047.0,136.26,,19.65
2023-03-06,125.19,139.57,873.0,1042.0,136.26,,19.65
2023-03-07,127.4,141.92,882.0,1051.0,136.26,,19.65
2023-03-08,127.37,141.91,861.0,1030.0,136.26,,19.65
2023-03-09,128.08,142.89,864.0,1032.0,136.26,,19.65
2023-03-10,129.04,144.07,872.0,1040.0,134.06,,18.89
2023-03-13,130.8,145.89,891.0,1060.0,134.06,,18.89
2023-03-14,131.01,146.58,890.0,1060.0,134.06,1013.0,8.2
2023-03-15,131.19,146.83,882.0,1051.0,134.06,,18.89
2023-03-16,129.62,145.14,883.0,1052.0,134.06,,18.89
2023-03-17,130.67,146.26,876.0,1045.0,133.12,,18.18
2023-03-20,128.3,143.84,852.0,1020.0,133.12,,18.18
2023-03-21,127.53,142.95,852.0,1020.0,133.12,,18.18
2023-03-22,126.23,141.81,855.0,1024.0,133.12,,18.18
2023-03-23,126.12,141.69,859.0,1018.0,133.12,,18.18
2023-03-24,126.18,141.7,845.0,1014.0,132.5,,17.84
2023-03-27,126.36,141.87,843.0,1012.0,132.5,,17.84
2023-03-28,126.52,142.01,845.0,1014.0,132.5,169.0,7.8
2023-03-29,126.92,142.39,856.0,1024.0,132.5,,17.84
2023-03-30,127.07,142.48,858.0,1027.0,132.5,,17.84
2023-03-31,127.06,142.44,882.0,1050.0,131.02,,17.31
2023-04-03,122.27,137.99,852.0,1023.0,131.02,,17.31
2023-04-04,120.32,136.01,837.0,1006.0,131.02,,17.31
2023-04-06,119.6,134.45,847.0,1016.0,131.02,,17.31
2023-04-10,119.72,134.87,834.0,1002.0,127.87,,17.08
2023-04-11,121.43,136.79,898.0,,137.0,169.0,7.7
2023-04-13,119.38,134.31,844.0,1013.0,127.87,,17.08
2023-04-14,119.41,134.35,838.0,1007.0,125.77,,16.87
2023-04-17,119.48,134.44,835.0,1003.0,125.77,,16.87
2023-04-18,120.25,135.16,836.0,1005.0,125.77,,16.87
2023-04-19,120.19,135.12,857.0,1026.0,125.77,,16.87
2023-04-20,119.53,134.37,835.0,1004.0,125.77,,16.87
2023-04-21,117.41,132.26,801.0,970.0,126.95,,16.39
2023-04-25,116.01,130.8,761.0,930.0,126.95,262.0,7.3
2023-04-26,116.17,130.97,771.0,940.0,126.95,,16.39
2023-04-27,116.16,130.87,787.0,955.0,126.95,,16.39
2023-04-28,116.14,130.84,772.0,940.0,125.16,,15.86
2023-05-02,105.09,120.27,829.0,940.0,125.16,,15.86
2023-05-03,104.5,119.44,829.0,940.0,125.16,,15.86
2023-05-04,102.77,117.55,822.0,934.0,125.16,,15.86
2023-05-05,102.33,116.55,811.0,923.0,125.16,,15.86
2023-05-08,107.73,121.71,812.0,923.0,125.16,262.0,6.7
2023-05-09,105.2,118.57,805.0,917.0,125.16,,15.86
2023-05-10,106.32,119.73,804.0,916.0,125.16,,15.86
2023-05-11,103.08,116.43,790.0,902.0,125.16,,15.86
2023-05-12,103.68,117.2,807.0,919.0,122.43,,14.89
2023-05-15,107.09,120.69,821.0,933.0,122.43,,14.89
2023-05-16,107.07,120.66,831.0,943.0,122.43,,14.89
2023-05-17,108.53,122.27,829.0,940.0,122.43,,14.89
2023-05-18,107.83,121.57,,,,,
2023-05-19,107.07,120.73,824.0,935.0,124.38,,14.08
2023-05-22,106.33,120.0,809.0,921.0,124.38,,14.08
2023-05-23,105.39,119.02,799.0,911.0,124.38,354.0,6.1
2023-05-24,103.91,117.51,778.0,890.0,124.38,,14.08
2023-05-25,103.93,117.48,770.0,881.0,124.38,,14.08
2023-05-26,104.91,118.41,771.0,883.0,124.39,,13.55
2023-05-29,105.12,118.59,772.0,884.0,124.39,,13.55
2023-05-30,105.17,118.53,802.0,914.0,124.39,,13.55
2023-05-31,105.07,118.5,804.0,916.0,124.39,,13.55
2023-06-01,104.6,117.15,762.0,931.0,124.39,,13.55
2023-06-02,106.38,118.94,776.0,944.0,123.66,,12.89
2023-06-05,107.44,120.34,789.0,957.0,123.66,,12.89
2023-06-06,108.55,120.89,793.0,961.0,123.66,354.0,5.6
2023-06-07,109.99,121.22,788.0,957.0,123.66,,12.89
2023-06-08,111.82,123.67,791.0,959.0,123.66,,12.89
2023-06-09,113.75,125.54,805.0,973.0,122.58,,12.23
2023-06-12,111.13,122.38,794.0,962.0,122.58,,12.23
2023-06-13,113.08,123.89,811.0,980.0,122.58,,12.23
2023-06-14,113.42,124.44,811.0,980.0,122.58,,12.23
2023-06-15,113.67,124.67,805.0,984.0,122.58,,12.23
2023-06-16,113.8,124.91,807.0,986.0,124.65,,11.84
2023-06-19,114.2,125.26,820.0,988.0,124.65,,11.84
2023-06-20,113.47,124.92,818.0,986.0,124.65,445.0,5.4
2023-06-21,112.63,124.12,810.0,980.0,124.65,,11.84
2023-06-26,112.33,123.61,807.0,975.0,124.65,,11.84
2023-06-27,112.8,124.26,821.0,989.0,124.65,,11.84
2023-06-28,112.78,124.21,824.0,992.0,124.65,,11.84
2023-06-29,112.66,124.2,837.0,1006.0,124.65,,11.84
2023-06-30,112.57,124.28,836.0,1005.0,123.56,,11.97
2023-07-03,110.05,122.87,843.0,1011.0,123.56,,11.97
2023-07-04,110.44,123.22,832.0,1001.0,123.56,445.0,5.4
2023-07-05,111.19,124.1,830.0,999.0,123.56,,11.97
2023-07-06,111.69,124.77,831.0,1000.0,123.56,,11.97
2023-07-07,109.53,122.59,835.0,1004.0,122.56,,12.1
2023-07-10,106.64,119.75,825.0,993.0,122.56,,12.1
2023-07-11,108.18,121.42,811.0,979.0,122.56,,12.1
2023-07-17,112.5,125.9,829.0,997.0,121.37,,12.2
2023-07-18,113.24,126.85,839.0,1007.0,121.37,536.0,5.5
2023-07-19,112.63,126.14,841.0,1010.0,121.37,,12.2
2023-07-20,113.55,127.27,848.0,1016.0,121.37,,12.2
2023-07-21,113.11,126.79,846.0,1014.0,122.04,,12.11
2023-07-24,112.8,126.51,855.0,1023.0,122.04,,12.11
2023-07-25,113.33,126.93,856.0,1025.0,122.04,,12.11
2023-07-26,113.31,126.91,866.0,1035.0,122.04,,12.11
2023-07-27,112.83,126.42,861.0,1030.0,122.04,,12.11
2023-07-28,112.45,126.01,841.0,1010.0,120.98,,12.04
2023-07-31,112.46,125.93,831.0,999.0,120.98,,12.04
2023-08-01,108.03,121.58,828.0,997.0,120.98,536.0,5.5
2023-08-02,105.86,119.3,829.0,998.0,120.98,,12.04
2023-08-03,103.21,116.58,822.0,998.0,120.98,,12.04
2023-08-04,104.22,117.45,809.0,978.0,119.76,,12.43
2023-08-07,103.79,116.7,794.0,963.0,119.76,,12.43
2023-08-08,103.23,116.28,794.0,963.0,119.76,,12.43
2023-08-09,104.03,116.85,789.0,958.0,119.76,,12.43
2023-08-10,103.64,116.31,782.0,951.0,119.76,,12.43
2023-08-11,104.87,117.53,785.0,954.0,116.35,,12.73
2023-08-14,103.47,116.15,784.0,952.0,116.35,,12.73
2023-08-15,103.85,116.59,790.0,959.0,116.35,536.0,5.8
2023-08-16,103.87,116.64,790.0,959.0,116.35,,12.73
2023-08-17,106.54,119.29,792.0,961.0,116.35,,12.73
2023-08-18,107.25,119.89,812.0,981.0,117.34,,12.58
2023-08-21,107.46,119.77,813.0,981.0,117.34,,12.58
2023-08-22,108.63,120.94,824.0,993.0,117.34,,12.58
2023-08-23,109.51,121.82,833.0,1002.0,117.34,,12.58
2023-08-24,109.17,121.48,841.0,1009.0,117.34,,12.58
2023-08-25,109.55,121.8,856.0,1024.0,117.11,,12.41
2023-08-28,109.28,121.53,856.0,1025.0,117.11,,12.41
2023-08-29,109.23,121.5,832.0,1001.0,117.11,627.0,5.6
2023-08-30,109.33,121.48,839.0,1008.0,117.11,,12.41
2023-08-31,109.4,121.25,868.0,1037.0,117.11,,12.41
2023-09-01,116.27,127.63,874.0,1042.0,118.22,,12.39
2023-09-04,117.08,128.68,868.0,1037.0,118.22,,12.39
2023-09-05,117.54,128.0,868.0,1037.0,118.22,,12.39
2023-09-06,118.85,128.57,879.0,1048.0,118.22,,12.39
2023-09-07,117.07,126.95,869.0,1037.0,118.22,,12.39
2023-09-08,116.43,126.15,860.0,1028.0,115.67,,12.19
2023-09-12,120.93,130.23,,,116.0,627.0,5.6
2023-09-13,121.13,130.51,873.0,1042.0,115.67,,12.19
2023-09-14,121.98,131.31,882.0,1051.0,115.67,,12.19
2023-09-15,123.37,132.54,896.0,1064.0,115.42,,11.89
2023-09-18,122.68,131.85,902.0,1070.0,115.42,,11.89
2023-09-19,121.92,131.09,890.0,1059.0,115.42,,11.89
2023-09-20,122.54,131.8,911.0,1080.0,115.42,,11.89
2023-09-21,120.9,130.1,907.0,1075.0,115.42,,11.89
2023-09-22,121.97,131.17,921.0,1090.0,112.55,,11.6
2023-09-25,120.66,129.71,911.0,1079.0,112.55,,11.6
2023-09-26,120.41,129.46,903.0,1071.0,112.55,713.0,5.2
2023-09-27,120.67,129.52,894.0,1063.0,112.55,,11.6
2023-09-28,120.77,129.62,894.0,1062.0,112.55,,11.6
2023-09-29,120.79,129.56,894.0,1062.0,112.55,,11.6
2023-10-02,120.49,129.92,894.0,1062.0,112.55,,11.6
2023-10-03,119.02,128.3,894.0,1062.0,112.55,,11.6
2023-10-04,118.05,127.3,894.0,1062.0,112.55,,11.6
2023-10-05,117.8,126.75,894.0,1062.0,112.55,,11.6
2023-10-06,117.56,126.51,894.0,1062.0,112.55,,11.6
2023-10-09,116.14,124.85,893.0,1062.0,112.55,,11.6
2023-10-10,115.01,123.42,881.0,1050.0,112.55,713.0,5.0
2023-10-11,116.43,124.96,871.0,1040.0,112.55,,11.6
2023-10-12,117.73,126.23,898.0,1067.0,112.55,,11.6
2023-10-13,117.36,125.86,896.0,1065.0,105.56,,12.13
2023-10-16,119.1,127.93,896.0,1065.0,105.56,,12.13
2023-10-17,119.21,128.21,902.0,1071.0,105.56,,12.13
2023-10-18,118.35,127.31,896.0,1065.0,105.56,,12.13
2023-10-19,119.09,127.96,894.0,1062.0,105.56,,12.13
2023-10-20,117.33,126.18,887.0,1056.0,105.01,,11.46
2023-10-23,117.29,126.07,871.0,1040.0,105.01,,11.46
2023-10-24,118.18,127.02,,,105.0,795.0,4.7
2023-10-25,118.41,127.25,874.0,1043.0,105.01,,11.46
2023-10-26,118.3,127.14,888.0,1057.0,105.01,,11.46
2023-10-27,118.88,127.66,896.0,1065.0,105.75,,10.94
2023-10-30,118.97,127.81,909.0,1078.0,105.75,,10.94
2023-10-31,118.91,127.88,907.0,1076.0,105.75,,10.94
2023-11-01,123.92,133.52,918.0,1087.0,105.75,,10.94
2023-11-02,124.99,134.6,913.0,1082.0,105.75,,10.94
2023-11-03,125.39,135.14,912.0,1081.0,107.55,,10.42
2023-11-06,126.08,135.72,927.0,1096.0,107.55,,10.42
2023-11-07,125.26,134.76,927.0,1096.0,107.55,795.0,4.1
2023-11-08,126.91,136.51,929.0,1099.0,107.55,,10.42
2023-11-09,127.14,137.03,916.0,1085.0,107.55,,10.42
2023-11-10,128.31,138.48,918.0,1087.0,110.75,,10.02
2023-11-13,129.24,139.54,925.0,1094.0,110.75,,10.02
2023-11-14,129.26,139.35,943.0,1112.0,110.75,,10.02
2023-11-15,130.28,140.41,941.0,1110.0,110.75,,10.02
2023-11-16,130.58,140.68,930.0,1098.0,110.75,,10.02
2023-11-20,130.35,140.73,936.0,1105.0,109.85,,9.8
2023-11-21,130.96,141.55,940.0,1109.0,109.85,875.0,3.7
2023-11-22,131.4,142.71,946.0,1114.0,109.85,,9.8
2023-11-23,131.13,142.38,939.0,1108.0,109.85,,9.8
2023-11-24,131.23,142.57,940.0,1108.0,110.49,,9.6
2023-11-27,130.86,142.05,940.0,1109.0,110.49,,9.6
2023-11-28,130.33,141.49,936.0,1105.0,110.49,,9.6
2023-11-29,130.4,141.6,934.0,1103.0,110.49,,9.6
2023-11-30,130.46,141.76,937.0,1106.0,110.49,,9.6
2023-12-01,132.6,144.91,938.0,1107.0,112.08,,9.8
2023-12-04,130.38,142.71,935.0,1104.0,112.08,,9.8
2023-12-05,130.6,143.05,924.0,1093.0,112.08,875.0,3.6
2023-12-06,133.05,145.36,914.0,1083.0,112.08,,9.8
2023-12-07,134.87,147.17,956.0,1125.0,112.08,,9.8
2023-12-08,136.21,148.39,963.0,1032.0,115.1,,9.6
2023-12-11,135.79,147.79,949.0,1117.0,115.1,,9.6
2023-12-12,136.43,148.43,962.0,1130.0,115.1,,9.6
2023-12-13,135.16,146.79,960.0,1028.0,115.1,,9.6
2023-12-14,135.42,146.95,966.0,1135.0,115.1,,9.6
2023-12-15,135.24,146.76,963.0,1132.0,113.39,,9.63
2023-12-18,134.33,145.86,947.0,1116.0,113.39,,9.63
2023-12-19,134.46,146.02,945.0,1114.0,113.39,952.0,3.5
2023-12-20,135.02,146.39,949.0,1118.0,113.39,,9.63
2023-12-21,136.05,147.38,964.0,1132.0,113.39,,9.63
2023-12-22,136.17,147.55,977.0,1146.0,115.62,,9.55
2023-12-27,136.67,148.05,990.0,1159.0,115.62,,9.55
2023-12-28,136.3,147.69,988.0,1156.0,115.62,,9.55
2024-01-03,143.6,154.74,1004.0,1173.0,116.83,,9.51
2024-01-05,140.31,151.28,1004.0,1172.0,119.31,,9.78
2024-01-08,139.66,150.52,993.0,1162.0,119.31,,9.78
2024-01-09,139.45,150.24,1000.0,1169.0,119.31,952.0,3.9
2024-01-12,134.18,145.72,987.0,1156.0,122.85,,9.96
2024-01-15,132.88,144.5,973.0,1142.0,122.85,,9.96
2024-01-16,133.7,145.3,973.0,1142.0,122.85,,9.96
2024-01-17,131.99,143.62,966.0,1132.0,122.85,,9.96
2024-01-18,133.63,145.23,960.0,1132.0,122.85,,9.96
2024-01-19,133.96,145.53,960.0,1129.0,123.27,,10.26
2024-01-22,133.62,145.02,967.0,1136.0,123.27,,10.26
2024-01-23,134.54,146.2,972.0,1141.0,123.27,1019.0,4.2
2024-01-26,135.31,146.93,984.0,1153.0,124.62,,10.48
2024-01-29,135.55,147.13,989.0,1157.0,124.62,,10.48
2024-01-30,135.27,146.83,987.0,1155.0,124.62,,10.48
2024-01-31,135.13,146.71,980.0,1149.0,124.62,,10.48
2024-02-01,132.37,145.79,975.0,1145.0,124.62,,10.48
2024-02-02,128.0,141.3,972.0,1140.0,126.26,,10.68
2024-02-05,127.71,140.61,970.0,1139.0,126.26,,10.68
2024-02-06,126.63,139.6,970.0,1139.0,126.26,1019.0,5.0
2024-02-15,129.68,142.75,970.0,1139.0,126.26,,10.68
2024-02-16,130.36,143.42,970.0,1139.0,126.26,,10.68
2024-02-19,128.51,141.41,972.0,1141.0,126.26,,10.68
2024-02-20,125.93,138.72,948.0,1162.0,126.26,1019.0,5.6
2024-02-21,125.27,138.04,930.0,1099.0,126.26,,10.68
2024-02-22,125.38,138.11,921.0,1089.0,126.26,,10.68
2024-02-23,125.53,138.23,917.0,1086.0,132.64,,11.16
2024-02-26,124.65,137.33,900.0,1068.0,132.64,,11.16
2024-02-27,124.97,137.63,900.0,1068.0,132.64,,11.16
2024-02-28,124.82,137.55,898.0,1066.0,132.64,,11.16
2024-02-29,124.86,137.48,887.0,1056.0,132.64,,11.16
2024-03-01,114.66,127.41,866.0,1035.0,135.47,,12.17
2024-03-04,117.03,129.78,868.0,1037.0,135.47,,12.17
2024-03-05,116.06,128.61,863.0,1032.0,135.47,1019.0,8.1
2024-03-06,116.99,129.27,860.0,1029.0,135.47,,12.17
2024-03-07,118.13,130.25,858.0,1027.0,135.47,,12.17
2024-03-08,116.93,129.03,846.0,1014.0,138.06,,13.9
2024-03-11,111.34,123.42,815.0,984.0,138.06,,13.9
2024-03-12,112.39,124.66,810.0,978.0,138.06,,13.9
2024-03-13,110.05,122.21,796.0,964.0,138.06,,13.9
2024-03-14,108.71,120.87,787.0,955.0,138.06,,13.9
2024-03-18,108.51,120.72,765.0,934.0,139.15,,16.75
2024-03-19,109.83,122.03,776.0,944.0,139.15,1019.0,8.3
2024-03-20,109.43,121.62,773.0,942.0,139.15,,16.75
2024-03-21,110.88,123.27,784.0,952.0,139.15,,16.75
2024-03-22,110.39,122.7,782.0,951.0,139.69,,18.35
2024-03-25,110.47,122.81,784.0,953.0,139.69,,18.35
2024-03-26,109.75,122.15,778.0,947.0,139.69,,18.35
2024-03-27,109.47,121.87,771.0,939.0,139.69,,18.35
2024-03-28,109.53,122.34,767.0,936.0,139.69,,18.35
2024-03-29,101.95,121.35,752.0,921.0,140.18,,18.15
2024-04-01,101.99,114.06,758.0,927.0,140.18,,18.15
2024-04-02,102.35,114.4,810.0,922.0,142.0,168.0,7.9
2024-04-03,100.34,112.39,744.0,913.0,140.18,,18.15
2024-04-08,103.61,115.66,762.0,930.0,140.18,,18.15
2024-04-09,105.97,118.04,775.0,945.0,140.18,,18.15
2024-04-10,105.36,117.44,777.0,945.0,140.18,,18.15
2024-04-11,106.41,118.51,778.0,945.0,140.18,,18.15
2024-04-12,108.49,120.85,787.0,955.0,140.68,,16.25
2024-04-16,107.48,119.99,786.0,955.0,140.68,168.0,7.4
2024-04-17,110.42,122.91,813.0,981.0,140.68,,16.25
2024-04-18,111.18,123.66,827.0,996.0,140.68,,16.25
2024-04-19,110.89,123.33,826.0,996.0,141.54,,15.23
2024-04-22,110.84,123.28,823.0,992.0,141.54,,15.23
2024-04-23,109.83,122.28,820.0,988.0,141.54,,15.23
2024-04-24,111.09,123.57,839.0,1007.0,141.54,,15.23
2024-04-26,111.14,123.56,837.0,1006.0,143.46,,14.38
2024-04-29,110.99,123.36,835.0,1004.0,143.46,,14.38
2024-04-30,110.91,123.47,,,145.0,257.0,6.8
2024-05-06,119.64,133.78,908.0,1019.0,143.46,,14.38
2024-05-07,118.58,132.87,907.0,1019.0,143.46,,14.38
2024-05-08,115.79,130.44,896.0,1007.0,143.46,,14.38
2024-05-10,116.67,131.79,887.0,998.0,142.71,,13.65
2024-05-13,117.29,132.69,891.0,1003.0,142.71,,13.65
2024-05-14,116.05,131.41,886.0,997.0,142.71,257.0,6.3
2024-05-15,115.35,130.68,884.0,996.0,142.71,,13.65
2024-05-16,116.85,132.16,891.0,1003.0,142.71,,13.65
2024-05-17,117.21,132.58,893.0,1004.0,143.98,,12.97
2024-05-20,117.73,133.02,897.0,1009.0,143.98,,12.97
2024-05-21,118.62,133.99,900.0,1011.0,143.98,,12.97
2024-05-22,119.1,134.18,903.0,1015.0,143.98,,12.97
2024-05-23,118.12,133.2,899.0,1012.0,143.98,,12.97
2024-05-24,118.37,133.41,901.0,1013.0,144.4,,12.48
2024-05-27,118.04,133.25,899.0,1011.0,144.4,,12.48
2024-05-28,117.72,132.93,895.0,1007.0,144.4,344.0,6.1
2024-05-29,117.83,133.05,893.0,1005.0,144.4,,12.48
2024-05-30,117.54,132.78,886.0,998.0,144.4,,12.48
2024-06-03,109.98,124.79,815.0,984.0,144.55,,12.38
2024-06-04,107.5,122.74,808.0,976.0,144.55,,12.38
2024-06-05,106.79,122.29,806.0,975.0,144.55,,12.38
2024-06-06,108.65,123.87,808.0,976.0,144.55,,12.38
2024-06-07,108.7,123.45,809.0,977.0,145.45,,12.49
2024-06-11,105.38,120.61,,,147.0,344.0,5.7
2024-06-13,106.98,122.28,773.0,942.0,145.45,,12.49
2024-06-14,107.46,122.54,779.0,948.0,145.23,,12.71
2024-06-17,106.55,121.58,777.0,945.0,145.23,,12.71
2024-06-19,107.35,122.54,789.0,958.0,145.23,,12.71
2024-06-20,107.15,122.49,786.0,955.0,145.23,,12.71
2024-06-25,106.05,121.5,765.0,934.0,145.1,439.0,5.8
2024-06-27,106.49,121.83,768.0,936.0,145.1,,12.63
2024-07-01,110.08,125.59,777.0,946.0,145.44,,12.81
2024-07-08,109.24,125.1,792.0,960.0,146.04,,12.84
2024-07-09,110.05,125.88,788.0,957.0,146.04,439.0,5.9
2024-07-10,107.28,122.83,773.0,942.0,146.04,,12.84
2024-07-11,108.91,124.54,786.0,954.0,146.04,,12.84
2024-07-12,109.05,124.79,786.0,954.0,146.22,,12.94
2024-07-15,109.42,125.16,789.0,958.0,146.22,,12.94
2024-07-16,108.72,124.4,786.0,955.0,146.22,,12.94
2024-07-17,107.48,123.26,771.0,940.0,146.22,,12.94
2024-07-18,107.71,123.51,775.0,944.0,146.22,,12.94
2024-07-19,107.2,123.07,775.0,938.0,147.59,,12.86
2024-07-22,106.79,122.61,767.0,936.0,147.59,,12.86
2024-07-23,105.93,121.74,754.0,922.0,147.59,531.0,5.9
2024-07-24,105.96,121.7,751.0,920.0,147.59,,12.86
2024-07-25,105.75,121.53,741.0,910.0,147.59,,12.86
2024-07-26,106.12,121.91,744.0,913.0,149.05,,12.88
2024-07-29,106.09,121.84,742.0,911.0,149.05,,12.88
2024-07-30,105.84,121.62,733.0,902.0,149.05,,12.88
2024-07-31,105.94,121.83,738.0,907.0,149.05,,12.88
2024-08-01,102.8,117.8,743.0,912.0,149.05,,12.88
2024-08-05,103.71,118.7,749.0,918.0,147.29,,12.83
2024-08-06,102.66,117.58,743.0,912.0,147.29,531.0,5.8
2024-08-07,101.36,116.27,735.0,904.0,147.29,,12.83
2024-08-08,100.14,115.06,724.0,893.0,147.29,,12.83
2024-08-09,101.49,116.41,722.0,891.0,146.68,,12.61
2024-08-12,100.06,114.96,714.0,883.0,146.68,,12.61
2024-08-13,99.37,114.13,704.0,873.0,146.68,,12.61
2024-08-14,97.64,112.41,699.0,868.0,146.68,,12.61
2024-08-15,96.28,110.98,686.0,855.0,146.68,,12.61
2024-08-16,95.55,110.23,686.0,849.0,147.16,,12.3
2024-08-19,96.86,111.31,689.0,857.0,147.16,,12.3
2024-08-20,97.18,111.46,690.0,859.0,147.16,614.0,5.5
2024-08-21,98.38,112.77,696.0,865.0,147.16,,12.3
2024-08-22,97.89,112.46,686.0,855.0,147.16,,12.3
2024-08-23,97.6,111.97,683.0,852.0,147.13,,11.87
2024-08-26,98.6,112.96,693.0,861.0,147.13,,11.87
2024-08-27,98.83,113.2,695.0,863.0,147.13,,11.87
2024-08-28,98.73,113.1,695.0,863.0,147.13,,11.87
2024-08-29,98.74,113.1,700.0,869.0,147.13,,11.87
2024-08-30,98.7,113.1,698.0,866.0,150.47,,11.15
2024-09-02,96.6,109.69,678.0,846.0,150.47,,11.15
2024-09-03,93.42,106.26,669.0,838.0,150.47,614.0,4.8
2024-09-04,92.53,105.21,662.0,830.0,150.47,,11.15
2024-09-05,91.26,103.65,651.0,820.0,150.47,,11.15
2024-09-09,91.77,104.12,657.0,826.0,150.72,,10.65
2024-09-10,91.1,103.43,654.0,823.0,150.72,,10.65
2024-09-11,92.48,104.8,658.0,827.0,150.72,,10.65
2024-09-12,93.72,106.05,665.0,834.0,150.72,,10.65
2024-09-17,92.18,104.63,,,149.0,691.0,3.8
2024-09-18,91.53,104.0,642.0,811.0,150.72,,9.91
2024-09-19,92.27,104.76,656.0,825.0,150.72,,9.91
2024-09-20,91.97,104.42,650.0,819.0,150.0,,9.58
2024-09-23,91.38,103.84,626.0,794.0,150.0,,9.58
2024-09-24,92.6,105.2,643.0,812.0,150.0,,9.58
2024-09-25,92.9,105.46,655.0,823.0,150.0,,9.58
2024-09-30,93.83,106.79,,,,,
2024-10-01,108.24,122.18,,,146.0,691.0,3.2
2024-10-15,106.3,121.09,,,146.0,691.0,3.2
2024-10-29,104.07,119.05,,,148.0,768.0,3.0
2024-11-12,101.76,117.32,,,150.0,768.0,2.9
2024-11-26,102.24,117.47,725.0,894.0,148.86,851.0,3.0
2024-11-27,102.4,117.59,731.0,900.0,148.86,,18.02
2024-11-28,102.39,117.56,730.0,899.0,148.86,,18.02
2024-11-29,102.44,117.54,736.0,904.0,147.3,,18.02
2024-12-02,105.41,119.44,742.0,911.0,147.3,,18.02
2024-12-03,105.91,120.05,747.0,916.0,147.3,,18.02
2024-12-04,106.14,120.29,748.0,917.0,147.3,,18.02
2024-12-05,104.74,118.95,738.0,907.0,147.3,,18.02
2024-12-06,104.22,118.5,736.0,905.0,145.84,,18.02
2024-12-09,105.69,120.02,741.0,910.0,145.84,,18.02
2024-12-10,105.76,120.16,746.0,915.0,145.84,851.0,3.1
2024-12-11,105.14,119.58,745.0,914.0,145.84,,18.02
2024-12-12,106.17,120.62,749.0,918.0,145.84,,18.02
2024-12-13,105.06,119.51,745.0,914.0,146.66,,18.02
2024-12-16,105.66,120.15,743.0,912.0,146.66,,18.02
2024-12-17,105.45,119.84,742.0,910.0,146.66,,18.02
2024-12-18,104.68,119.1,731.0,899.0,146.66,,18.02
2024-12-19,104.25,118.66,725.0,894.0,146.66,,18.02
2024-12-20,100.63,114.92,720.0,889.0,145.85,,18.02
2024-12-23,101.29,115.64,722.0,891.0,145.85,,18.02
2024-12-24,101.09,115.46,725.0,893.0,145.85,,18.02
2024-12-27,98.84,113.22,718.0,887.0,144.99,,18.02
2024-12-30,100.6,114.88,722.0,891.0,144.99,,18.02
2024-12-31,100.97,115.24,722.0,891.0,144.99,,18.02
2025-01-02,101.38,115.64,724.0,893.0,144.99,,18.02
2025-01-03,98.83,113.01,714.0,883.0,145.22,,18.02
2025-01-07,97.42,111.63,710.0,879.0,145.22,929.0,2.9
