Date,Index,% Change
01-01-2018,1833.0,
08-01-2018,1817.0,-0.87
15-01-2018,1703.0,-6.27
22-01-2018,1688.0,-0.88
29-01-2018,1736.0,2.84
05-02-2018,1725.0,-0.63
12-02-2018,1804.0,4.58
19-02-2018,1747.0,-3.16
26-02-2018,1727.0,-1.14
05-03-2018,1680.0,-2.72
12-03-2018,1719.0,2.32
19-03-2018,1786.0,3.90
26-03-2018,1758.0,-1.57
02-04-2018,1791.0,1.88
09-04-2018,1764.0,-1.51
16-04-2018,1700.0,-3.63
23-04-2018,1800.0,5.88
30-04-2018,1814.0,0.78
07-05-2018,1783.0,-1.71
14-05-2018,1724.0,-3.31
21-05-2018,1705.0,-1.10
28-05-2018,1718.0,0.76
04-06-2018,1658.0,-3.49
11-06-2018,1721.0,3.80
18-06-2018,1710.0,-0.64
25-06-2018,1724.0,0.82
02-07-2018,1727.0,0.17
09-07-2018,1737.0,0.58
16-07-2018,1734.0,-0.17
23-07-2018,1753.0,1.10
30-07-2018,1748.0,-0.29
06-08-2018,1758.0,0.57
13-08-2018,1703.0,-3.13
20-08-2018,1711.0,0.47
27-08-2018,1722.0,0.64
03-09-2018,1813.0,5.28
10-09-2018,1886.0,4.03
17-09-2018,1781.0,-5.57
24-09-2018,1813.0,1.80
01-10-2018,1925.0,6.18
08-10-2018,1898.0,-1.40
15-10-2018,1857.0,-2.16
22-10-2018,1938.0,4.36
29-10-2018,1996.0,2.99
05-11-2018,2038.0,2.10
12-11-2018,2024.0,-0.69
19-11-2018,2086.0,3.06
26-11-2018,2045.0,-1.97
03-12-2018,2056.0,0.54
10-12-2018,1985.0,-3.45
17-12-2018,1976.0,-0.45
24-12-2018,1941.0,-1.77
31-12-2018,1884.0,-2.94
07-01-2019,1765.0,-6.32
14-01-2019,1736.0,-1.64
21-01-2019,1723.0,-0.75
28-01-2019,1722.0,-0.06
04-02-2019,1749.0,1.57
11-02-2019,1787.0,2.17
18-02-2019,1668.0,-6.66
25-02-2019,1646.0,-1.32
04-03-2019,1668.0,1.34
11-03-2019,1699.0,1.86
18-03-2019,1657.0,-2.47
25-03-2019,1657.0,0.00
01-04-2019,1682.0,1.51
08-04-2019,1681.0,-0.06
15-04-2019,1642.0,-2.32
