Date,Index,% Change
13-03-2026,16333.0,
16-03-2026,15622.0,-4.35
17-03-2026,14333.0,-8.25
18-03-2026,12883.0,-10.12
19-03-2026,16833.0,30.66
07-04-2026,9180.0,-45.46
08-04-2026,9020.0,-1.74
09-04-2026,8920.0,-1.11
10-04-2026,8940.0,0.22
13-04-2026,8773.0,-1.87
14-04-2026,9327.0,6.31
15-04-2026,9303.0,-0.26
16-04-2026,9490.0,2.01
17-04-2026,9603.0,1.19
20-04-2026,9710.0,1.11
21-04-2026,9690.0,-0.21
22-04-2026,9657.0,-0.34
23-04-2026,9710.0,0.55
24-04-2026,9803.0,0.96
27-04-2026,9823.0,0.20
28-04-2026,9774.0,-0.50
29-04-2026,9683.0,-0.93
30-04-2026,9380.0,-3.13
01-05-2026,9233.0,-1.57
05-05-2026,9100.0,-1.44
06-05-2026,9000.0,-1.10
07-05-2026,8847.0,-1.70
08-05-2026,8887.0,0.45
11-05-2026,8923.0,0.41
12-05-2026,8827.0,-1.08
13-05-2026,8820.0,-0.08
14-05-2026,8663.0,-1.78
15-05-2026,8663.0,0.00
18-05-2026,8592.0,-0.82
19-05-2026,8547.0,-0.52
20-05-2026,8700.0,1.79
21-05-2026,8917.0,2.49
22-05-2026,9347.0,4.82
26-05-2026,9873.0,5.63
27-05-2026,10038.0,1.67
28-05-2026,10113.0,0.75
29-05-2026,10080.0,-0.33
01-06-2026,10093.0,0.13
02-06-2026,10100.0,0.07
03-06-2026,10107.0,0.07
04-06-2026,10013.0,-0.93
05-06-2026,9933.0,-0.80
08-06-2026,10060.0,1.28
09-06-2026,10127.0,0.67
10-06-2026,9947.0,-1.78
11-06-2026,9910.0,-0.37
12-06-2026,10083.0,1.75
15-06-2026,10019.0,-0.63
16-06-2026,9737.0,-2.81
17-06-2026,9658.0,-0.81
18-06-2026,9340.0,-3.29
19-06-2026,9193.0,-1.57
22-06-2026,8990.0,-2.21
23-06-2026,8747.0,-2.70
24-06-2026,8637.0,-1.26
25-06-2026,8797.0,1.85
26-06-2026,8810.0,0.15
29-06-2026,8817.0,0.08
30-06-2026,8683.0,-1.52
01-07-2026,8557.0,-1.45
02-07-2026,8563.0,0.07
03-07-2026,8553.0,-0.12
06-07-2026,8553.0,0.00
07-07-2026,8640.0,1.02
08-07-2026,8710.0,0.81
09-07-2026,8917.0,2.38
10-07-2026,9047.0,1.46
13-07-2026,9173.0,1.39
14-07-2026,9523.0,3.82
15-07-2026,9590.0,0.70
16-07-2026,9437.0,-1.60
17-07-2026,9373.0,-0.68
20-07-2026,9347.0,-0.28
21-07-2026,9410.0,0.67
22-07-2026,9350.0,-0.64
23-07-2026,9187.0,-1.74
24-07-2026,9137.0,-0.54
27-07-2026,9007.0,-1.42
28-07-2026,8860.0,-1.63
29-07-2026,8460.0,-4.51
30-07-2026,8023.0,-5.17
31-07-2026,7957.0,-0.82
03-08-2026,7493.0,-5.83
04-08-2026,7250.0,-3.24
05-08-2026,6920.0,-4.55
06-08-2026,6267.0,-9.44
07-08-2026,6197.0,-1.12
10-08-2026,6111.0,-1.39
11-08-2026,6053.0,-0.95
12-08-2026,5953.0,-1.65
13-08-2026,5397.0,-9.34
14-08-2026,4670.0,-13.47
17-08-2026,4547.0,-2.63
18-08-2026,4527.0,-0.44
19-08-2026,4510.0,-0.38
20-08-2026,3910.0,-13.30
21-08-2026,3813.0,-2.48
24-08-2026,3383.0,-11.28
26-08-2026,3220.0,-4.82
27-08-2026,3080.0,-4.35
28-08-2026,3090.0,0.32
01-09-2026,2397.0,-22.43
02-09-2026,2297.0,-4.17
03-09-2026,2233.0,-2.79
04-09-2026,2260.0,1.21
07-09-2026,2237.0,-1.02
