date,index_name,index_code,close,open,high,low,volume,change_pct
2005-01-03,Capital Link LNG/LPG,CLLG,376.19,376.19,376.19,376.19,0.0,0.0
2005-01-04,Capital Link LNG/LPG,CLLG,352.38,352.38,352.38,352.38,0.0,-6.33
2005-01-05,Capital Link LNG/LPG,CLLG,360.95,360.95,360.95,360.95,0.0,2.43
2005-01-06,Capital Link LNG/LPG,CLLG,368.43,368.43,368.43,368.43,0.0,2.07
2005-01-07,Capital Link LNG/LPG,CLLG,376.19,376.19,376.19,376.19,0.0,2.11
2005-01-10,Capital Link LNG/LPG,CLLG,381.9,381.9,381.9,381.9,0.0,1.52
2005-01-11,Capital Link LNG/LPG,CLLG,372.38,372.38,372.38,372.38,0.0,-2.49
2005-01-12,Capital Link LNG/LPG,CLLG,361.9,361.9,361.9,361.9,0.0,-2.81
2005-01-13,Capital Link LNG/LPG,CLLG,361.9,361.9,361.9,361.9,0.0,0.0
2005-01-14,Capital Link LNG/LPG,CLLG,360.95,360.95,360.95,360.95,0.0,-0.26
2005-01-18,Capital Link LNG/LPG,CLLG,357.14,357.14,357.14,357.14,0.0,-1.06
2005-01-19,Capital Link LNG/LPG,CLLG,338.1,338.1,338.1,338.1,0.0,-5.33
2005-01-20,Capital Link LNG/LPG,CLLG,367.62,367.62,367.62,367.62,0.0,8.73
2005-01-21,Capital Link LNG/LPG,CLLG,360.76,360.76,360.76,360.76,0.0,-1.87
2005-01-24,Capital Link LNG/LPG,CLLG,364.76,364.76,364.76,364.76,0.0,1.11
2005-01-25,Capital Link LNG/LPG,CLLG,380.95,380.95,380.95,380.95,0.0,4.44
2005-01-26,Capital Link LNG/LPG,CLLG,399.05,399.05,399.05,399.05,0.0,4.75
2005-01-27,Capital Link LNG/LPG,CLLG,413.33,413.33,413.33,413.33,0.0,3.58
2005-01-28,Capital Link LNG/LPG,CLLG,404.76,404.76,404.76,404.76,0.0,-2.07
2005-01-31,Capital Link LNG/LPG,CLLG,415.24,415.24,415.24,415.24,0.0,2.59
2005-02-01,Capital Link LNG/LPG,CLLG,433.33,433.33,433.33,433.33,0.0,4.36
2005-02-02,Capital Link LNG/LPG,CLLG,434.29,434.29,434.29,434.29,0.0,0.22
2005-02-03,Capital Link LNG/LPG,CLLG,420.0,420.0,420.0,420.0,0.0,-3.29
2005-02-04,Capital Link LNG/LPG,CLLG,447.62,447.62,447.62,447.62,0.0,6.58
2005-02-07,Capital Link LNG/LPG,CLLG,447.62,447.62,447.62,447.62,0.0,0.0
2005-02-08,Capital Link LNG/LPG,CLLG,440.0,440.0,440.0,440.0,0.0,-1.7
2005-02-09,Capital Link LNG/LPG,CLLG,446.67,446.67,446.67,446.67,0.0,1.52
2005-02-10,Capital Link LNG/LPG,CLLG,470.48,470.48,470.48,470.48,0.0,5.33
2005-02-11,Capital Link LNG/LPG,CLLG,466.67,466.67,466.67,466.67,0.0,-0.81
2005-02-14,Capital Link LNG/LPG,CLLG,480.0,480.0,480.0,480.0,0.0,2.86
2005-02-15,Capital Link LNG/LPG,CLLG,519.05,519.05,519.05,519.05,0.0,8.14
2005-02-16,Capital Link LNG/LPG,CLLG,504.76,504.76,504.76,504.76,0.0,-2.75
2005-02-17,Capital Link LNG/LPG,CLLG,561.9,561.9,561.9,561.9,0.0,11.32
2005-02-18,Capital Link LNG/LPG,CLLG,545.71,545.71,545.71,545.71,0.0,-2.88
2005-02-22,Capital Link LNG/LPG,CLLG,521.9,521.9,521.9,521.9,0.0,-4.36
2005-02-23,Capital Link LNG/LPG,CLLG,503.81,503.81,503.81,503.81,0.0,-3.47
2005-02-24,Capital Link LNG/LPG,CLLG,531.43,531.43,531.43,531.43,0.0,5.48
2005-02-25,Capital Link LNG/LPG,CLLG,704.76,704.76,704.76,704.76,0.0,32.62
2005-02-28,Capital Link LNG/LPG,CLLG,752.38,752.38,752.38,752.38,0.0,6.76
2005-03-01,Capital Link LNG/LPG,CLLG,746.67,746.67,746.67,746.67,0.0,-0.76
2005-03-02,Capital Link LNG/LPG,CLLG,752.38,752.38,752.38,752.38,0.0,0.76
2005-03-03,Capital Link LNG/LPG,CLLG,733.33,733.33,733.33,733.33,0.0,-2.53
