Rate Date,Premium/Discount
2023-01-05,0.0
2023-01-06,1.1
2023-01-08,-0.03
2023-01-09,0.92
2023-01-11,0.08
2023-01-12,-3.96
2023-02-05,0.0
2023-02-06,-0.04
2023-02-08,0.84
2023-02-10,0.62
2023-02-11,0.52
2023-03-05,6.0275
2023-03-07,0.48
2023-03-08,0.99
2023-03-10,0.68
2023-03-11,-0.12
2023-04-05,0.15
2023-04-08,0.4
2023-04-10,0.67
2023-04-12,0.29
2023-05-04,0.15
2023-05-05,0.28
2023-05-06,0.62
2023-05-07,0.94
2023-05-08,0.12
2023-05-09,0.93
2023-05-10,0.03
2023-05-11,0.4
2023-05-12,0.05
2023-05-15,0.2
2023-05-16,0.52
2023-05-17,0.73
2023-05-18,-1.0
2023-05-19,-0.2
2023-05-22,-0.06
2023-05-23,0.14
2023-05-24,0.21
2023-05-25,0.31
2023-05-26,0.15
2023-05-30,0.07
2023-05-31,-0.78
2023-06-01,1.1
2023-06-02,-0.04
2023-06-05,0.62
2023-06-06,0.6
2023-06-07,-0.73
2023-06-08,0.55
2023-06-09,-0.93
2023-06-10,0.43
2023-06-11,0.64
2023-06-12,-0.48
2023-06-13,0.53
2023-06-14,0.39
2023-06-15,-0.98
2023-06-16,0.17
2023-06-20,1.48
2023-06-21,1.3
2023-06-22,1.46
2023-06-23,4.83
2023-06-26,1.27
2023-06-27,1.27
2023-06-28,0.47
2023-06-29,-0.13
2023-06-30,0.24
2023-07-03,0.48
2023-07-05,0.94
2023-07-06,0.71
2023-07-07,0.67
2023-07-08,0.16
2023-07-09,0.46
2023-07-10,0.49
2023-07-11,0.44
2023-07-12,0.43
2023-07-13,0.37
2023-07-14,0.36
2023-07-17,0.16
2023-07-18,0.43
2023-07-19,0.61
2023-07-20,0.43
2023-07-21,0.26
2023-07-24,0.43
2023-07-25,0.43
2023-07-26,0.01
2023-07-27,0.44
2023-07-28,0.44
2023-07-31,0.45
2023-08-01,-0.03
2023-08-02,0.84
2023-08-03,0.99
2023-08-04,0.4
2023-08-05,0.12
2023-08-06,0.55
2023-08-07,0.16
2023-08-08,0.41
2023-08-09,0.44
2023-08-10,0.68
2023-08-11,0.44
2023-08-12,0.83
2023-08-14,0.41
2023-08-15,0.66
2023-08-16,-0.77
2023-08-17,0.21
2023-08-18,0.43
2023-08-21,0.67
2023-08-22,0.89
2023-08-23,0.67
2023-08-24,0.88
2023-08-25,0.61
2023-08-28,0.77
2023-08-29,0.78
2023-08-30,0.72
2023-08-31,0.98
2023-09-01,0.92
2023-09-05,0.74
2023-09-06,0.57
2023-09-07,0.46
2023-09-08,0.43
2023-09-10,0.48
2023-09-11,0.71
2023-09-12,0.79
2023-09-13,0.45
2023-09-14,0.79
2023-09-15,-0.37
2023-09-18,-0.06
2023-09-19,-0.0
2023-09-20,-0.5
2023-09-21,0.8
2023-09-22,0.25
2023-09-25,0.43
2023-09-26,0.82
2023-09-27,0.85
2023-09-28,0.85
2023-09-29,0.8
2023-10-02,0.62
2023-10-03,0.68
2023-10-04,0.67
2023-10-05,2.14
2023-10-06,0.43
2023-10-07,0.49
2023-10-08,0.68
2023-10-09,0.48
2023-10-10,0.4
2023-10-11,1.02
2023-10-12,0.13
2023-10-13,0.19
2023-10-16,0.12
2023-10-17,0.34
2023-10-18,0.17
2023-10-19,0.72
2023-10-20,1.14
2023-10-23,0.63
2023-10-24,1.19
2023-10-25,-0.18
2023-10-26,-0.29
2023-10-27,-0.02
2023-10-30,-0.62
2023-10-31,-0.49
2023-11-01,0.08
2023-11-02,0.52
2023-11-03,-0.12
2023-11-05,0.4
2023-11-06,0.64
2023-11-07,0.56
2023-11-08,0.24
2023-11-09,0.55
2023-11-10,0.28
2023-11-12,0.61
2023-11-13,0.52
2023-11-14,-0.34
2023-11-15,1.51
2023-11-16,-0.24
2023-11-17,0.31
2023-11-20,0.17
2023-11-21,-0.7
2023-11-22,0.38
2023-11-24,0.28
2023-11-27,0.8
2023-11-28,0.29
2023-11-29,0.28
2023-11-30,0.86
2023-12-01,-3.96
2023-12-04,0.29
2023-12-05,-0.09
2023-12-06,0.9
2023-12-07,0.95
2023-12-08,0.83
2023-12-09,0.79
2023-12-10,0.13
2023-12-11,0.61
2023-12-12,0.81
2023-12-13,0.46
2023-12-14,-0.0
2023-12-15,-0.0
2023-12-18,0.26
2023-12-19,0.39
2023-12-20,2.41
2023-12-21,0.3
2023-12-22,0.3
2023-12-26,0.72
2023-12-27,0.21
2023-12-28,-0.06
2023-12-29,0.69
2024-01-02,0.31
2024-01-03,0.53
2024-01-04,0.3
2024-01-05,1.1
2024-01-07,0.03
2024-01-08,3.98
2024-01-09,0.44
2024-01-10,-0.44
2024-01-11,0.99
2024-01-12,0.58
2024-01-16,0.76
2024-01-17,0.57
2024-01-18,0.62
2024-01-19,0.56
2024-01-22,0.44
2024-01-23,0.93
2024-01-24,0.7
2024-01-25,-0.34
2024-01-26,0.51
2024-01-29,0.4
2024-01-30,1.3
2024-01-31,1.13
2024-02-01,0.47
2024-02-02,-0.82
2024-02-04,-1.65
2024-02-05,-2.5
2024-02-06,-1.54
2024-02-07,-1.02
2024-02-08,-1.3
2024-02-09,-0.49
2024-02-10,-0.03
2024-02-12,-0.0
2024-02-13,0.08
2024-02-14,0.29
2024-02-15,-0.21
2024-02-16,0.03
2024-02-20,-0.83
2024-02-21,-1.14
2024-02-22,-0.68
2024-02-23,-0.53
2024-02-26,-1.26
2024-02-27,-0.5
2024-02-28,0.49
2024-02-29,-3.08
2024-03-01,-1.54
2024-03-04,-0.1
2024-03-05,-1.04
2024-03-06,-0.61
2024-03-07,-0.92
2024-03-08,-1.78
2024-03-09,0.08
2024-03-10,-0.03
2024-03-11,-1.11
2024-03-12,-0.69
2024-03-13,0.32
2024-03-14,1.57
2024-03-15,0.59
2024-03-18,-1.61
2024-03-19,-0.82
2024-03-20,0.09
2024-03-21,-0.93
2024-03-22,-1.1
2024-03-25,-0.99
2024-03-26,0.78
2024-03-27,-0.76
2024-03-28,-0.11
2024-04-01,0.75
2024-04-02,-1.65
2024-04-03,-0.47
2024-04-04,-1.69
2024-04-05,-0.68
2024-04-06,-0.14
2024-04-08,0.53
2024-04-09,-0.94
2024-04-10,-0.74
2024-04-11,-0.83
2024-04-12,-0.5
2024-04-15,-1.17
2024-04-16,-0.05
2024-04-17,0.08
2024-04-18,0.12
2024-04-19,-0.03
2024-04-22,0.58
2024-04-23,-0.99
2024-04-24,-0.35
2024-04-25,-0.22
2024-04-26,-1.25
2024-04-29,0.05
2024-04-30,0.05
2024-05-01,-0.44
2024-05-02,1.31
2024-05-03,1.13
2024-05-04,-0.68
2024-05-06,0.97
2024-05-07,0.75
2024-05-08,0.05
2024-05-09,1.83
2024-05-10,0.17
2024-05-11,0.78
2024-05-12,0.37
2024-05-13,0.11
2024-05-14,0.57
2024-05-15,0.37
2024-05-16,0.71
2024-05-17,0.06
2024-05-20,-0.05
2024-05-21,1.32
2024-05-22,1.48
2024-05-23,-0.71
2024-05-24,-0.38
2024-05-28,-0.16
2024-05-29,-1.01
2024-05-30,1.21
2024-05-31,-0.78
2024-06-02,-1.54
2024-06-03,1.85
2024-06-04,-0.14
2024-06-05,0.52
2024-06-06,1.02
2024-06-07,-0.12
2024-06-08,0.87
2024-06-09,0.1
2024-06-10,0.06
2024-06-11,-0.0
2024-06-12,0.86
2024-06-13,0.18
2024-06-14,0.06
2024-06-17,-0.97
2024-06-18,0.09
2024-06-20,-0.3
2024-06-21,0.18
2024-06-24,0.15
2024-06-25,0.48
2024-06-26,0.42
2024-06-27,0.06
2024-06-28,0.6
2024-07-01,0.03
2024-07-02,-0.12
2024-07-03,0.44
2024-07-05,0.11
2024-07-06,-0.12
2024-07-08,-0.5
2024-07-09,0.09
2024-07-10,0.03
2024-07-11,0.03
2024-07-12,0.03
2024-07-15,0.76
2024-07-16,0.06
2024-07-17,0.8
2024-07-18,0.38
2024-07-19,0.67
2024-07-22,1.02
2024-07-23,0.58
2024-07-24,0.1
2024-07-25,0.02
2024-07-26,0.06
2024-07-29,0.77
2024-07-30,0.75
2024-07-31,-0.59
2024-08-01,0.75
2024-08-02,-0.17
2024-08-03,-1.78
2024-08-04,0.53
2024-08-05,-0.47
2024-08-06,0.87
2024-08-07,0.67
2024-08-08,0.48
2024-08-09,0.69
2024-08-10,-0.19
2024-08-11,0.6
2024-08-12,-0.33
2024-08-13,-0.65
2024-08-14,0.47
2024-08-15,-1.03
2024-08-16,0.13
2024-08-19,-0.42
2024-08-20,0.07
2024-08-21,0.06
2024-08-22,0.07
2024-08-23,0.07
2024-08-26,-0.2
2024-08-27,-0.17
2024-08-28,0.79
2024-08-29,-0.25
2024-08-30,0.27
2024-09-01,0.44
2024-09-02,-0.49
2024-09-03,0.08
2024-09-04,0.1
2024-09-05,-0.54
2024-09-06,0.1
2024-09-07,0.09
2024-09-08,0.69
2024-09-09,-0.33
2024-09-10,0.1
2024-09-11,0.03
2024-09-12,-0.33
2024-09-13,0.3
2024-09-16,-0.41
2024-09-17,0.48
2024-09-18,-0.23
2024-09-19,-0.0
2024-09-20,0.64
2024-09-23,0.48
2024-09-24,0.64
2024-09-25,0.72
2024-09-26,0.86
2024-09-27,-0.48
2024-09-30,-0.64
2024-10-01,1.23
2024-10-02,-0.03
2024-10-03,-0.03
2024-10-04,-0.09
2024-10-05,0.17
2024-10-06,0.06
2024-10-07,-0.12
2024-10-08,-0.19
2024-10-09,0.1
2024-10-10,-0.52
2024-10-11,-0.0
2024-10-12,0.05
2024-10-14,0.16
2024-10-15,-4.51
2024-10-16,0.07
2024-10-17,-0.59
2024-10-18,1.6
2024-10-21,0.19
2024-10-22,0.1
2024-10-23,-1.5
2024-10-24,0.14
2024-10-25,0.75
2024-10-28,0.11
2024-10-29,-0.07
2024-10-30,-0.08
2024-10-31,-0.08
2024-11-01,-0.17
2024-11-03,-1.11
2024-11-04,0.08
2024-11-05,0.78
2024-11-06,0.17
2024-11-07,0.05
2024-11-08,0.6
2024-11-09,0.03
2024-11-10,-0.0
2024-11-11,0.75
2024-11-12,-0.0
2024-11-13,-0.0
2024-11-14,0.08
2024-11-15,0.12
2024-11-18,-0.0
2024-11-19,-0.58
2024-11-20,-0.0
2024-11-21,-0.57
2024-11-22,0.08
2024-11-25,-0.61
2024-11-26,0.09
2024-11-27,0.09
2024-11-29,0.22
2024-12-01,0.58
2024-12-02,0.0
2024-12-03,-0.0
2024-12-04,0.63
2024-12-05,0.37
2024-12-06,0.09
2024-12-07,0.03
2024-12-08,-0.33
2024-12-09,-0.24
2024-12-10,0.05
2024-12-11,0.37
2024-12-12,3.48
2024-12-13,-0.6
2024-12-16,-0.39
2024-12-17,-1.97
2024-12-18,0.1
2024-12-19,-0.1
2024-12-20,-0.25
2024-12-23,0.79
2024-12-24,-0.6
2024-12-26,0.0
2024-12-27,-0.1
2024-12-30,-0.55
2024-12-31,-0.63
2025-01-02,2.97
2025-01-03,0.43
2025-01-04,0.0
2025-01-05,0.17
2025-01-06,0.44
2025-01-07,1.52
2025-01-08,0.64
2025-01-10,6.98
2025-01-12,3.84
2025-01-13,3.78
2025-01-14,2.63
2025-01-15,1.22
2025-01-16,-0.66
2025-01-17,0.14
2025-01-21,-2.55
2025-01-22,-0.65
