year,week,published_date,sale_date,vessel_name,vessel_type,build_date,seller,source
2025,43,,17-10-2025,Fan Shun,HANDYMAX,Sep 1997,Country Ocean Shipping,ShipAndBunker_VesselsValue
2025,43,,17-10-2025,Dalia,GEN CARGO,Oct 1981,Cedar Marine Services,ShipAndBunker_VesselsValue
2025,43,,17-10-2025,Puteri Nilam,LARGE LNG,Jun 1995,MISC,ShipAndBunker_VesselsValue
2025,43,,17-10-2025,Puteri Delima,LARGE LNG,Jan 1995,MISC,ShipAndBunker_VesselsValue
2025,41,,13-10-2025,Jin Hai Yu,HANDYMAX,Jul 1996,FUSCO,ShipAndBunker_VesselsValue
2025,41,,12-10-2025,Al Sama,PANAMAX BULKER,Aug 1997,Jebel Sharm Marine,ShipAndBunker_VesselsValue
2025,41,,10-10-2025,Aratere,ROPAX FERRY,Dec 1998,KiwiRail Interislander,ShipAndBunker_VesselsValue
2025,41,,10-10-2025,S J Queen,GEN CARGO,Sep 1981,Sea Jewel Commercial Brokers,ShipAndBunker_VesselsValue
2025,40,,06-10-2025,North Viking,GEN CARGO,Oct 1977,Foga Aps,ShipAndBunker_VesselsValue
2025,40,,06-10-2025,Hokushin Maru,SMALL HANDY,Jul 1991,Koyo Kaiun Saiki,ShipAndBunker_VesselsValue
2025,40,,04-10-2025,Interim,HANDY TANKER,Dec 1991,World Carrier,ShipAndBunker_VesselsValue
2025,40,,03-10-2025,TG Arktika,HANDY BULKER,Jul 2007,Shipping-Trans Group,ShipAndBunker_VesselsValue
2025,40,,03-10-2025,Tasco Bravo,SMALL TANKER,Oct 1994,Tipco Maritime,ShipAndBunker_VesselsValue
2025,40,,03-10-2025,Bow Cedar,HANDY TANKER,Apr 1996,Odfjell Tankers,ShipAndBunker_VesselsValue
2025,39,,29-09-2025,Heisei Maru,SMALL HANDY,Jun 1990,Heisei Shoun,ShipAndBunker_VesselsValue
2025,39,,28-09-2025,Lady L,REEFER,Dec 1986,Undisclosed,ShipAndBunker_VesselsValue
2025,39,,27-09-2025,KM Puteri Kirana,HANDYMAX,Jul 1994,Puteri Maju Sukses,ShipAndBunker_VesselsValue
2025,39,,27-09-2025,Niigata Trader,FEEDERMAX,May 1997,Sinokor,ShipAndBunker_VesselsValue
2025,39,,26-09-2025,Rising Harrier,HANDYMAX,Jul 1997,Swedish Management Co,ShipAndBunker_VesselsValue
2025,39,,26-09-2025,AE Gas,FULLY PRESSURISED,Aug 1995,Tanker Armada Nusanatra,ShipAndBunker_VesselsValue
2025,38,,22-09-2025,Nirvana,HANDY TANKER,Jul 1999,Starline Express Shipping,ShipAndBunker_VesselsValue
2025,38,,21-09-2025,Asian Enterprise,HANDYMAX,Jul 1995,Dubai Navigation,ShipAndBunker_VesselsValue
2025,38,,20-09-2025,Tutuk,SMALL TANKER,Jan 1996,Yong An Shipping,ShipAndBunker_VesselsValue
2025,38,,20-09-2025,Nour Elhuda,MPP,Dec 1988,Embrace Shipping Management,ShipAndBunker_VesselsValue
2025,38,,19-09-2025,He Fu,HANDY BULKER,Jun 1997,Hua Fu International Group,ShipAndBunker_VesselsValue
2025,37,,15-09-2025,Sirvan Sabou,AFRAMAX,Aug 1995,Noah Maryam Kish Ship Management,ShipAndBunker_VesselsValue
2025,37,,15-09-2025,Pione,HANDY TANKER,Feb 2000,Undisclosed,ShipAndBunker_VesselsValue
2025,37,,12-09-2025,Rimba Empat,GEN CARGO,Aug 1975,Rimba Segara Lines,ShipAndBunker_VesselsValue
