date_origin,origin_idx,context,horizon,target,model,covariates,is_timesfm,is_mock,forecast,actual,last_value,regime,total_score,mae,rmse,mape,smape,dir_acc,mae_logret,spearman_ic,win_rate_vs_naive,runtime_s,note
2020-01-02,8841,128,5,bdi,naive,none,0,0,"976.00,976.00,976.00,976.00,976.00","907.00,844.00,791.00,773.00,772.00",976.0,Mid-Cycle Equilibrium,52.6,158.6,166.87420411795227,19.864322795854854,17.865579292611837,0.0,0.1792912841949033,,0.5,0.0,
2020-01-02,8841,128,5,bdi,ma90,none,0,0,"1767.54,1767.54,1767.54,1767.54,1767.54","907.00,844.00,791.00,773.00,772.00",976.0,Mid-Cycle Equilibrium,52.6,950.1444444444445,951.5605631322907,117.07532566076723,73.62233939309513,0.0,0.7731752406080791,,0.0,0.0,
2020-01-02,8841,128,5,bdi,hist_mean,none,0,0,"1793.55,1793.55,1793.55,1793.55,1793.55","907.00,844.00,791.00,773.00,772.00",976.0,Mid-Cycle Equilibrium,52.6,976.146875,977.5253252843456,120.26873112141058,74.88036945273414,0.0,0.7877791304594434,,0.0,0.0,
2020-01-02,8841,128,5,bdi,seasonal,none,0,0,"1279.00,1271.00,1282.00,1267.00,1260.00","907.00,844.00,791.00,773.00,772.00",976.0,Mid-Cycle Equilibrium,52.6,454.4,456.9406963709842,56.15987331387979,43.64936917232013,0.0,0.4439974758849258,0.7,0.0,0.0,
2020-01-02,8841,128,5,bdi,drift,none,0,0,"1437.17,1431.65,1426.12,1420.60,1415.07","907.00,844.00,791.00,773.00,772.00",976.0,Mid-Cycle Equilibrium,52.6,608.7236437923463,610.3645937610698,75.0901844943679,54.40475052310978,0.0,0.5585289915178914,0.9999999999999999,0.0,0.0,
2020-01-02,8841,128,5,bdi,ar1,none,0,0,"862.00,748.00,634.00,520.00,406.00","907.00,844.00,791.00,773.00,772.00",976.0,Mid-Cycle Equilibrium,52.6,183.4,216.2660398675668,23.26461267831749,28.09120514738728,1.0,0.28639346736766874,0.9999999999999999,0.6,0.0,
2020-01-02,8841,128,5,bdi,timesfm,targets_only,1,0,"876.87,842.06,819.00,802.19,789.79","907.00,844.00,791.00,773.00,772.00",976.0,Mid-Cycle Equilibrium,52.6,21.40914306640625,23.933758984143694,2.6343261789883075,2.614049428860292,1.0,0.026142884304478455,0.9999999999999999,1.0,1.3666560649871826,
2020-01-02,8841,128,5,bdi,timesfm,with_cov,1,0,"898.54,842.70,797.80,750.49,728.20","907.00,844.00,791.00,773.00,772.00",976.0,Mid-Cycle Equilibrium,52.6,16.571484375,22.558964511483243,2.1061072272096886,2.1480037406697927,1.0,0.021483812042237135,0.9999999999999999,1.0,1.03037428855896,
2020-01-02,8841,128,5,bci,naive,none,0,0,"1646.00,1646.00,1646.00,1646.00,1646.00","1507.00,1388.00,1271.00,1197.00,1155.00",1646.0,Mid-Cycle Equilibrium,52.6,342.4,365.83930898688294,,,0.0,0.23800659335770186,,0.5,0.0,
2020-01-02,8841,128,5,bci,ma90,none,0,0,"3275.46,3275.46,3275.46,3275.46,3275.46","1507.00,1388.00,1271.00,1197.00,1155.00",1646.0,Mid-Cycle Equilibrium,52.6,1971.8555555555558,1976.0604676920464,,,0.0,0.9261154514493954,,0.0,0.0,
2020-01-02,8841,128,5,bci,drift,none,0,0,"2626.84,2615.61,2604.38,2593.15,2581.92","1507.00,1388.00,1271.00,1197.00,1155.00",1646.0,Mid-Cycle Equilibrium,52.6,1300.7772746520793,1305.7005535688634,,,0.0,0.6968334928622966,0.9999999999999999,0.0,0.0,
2020-01-02,8841,128,21,bdi,naive,none,0,0,"976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00,976.00","907.00,844.00,791.00,773.00,772.00,774.00,765.00,763.00,768.00,768.00,754.00,729.00,689.00,623.00,576.00,557.00,546.00,539.00,525.00,498.00,487.00",976.0,Mid-Cycle Equilibrium,52.6,288.0,312.90984552834294,46.834479171974245,35.92027569023116,0.0,0.3664499427997267,,0.5,0.0,
2020-01-02,8841,128,21,bdi,ma90,none,0,0,"1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54,1767.54","907.00,844.00,791.00,773.00,772.00,774.00,765.00,763.00,768.00,768.00,754.00,729.00,689.00,623.00,576.00,557.00,546.00,539.00,525.00,498.00,487.00",976.0,Mid-Cycle Equilibrium,52.6,1079.5444444444443,1086.4551435560677,165.918512206267,88.65424959716127,0.0,0.9603338992129027,,0.0,0.0,
