post_id,title,date,year,week,broker,post_url,pdf_url,has_pdf,local_path,file_size_bytes,download_status
1129108,SSY ATLANTIC CAPESIZE INDEX 5 APRIL 2026,2026-04-06,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-atlantic-capesize-index-5-april-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/04/20260402-Atlantic-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260402-Atlantic-Capesize-Report.pdf,116795.0,downloaded
1129047,Star Asia Shipbroking Weekly Market Report – WEEK 14,2026-04-06,2026,W14,Star Asia Shipbroking,https://www.hellenicshippingnews.com/star-asia-shipbroking-weekly-market-report-week-14-4/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/04/Market-report-Week-14.pdf,True,reports/shipbrokers\star_asia\2026\star_asia_2026_W14_Market-report-Week-14.pdf,824963.0,downloaded
1129044,"Lion Shipbrokers Weekly Market Report, Week 14 &#038; 15 2026",2026-04-06,2026,W14,Lion Shipbrokers,https://www.hellenicshippingnews.com/lion-shipbrokers-weekly-market-report-week-14-15-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/04/Lion-Weekly-Report-06-April-2026-W1415.pdf,True,reports/shipbrokers\lion\2026\lion_2026_W14_Lion-Weekly-Report-06-April-2026-W1415.pdf,1792242.0,downloaded
1129107,SSY PACIFIC CAPESIZE INDEX 5 APRIL 2026,2026-04-06,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-pacific-capesize-index-5-april-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/04/20260402-Pacific-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260402-Pacific-Capesize-Report.pdf,116425.0,downloaded
1129050,Advanced Shipping &#038; Trading – WEEKLY SHIPPING MARKET REPORT WEEK 14 2026,2026-04-04,2026,W14,Advanced Shipping & Trading,https://www.hellenicshippingnews.com/advanced-shipping-trading-weekly-shipping-market-report-week-14-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/04/ADVANCED-MARKET-REPORT-WEEK-14.pdf,True,reports/shipbrokers\advanced_shipping\2026\advanced_shipping_2026_W14_ADVANCED-MARKET-REPORT-WEEK-14.pdf,1037830.0,downloaded
1129054,Agora Shipbroking Corporation: Snapshot of Commercial Indicators Report – Week 14 2026,2026-04-03,2026,W14,Agora Shipbroking,https://www.hellenicshippingnews.com/agora-shipbroking-corporation-snapshot-of-commercial-indicators-report-week-14-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/04/AGORA.-Week-14-2026.-Snapshot-of-Commercial-Indicators-Αντιγραφή.pdf,True,reports/shipbrokers/agora/2026/agora_2026_w14.pdf,1034068.0,downloaded
1128746,Fearnleys Week 14 2026,2026-04-02,2026,W14,Fearnleys,https://www.hellenicshippingnews.com/fearnleys-week-14-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/04/Fearnleys-Weekly-Report-_-Fearnpulselkqdef_compressed.pdf,True,reports/shipbrokers\fearnleys\2026\fearnleys_2026_W14_Fearnleys-Weekly-Report-_-Fearnpulselkqdef_compressed.pdf,595968.0,downloaded
1128571,"Banchero Costa Weekly Market Report, Week 13 2026",2026-04-01,2026,W13,Banchero Costa,https://www.hellenicshippingnews.com/banchero-costa-weekly-market-report-week-13-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Bancosta-Weekly-2026-13.pdf,True,reports/shipbrokers\banchero_costa\2026\banchero_costa_2026_W13_Bancosta-Weekly-2026-13.pdf,1352432.0,downloaded
1128572,Intermodal Weekly Market Report Week 13 2026 Broker’s Insight,2026-04-01,2026,W13,Intermodal Shipbrokers,https://www.hellenicshippingnews.com/intermodal-weekly-market-report-week-13-2026-brokers-insight/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Intermodal-Report-Week-13-2026.pdf,True,reports/shipbrokers\intermodal\2026\intermodal_2026_W13_Intermodal-Report-Week-13-2026.pdf,1256802.0,downloaded
1128514,SSY ATLANTIC CAPESIZE INDEX 31 MARCH 2026,2026-03-31,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-atlantic-capesize-index-31-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260327-Atlantic-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260327-Atlantic-Capesize-Report.pdf,116746.0,downloaded
1128401,Xclusiv Shipbrokers Weekly 30th March 2026,2026-03-31,2026,,Xclusiv Shipbrokers,https://www.hellenicshippingnews.com/xclusiv-shipbrokers-weekly-30th-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/xclusiv-2026_03_30.pdf,True,reports/shipbrokers\xclusiv\2026\xclusiv_2026_xclusiv-2026_03_30.pdf,1670049.0,downloaded
1128511,"Carriers Sales &#038; Purchase Market Report, Week 12 13",2026-03-31,2026,W12,Carriers Chartering,https://www.hellenicshippingnews.com/carriers-sales-purchase-market-carriers-sales-purchase-market-report-week-12-13-week-12-3/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/WK-12-13-26-CARRIERS_SP-MARKET-REPORT.pdf,True,reports/shipbrokers\carriers\2026\carriers_2026_W12_WK-12-13-26-CARRIERS_SP-MARKET-REPORT.pdf,334772.0,downloaded
1128513,SSY PACIFIC CAPESIZE INDEX 31 MARCH 2026,2026-03-31,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-pacific-capesize-index-31-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260327-Pacific-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260327-Pacific-Capesize-Report.pdf,116430.0,downloaded
1128421,ISM coasters and mini bulkers – Week 13,2026-03-30,2026,W13,ISM (Intership Navigation),https://www.hellenicshippingnews.com/ism-coasters-and-mini-bulkers-week-13-3/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/ISM_coaster_week13.pdf,True,reports/shipbrokers\ism\2026\ism_2026_W13_ISM_coaster_week13.pdf,209177.0,downloaded
1128204,Gibson tanker report &#8211; Aftershock,2026-03-28,2026,,Gibson Shipbrokers,https://www.hellenicshippingnews.com/gibson-tanker-report-aftershock/,,False,,0.0,no_pdf_published
1128174,"Affinity Tanker Weekly, 27 March 2026",2026-03-28,2026,,Affinity Research,https://www.hellenicshippingnews.com/affinity-tanker-weekly-27-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Affinity-Tanker-Weekly-27.03.2026-HSN.pdf,True,reports/shipbrokers\affinity\2026\affinity_2026_Affinity-Tanker-Weekly-27.03.2026-HSN.pdf,186678.0,downloaded
1128175,Advanced Shipping &#038; Trading – WEEKLY SHIPPING MARKET REPORT WEEK 13 2026,2026-03-28,2026,W13,Advanced Shipping & Trading,https://www.hellenicshippingnews.com/advanced-shipping-trading-weekly-shipping-market-report-week-13-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/ADVANCED-MARKET-REPORT-WEEK-13.pdf,True,reports/shipbrokers\advanced_shipping\2026\advanced_shipping_2026_W13_ADVANCED-MARKET-REPORT-WEEK-13.pdf,1026448.0,downloaded
1128143,"Lion Shipbrokers Weekly Market Report, Week 13 2026",2026-03-27,2026,W13,Lion Shipbrokers,https://www.hellenicshippingnews.com/lion-shipbrokers-weekly-market-report-week-13-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Lion-Weekly-Report-27-March-2026-W13.pdf,True,reports/shipbrokers\lion\2026\lion_2026_W13_Lion-Weekly-Report-27-March-2026-W13.pdf,1785534.0,downloaded
1128016,Fearnleys Week 13 2026,2026-03-27,2026,W13,Fearnleys,https://www.hellenicshippingnews.com/fearnleys-week-13-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Fearnleys-Weekly-Report-_-Fearnpulsekjbadg_compressed.pdf,True,reports/shipbrokers\fearnleys\2026\fearnleys_2026_W13_Fearnleys-Weekly-Report-_-Fearnpulsekjbadg_compressed.pdf,442508.0,downloaded
1127777,"Banchero Costa Weekly Market Report, Week 12 2026",2026-03-25,2026,W12,Banchero Costa,https://www.hellenicshippingnews.com/banchero-costa-weekly-market-report-week-12-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Bancosta-Weekly-2026-12.pdf,True,reports/shipbrokers\banchero_costa\2026\banchero_costa_2026_W12_Bancosta-Weekly-2026-12.pdf,1323424.0,downloaded
1127778,Intermodal Weekly Market Report Week 12 2026 Broker’s Insight,2026-03-25,2026,W12,Intermodal Shipbrokers,https://www.hellenicshippingnews.com/intermodal-weekly-market-report-week-12-2026-brokers-insight/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Intermodal-Report-Week-12-2026.pdf,True,reports/shipbrokers\intermodal\2026\intermodal_2026_W12_Intermodal-Report-Week-12-2026.pdf,1267365.0,downloaded
1127598,Xclusiv Shipbrokers Weekly 23rd March 2026,2026-03-24,2026,,Xclusiv Shipbrokers,https://www.hellenicshippingnews.com/xclusiv-shipbrokers-weekly-23rd-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/xclusiv-2026_03_23.pdf,True,reports/shipbrokers\xclusiv\2026\xclusiv_2026_xclusiv-2026_03_23.pdf,1714061.0,downloaded
1127496,Star Asia Shipbroking Weekly Market Report – WEEK 12,2026-03-23,2026,W12,Star Asia Shipbroking,https://www.hellenicshippingnews.com/star-asia-shipbroking-weekly-market-report-week-12-4/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Market-report-Week-12.pdf,True,reports/shipbrokers\star_asia\2026\star_asia_2026_W12_Market-report-Week-12.pdf,850119.0,downloaded
1127495,Advanced Shipping &#038; Trading – WEEKLY SHIPPING MARKET REPORT WEEK 12 2026,2026-03-23,2026,W12,Advanced Shipping & Trading,https://www.hellenicshippingnews.com/advanced-shipping-trading-weekly-shipping-market-report-week-12-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/ADVANCED-MARKET-REPORT-WEEK-12.pdf,True,reports/shipbrokers\advanced_shipping\2026\advanced_shipping_2026_W12_ADVANCED-MARKET-REPORT-WEEK-12.pdf,1036012.0,downloaded
1127538,SSY PACIFIC CAPESIZE INDEX 23 MARCH 2026,2026-03-23,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-pacific-capesize-index-23-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260320-Pacific-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260320-Pacific-Capesize-Report.pdf,116546.0,downloaded
1127537,SSY ATLANTIC CAPESIZE INDEX 23 MARCH 2026,2026-03-23,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-atlantic-capesize-index-23-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260320-Atlantic-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260320-Atlantic-Capesize-Report.pdf,116849.0,downloaded
1127433,"Affinity Tanker Weekly, 20 March 2026",2026-03-21,2026,,Affinity Research,https://www.hellenicshippingnews.com/affinity-tanker-weekly-20-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Affinity-Tanker-Weekly-20.03.2026-HSN.pdf,True,reports/shipbrokers\affinity\2026\affinity_2026_Affinity-Tanker-Weekly-20.03.2026-HSN.pdf,185286.0,downloaded
1127428,Gibson tanker report &#8211; Upstream Under Attack,2026-03-21,2026,,Gibson Shipbrokers,https://www.hellenicshippingnews.com/gibson-tanker-report-upstream-under-attack/,,False,,0.0,no_pdf_published
1127430,Agora Shipbroking Corporation: Snapshot of Commercial Indicators Report – Week 12 2026,2026-03-20,2026,W12,Agora Shipbroking,https://www.hellenicshippingnews.com/agora-shipbroking-corporation-snapshot-of-commercial-indicators-report-week-12-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/AGORA.-Week-12-2026.-Snapshot-of-Commercial-Indicators.pdf,True,reports/shipbrokers\agora\2026\agora_2026_W12_AGORA.-Week-12-2026.-Snapshot-of-Commercial-Indicators.pdf,1047410.0,downloaded
1127432,"Lion Shipbrokers Weekly Market Report, Week 12 2026",2026-03-20,2026,W12,Lion Shipbrokers,https://www.hellenicshippingnews.com/lion-shipbrokers-weekly-market-report-week-12-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Lion-Weekly-Report-20-March-2026-W12.pdf,True,reports/shipbrokers\lion\2026\lion_2026_W12_Lion-Weekly-Report-20-March-2026-W12.pdf,1781256.0,downloaded
1127022,"Banchero Costa Weekly Market Report, Week 11 2026",2026-03-19,2026,W11,Banchero Costa,https://www.hellenicshippingnews.com/banchero-costa-weekly-market-report-week-11-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Bancosta-Weekly-2026-11.pdf,True,reports/shipbrokers\banchero_costa\2026\banchero_costa_2026_W11_Bancosta-Weekly-2026-11.pdf,1280405.0,downloaded
1127023,Fearnleys Week 12 2026,2026-03-19,2026,W12,Fearnleys,https://www.hellenicshippingnews.com/fearnleys-week-12-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Fearnleys-Weekly-Report-_-Fearnpulse089798897_compressed.pdf,True,reports/shipbrokers\fearnleys\2026\fearnleys_2026_W12_Fearnleys-Weekly-Report-_-Fearnpulse089798897_compressed.pdf,381631.0,downloaded
1126869,Intermodal Weekly Market Report Week 11 2026 Broker’s Insight,2026-03-18,2026,W11,Intermodal Shipbrokers,https://www.hellenicshippingnews.com/intermodal-weekly-market-report-week-11-2026-brokers-insight/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Intermodal-Report-Week-11-2026.pdf,True,reports/shipbrokers\intermodal\2026\intermodal_2026_W11_Intermodal-Report-Week-11-2026.pdf,779015.0,downloaded
1126737,Xclusiv Shipbrokers Weekly 16th March 2026,2026-03-17,2026,,Xclusiv Shipbrokers,https://www.hellenicshippingnews.com/xclusiv-shipbrokers-weekly-16th-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/xclusiv-2026_03_16.pdf,True,reports/shipbrokers\xclusiv\2026\xclusiv_2026_xclusiv-2026_03_16.pdf,1688284.0,downloaded
1126674,"Carriers Sales &#038; Purchase Market Report, Week 11",2026-03-16,2026,W11,Carriers Chartering,https://www.hellenicshippingnews.com/carriers-sales-purchase-market-report-week-11-3/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/WK-11-26-CARRIERS_SP-MARKET-REPORT.pdf,True,reports/shipbrokers\carriers\2026\carriers_2026_W11_WK-11-26-CARRIERS_SP-MARKET-REPORT.pdf,349800.0,downloaded
1126643,SSY ATLANTIC CAPESIZE INDEX 16 MARCH 2026,2026-03-16,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-atlantic-capesize-index-16-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260313-Atlantic-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260313-Atlantic-Capesize-Report.pdf,116992.0,downloaded
1126640,SSY PACIFIC CAPESIZE INDEX 16 MARCH 2026,2026-03-16,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-pacific-capesize-index-16-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260313-Pacific-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260313-Pacific-Capesize-Report.pdf,116308.0,downloaded
1126631,Star Asia Shipbroking Weekly Market Report – WEEK 11,2026-03-16,2026,W11,Star Asia Shipbroking,https://www.hellenicshippingnews.com/star-asia-shipbroking-weekly-market-report-week-11-4/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Market-report-Week-11.pdf,True,reports/shipbrokers\star_asia\2026\star_asia_2026_W11_Market-report-Week-11.pdf,834623.0,downloaded
1126470,"Affinity Tanker Weekly, 13 March 2026",2026-03-14,2026,,Affinity Research,https://www.hellenicshippingnews.com/affinity-tanker-weekly-13-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Affinity-Tanker-Weekly-13.03.2026-HSN.pdf,True,reports/shipbrokers\affinity\2026\affinity_2026_Affinity-Tanker-Weekly-13.03.2026-HSN.pdf,190151.0,downloaded
1126519,Advanced Shipping &#038; Trading – WEEKLY SHIPPING MARKET REPORT WEEK 11 2026,2026-03-14,2026,W11,Advanced Shipping & Trading,https://www.hellenicshippingnews.com/advanced-shipping-trading-weekly-shipping-market-report-week-11-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/ADVANCED-MARKET-REPORT-WEEK-11.pdf,True,reports/shipbrokers\advanced_shipping\2026\advanced_shipping_2026_W11_ADVANCED-MARKET-REPORT-WEEK-11.pdf,1035447.0,downloaded
1126422,Gibson tanker report &#8211; Locked Strait,2026-03-14,2026,,Gibson Shipbrokers,https://www.hellenicshippingnews.com/gibson-tanker-report-locked-strait/,,False,,0.0,no_pdf_published
1126471,ISM coasters and mini bulkers – Week 11,2026-03-13,2026,W11,ISM (Intership Navigation),https://www.hellenicshippingnews.com/ism-coasters-and-mini-bulkers-week-11-3/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/ISM_coaster_week11.pdf,True,reports/shipbrokers\ism\2026\ism_2026_W11_ISM_coaster_week11.pdf,205156.0,downloaded
1126520,"Lion Shipbrokers Weekly Market Report, Week 11 2026",2026-03-13,2026,W11,Lion Shipbrokers,https://www.hellenicshippingnews.com/lion-shipbrokers-weekly-market-report-week-11-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Lion-Weekly-Report-13-March-2026-W11.pdf,True,reports/shipbrokers\lion\2026\lion_2026_W11_Lion-Weekly-Report-13-March-2026-W11.pdf,1949991.0,downloaded
1126141,Fearnleys Week 11 2026,2026-03-12,2026,W11,Fearnleys,https://www.hellenicshippingnews.com/fearnleys-week-11-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Fearnleys-Weekly-Report-_-Fearnpulsekljadv_compressed.pdf,True,reports/shipbrokers\fearnleys\2026\fearnleys_2026_W11_Fearnleys-Weekly-Report-_-Fearnpulsekljadv_compressed.pdf,821258.0,downloaded
1126142,Agora Shipbroking Corporation: Snapshot of Commercial Indicators Report – Week 10 2026,2026-03-11,2026,W10,Agora Shipbroking,https://www.hellenicshippingnews.com/agora-shipbroking-corporation-snapshot-of-commercial-indicators-report-week-10-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/AGORA.-Week-10-2026.-Snapshot-of-Commercial-Indicators.pdf,True,reports/shipbrokers\agora\2026\agora_2026_W10_AGORA.-Week-10-2026.-Snapshot-of-Commercial-Indicators.pdf,1047014.0,downloaded
1126008,Intermodal Weekly Market Report Week 10 2026 Broker’s Insight,2026-03-11,2026,W10,Intermodal Shipbrokers,https://www.hellenicshippingnews.com/intermodal-weekly-market-report-week-10-2026-brokers-insight/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Intermodal-Report-Week-10-2026.pdf,True,reports/shipbrokers\intermodal\2026\intermodal_2026_W10_Intermodal-Report-Week-10-2026.pdf,1237874.0,downloaded
1125900,"Banchero Costa Weekly Market Report, Week 10 2026",2026-03-11,2026,W10,Banchero Costa,https://www.hellenicshippingnews.com/banchero-costa-weekly-market-report-week-10-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Bancosta-Weekly-2026-10.pdf,True,reports/shipbrokers\banchero_costa\2026\banchero_costa_2026_W10_Bancosta-Weekly-2026-10.pdf,1520711.0,downloaded
1125712,Xclusiv Shipbrokers Weekly 09th March 2026,2026-03-10,2026,,Xclusiv Shipbrokers,https://www.hellenicshippingnews.com/xclusiv-shipbrokers-weekly-09th-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/xclusiv-2026_03_09.pdf,True,reports/shipbrokers\xclusiv\2026\xclusiv_2026_xclusiv-2026_03_09.pdf,1684087.0,downloaded
1125716,"Carriers Sales &#038; Purchase Market Report, Week 10",2026-03-10,2026,W10,Carriers Chartering,https://www.hellenicshippingnews.com/carriers-sales-purchase-market-report-week-10-3/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/WK-10-26-CARRIERS_SP-MARKET-REPORT.pdf,True,reports/shipbrokers\carriers\2026\carriers_2026_W10_WK-10-26-CARRIERS_SP-MARKET-REPORT.pdf,345635.0,downloaded
1125637,SSY PACIFIC CAPESIZE INDEX 09 MARCH 2026,2026-03-09,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-pacific-capesize-index-09-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260306-Pacific-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260306-Pacific-Capesize-Report.pdf,116240.0,downloaded
1125636,SSY ATLANTIC CAPESIZE INDEX 09 MARCH 2026,2026-03-09,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-atlantic-capesize-index-09-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260306-Atlantic-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260306-Atlantic-Capesize-Report.pdf,116851.0,downloaded
1125795,Star Asia Shipbroking Weekly Market Report – WEEK 10,2026-03-09,2026,W10,Star Asia Shipbroking,https://www.hellenicshippingnews.com/star-asia-shipbroking-weekly-market-report-week-10-4/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Market-report-Week-10.pdf,True,reports/shipbrokers\star_asia\2026\star_asia_2026_W10_Market-report-Week-10.pdf,833507.0,downloaded
1125485,Gibson tanker report &#8211; Middle East Mayhem,2026-03-07,2026,,Gibson Shipbrokers,https://www.hellenicshippingnews.com/gibson-tanker-report-middle-east-mayhem/,,False,,0.0,no_pdf_published
1125478,Advanced Shipping &#038; Trading – WEEKLY SHIPPING MARKET REPORT WEEK 10 2026,2026-03-07,2026,W10,Advanced Shipping & Trading,https://www.hellenicshippingnews.com/advanced-shipping-trading-weekly-shipping-market-report-week-10-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/ADVANCED-MARKET-REPORT-WEEK-10.pdf,True,reports/shipbrokers\advanced_shipping\2026\advanced_shipping_2026_W10_ADVANCED-MARKET-REPORT-WEEK-10.pdf,1068010.0,downloaded
1125477,"Lion Shipbrokers Weekly Market Report, Week 10 2026",2026-03-06,2026,W10,Lion Shipbrokers,https://www.hellenicshippingnews.com/lion-shipbrokers-weekly-market-report-week-10-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Lion-Weekly-Report-06-March-2026-W10.pdf,True,reports/shipbrokers\lion\2026\lion_2026_W10_Lion-Weekly-Report-06-March-2026-W10.pdf,1786329.0,downloaded
1125139,Fearnleys Week 10 2026,2026-03-05,2026,W10,Fearnleys,https://www.hellenicshippingnews.com/fearnleys-week-10-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Fearnleys-Weekly-Report-_-Fearnpulsehfhfhf_compressed.pdf,True,reports/shipbrokers\fearnleys\2026\fearnleys_2026_W10_Fearnleys-Weekly-Report-_-Fearnpulsehfhfhf_compressed.pdf,880274.0,downloaded
1124963,"Banchero Costa Weekly Market Report, Week 09 2026",2026-03-04,2026,W09,Banchero Costa,https://www.hellenicshippingnews.com/banchero-costa-weekly-market-report-week-09-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Bancosta-Weekly-2026-09.pdf,True,reports/shipbrokers\banchero_costa\2026\banchero_costa_2026_W09_Bancosta-Weekly-2026-09.pdf,1825796.0,downloaded
1124991,Intermodal Weekly Market Report Week 09 2026 Broker’s Insight,2026-03-04,2026,W09,Intermodal Shipbrokers,https://www.hellenicshippingnews.com/intermodal-weekly-market-report-week-09-2026-brokers-insight/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Intermodal-Report-Week-09-2026.pdf,True,reports/shipbrokers\intermodal\2026\intermodal_2026_W09_Intermodal-Report-Week-09-2026.pdf,1226180.0,downloaded
1124935,"Carriers Sales &#038; Purchase Market Report, Week 09",2026-03-03,2026,W09,Carriers Chartering,https://www.hellenicshippingnews.com/carriers-sales-purchase-market-report-week-09/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/WK-9-26-CARRIERS_SP-MARKET-REPORT.pdf,True,reports/shipbrokers\carriers\2026\carriers_2026_W09_WK-9-26-CARRIERS_SP-MARKET-REPORT.pdf,401909.0,downloaded
1124865,Xclusiv Shipbrokers Weekly 02nd March 2026,2026-03-03,2026,,Xclusiv Shipbrokers,https://www.hellenicshippingnews.com/xclusiv-shipbrokers-weekly-02nd-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/xclusiv-2026_03_02.pdf,True,reports/shipbrokers\xclusiv\2026\xclusiv_2026_xclusiv-2026_03_02.pdf,1758201.0,downloaded
1124799,SSY ATLANTIC CAPESIZE INDEX 02 MARCH 2026,2026-03-02,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-atlantic-capesize-index-02-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260227-Atlantic-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260227-Atlantic-Capesize-Report.pdf,116655.0,downloaded
1124798,SSY PACIFIC CAPESIZE INDEX 02 MARCH 2026,2026-03-02,2026,,Simpson Spence Young (SSY),https://www.hellenicshippingnews.com/ssy-pacific-capesize-index-02-march-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/20260227-Pacific-Capesize-Report.pdf,True,reports/shipbrokers\ssy\2026\ssy_2026_20260227-Pacific-Capesize-Report.pdf,116123.0,downloaded
1124792,Star Asia Shipbroking Weekly Market Report – WEEK 9,2026-03-02,2026,W09,Star Asia Shipbroking,https://www.hellenicshippingnews.com/star-asia-shipbroking-weekly-market-report-week-9-2/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/03/Market-report-Week-9.pdf,True,reports/shipbrokers\star_asia\2026\star_asia_2026_W09_Market-report-Week-9.pdf,826621.0,downloaded
1124633,"Affinity Tanker Weekly, 27 February 2026",2026-02-28,2026,,Affinity Research,https://www.hellenicshippingnews.com/affinity-tanker-weekly-27-february-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/02/Affinity-Tanker-Weekly-27.02.2026-HSN.pdf,True,reports/shipbrokers\affinity\2026\affinity_2026_Affinity-Tanker-Weekly-27.02.2026-HSN.pdf,184965.0,downloaded
1124682,Advanced Shipping &#038; Trading – WEEKLY SHIPPING MARKET REPORT WEEK 09 2026,2026-02-28,2026,W09,Advanced Shipping & Trading,https://www.hellenicshippingnews.com/advanced-shipping-trading-weekly-shipping-market-report-week-09-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/02/ADVANCED-MARKET-REPORT-WEEK-9.pdf,True,reports/shipbrokers\advanced_shipping\2026\advanced_shipping_2026_W09_ADVANCED-MARKET-REPORT-WEEK-9.pdf,1046524.0,downloaded
1124600,Gibson tanker report &#8211; VLCCs on fire,2026-02-28,2026,,Gibson Shipbrokers,https://www.hellenicshippingnews.com/gibson-tanker-report-vlccs-on-fire/,,False,,0.0,no_pdf_published
1124686,"Lion Shipbrokers Weekly Market Report, Week 09 2026",2026-02-27,2026,W09,Lion Shipbrokers,https://www.hellenicshippingnews.com/lion-shipbrokers-weekly-market-report-week-09-2026/,https://www.hellenicshippingnews.com/wp-content/uploads/2026/02/Lion-Weekly-Report-27-February-2026-W09.pdf,True,reports/shipbrokers\lion\2026\lion_2026_W09_Lion-Weekly-Report-27-February-2026-W09.pdf,1948409.0,downloaded
