user_ticker,sec_symbol,cik,company_name,sector,form,filing_date,accession_no,document_url
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-Q,2026-05-15,0001213900-26-057535,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-26-057535-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424B3,2026-02-17,0001213900-26-016648,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-26-016648-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424B3,2026-02-17,0001213900-26-016644,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-26-016644-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-Q,2026-02-11,0001213900-26-015020,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-26-015020-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-Q,2025-11-14,0001213900-25-110548,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-25-110548-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424I,2025-09-30,0001213900-25-093839,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-25-093839-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-K,2025-09-26,0001213900-25-092470,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-25-092470-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-Q,2025-05-15,0001213900-25-043979,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-25-043979-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424B3,2025-02-14,0001213900-25-014168,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-25-014168-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424B3,2025-02-14,0001213900-25-014165,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-25-014165-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-Q,2025-02-14,0001213900-25-014137,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-25-014137-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424B3,2024-12-09,0001213900-24-106838,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-106838-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424B3,2024-12-09,0001213900-24-106835,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-106835-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-Q,2024-11-14,0001213900-24-098370,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-098370-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,8-K/A,2024-11-12,0001213900-24-096801,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-096801-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,8-K,2024-11-08,0001213900-24-095627,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-095627-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-K,2024-09-27,0001213900-24-082617,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-082617-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424I,2024-09-27,0001213900-24-082552,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-082552-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,UPLOAD,2024-07-01,0000000000-24-007428,https://www.sec.gov/Archives/edgar/data/1610940/0000000000-24-007428-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,CORRESP,2024-06-18,0001213900-24-053860,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-053860-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,UPLOAD,2024-06-11,0000000000-24-006705,https://www.sec.gov/Archives/edgar/data/1610940/0000000000-24-006705-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-Q,2024-05-21,0001213900-24-045347,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-045347-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,NT 10-Q,2024-05-14,0001213900-24-042946,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-042946-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,FWP,2024-03-22,0001213900-24-024981,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-024981-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,10-Q,2024-02-20,0001213900-24-015372,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-015372-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,EFFECT,2024-02-15,9999999995-24-000476,https://www.sec.gov/Archives/edgar/data/1610940/9999999995-24-000476-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,EFFECT,2024-02-15,9999999995-24-000478,https://www.sec.gov/Archives/edgar/data/1610940/9999999995-24-000478-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424B3,2024-02-15,0001213900-24-014569,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-014569-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,424B3,2024-02-15,0001213900-24-014563,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-014563-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,CORRESP,2024-02-15,0001213900-24-014383,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-014383-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,CORRESP,2024-02-15,0001213900-24-014382,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-014382-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,POS AM,2024-02-15,0001213900-24-014381,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-014381-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,POS AM,2024-02-15,0001213900-24-014378,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-014378-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,NT 10-Q,2024-02-13,0001213900-24-013291,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-013291-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,CORRESP,2024-02-02,0001213900-24-009303,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-009303-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,CORRESP,2024-02-02,0001213900-24-009302,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-009302-index.html
BWET,BWET,1610940,Amplify Commodity Trust,Tankers ETF,POS AM,2024-02-02,0001213900-24-009299,https://www.sec.gov/Archives/edgar/data/1610940/0001213900-24-009299-index.html
