Date,Index,% Change
09-07-2009,"5,037",-5.60%
10-07-2009,"4,844",-3.83%
13-07-2009,"4,788",-1.16%
14-07-2009,"5,034",5.14%
15-07-2009,"5,549",10.23%
16-07-2009,"5,916",6.61%
17-07-2009,"5,957",0.69%
20-07-2009,"5,824",-2.23%
21-07-2009,"5,602",-3.81%
22-07-2009,"5,419",-3.27%
23-07-2009,"5,218",-3.71%
24-07-2009,"5,170",-0.92%
27-07-2009,"5,339",3.27%
28-07-2009,"5,564",4.21%
29-07-2009,"5,704",2.52%
30-07-2009,"5,585",-2.09%
31-07-2009,"5,385",-3.58%
03-08-2009,"5,187",-3.68%
04-08-2009,"5,023",-3.16%
05-08-2009,"4,848",-3.48%
06-08-2009,"4,631",-4.48%
07-08-2009,"4,444",-4.04%
10-08-2009,"4,351",-2.09%
11-08-2009,"4,292",-1.36%
12-08-2009,"4,333",0.96%
13-08-2009,"4,553",5.08%
14-08-2009,"4,708",3.40%
17-08-2009,"4,747",0.83%
18-08-2009,"4,544",-4.28%
19-08-2009,"4,342",-4.45%
20-08-2009,"4,162",-4.15%
21-08-2009,"4,030",-3.17%
24-08-2009,"3,965",-1.61%
25-08-2009,"3,869",-2.42%
26-08-2009,"4,026",4.06%
27-08-2009,"4,002",-0.60%
28-08-2009,"3,946",-1.40%
01-09-2009,"3,894",-1.32%
02-09-2009,"3,820",-1.90%
03-09-2009,"3,747",-1.91%
04-09-2009,"3,651",-2.56%
07-09-2009,"3,595",-1.53%
08-09-2009,"3,598",0.08%
09-09-2009,"3,607",0.25%
11-09-2009,"3,539",-1.89%
14-09-2009,"3,494",-1.27%
15-09-2009,"3,415",-2.26%
16-09-2009,"3,296",-3.48%
17-09-2009,"3,165",-3.97%
18-09-2009,"3,008",-4.96%
21-09-2009,"2,892",-3.86%
22-09-2009,"2,684",-7.19%
23-09-2009,"2,545",-5.18%
24-09-2009,"2,566",0.83%
25-09-2009,"2,677",4.33%
28-09-2009,"2,729",1.94%
29-09-2009,"2,748",0.70%
30-09-2009,"2,846",3.57%
01-10-2009,"3,060",7.52%
02-10-2009,"3,282",7.25%
05-10-2009,"3,300",0.55%
06-10-2009,"3,528",6.91%
07-10-2009,"3,773",6.94%
08-10-2009,"3,990",5.75%
09-10-2009,"4,107",2.93%
12-10-2009,"4,075",-0.78%
13-10-2009,"3,909",-4.07%
14-10-2009,"3,762",-3.76%
15-10-2009,"3,979",5.77%
16-10-2009,"4,061",2.06%
19-10-2009,"4,163",2.51%
20-10-2009,"4,346",4.40%
21-10-2009,"4,577",5.32%
22-10-2009,"4,774",4.30%
23-10-2009,"4,842",1.42%
26-10-2009,"4,827",-0.31%
27-10-2009,"4,733",-1.95%
28-10-2009,"4,665",-1.44%
29-10-2009,"4,776",2.38%
30-10-2009,"5,047",5.67%
02-11-2009,"5,256",4.14%
03-11-2009,"5,394",2.63%
04-11-2009,"5,440",0.85%
05-11-2009,"5,481",0.75%
06-11-2009,"5,583",1.86%
09-11-2009,"5,764",3.24%
10-11-2009,"6,113",6.05%
11-11-2009,"6,392",4.56%
12-11-2009,"6,848",7.13%
13-11-2009,"7,183",4.89%
16-11-2009,"7,326",1.99%
17-11-2009,"7,683",4.87%
19-11-2009,"8,056",4.85%
20-11-2009,"7,542",-6.38%
24-11-2009,"7,157",-5.10%
25-11-2009,"6,928",-3.20%
27-11-2009,"6,353",-8.30%
30-11-2009,"6,189",-2.58%
01-12-2009,"6,127",-1.00%
02-12-2009,"6,352",3.67%
03-12-2009,"6,640",4.53%
04-12-2009,"6,655",0.23%
07-12-2009,"6,370",-4.28%
08-12-2009,"5,948",-6.62%
09-12-2009,"5,679",-4.52%
10-12-2009,"5,387",-5.14%
11-12-2009,"5,193",-3.60%
14-12-2009,"5,132",-1.17%
15-12-2009,"5,154",0.43%
16-12-2009,"5,000",-2.99%
17-12-2009,"4,875",-2.50%
18-12-2009,"4,566",-6.34%
21-12-2009,"4,284",-6.18%
22-12-2009,"4,000",-6.63%
23-12-2009,"3,917",-2.08%
24-12-2009,"3,887",-0.77%
04-01-2010,"4,197",7.98%
06-01-2010,"4,253",1.33%
07-01-2010,"3,824",-10.09%
08-01-2010,"3,733",-2.38%
11-01-2010,"3,718",-0.40%
12-01-2010,"3,759",1.10%
13-01-2010,"3,865",2.82%
14-01-2010,"4,142",7.17%
15-01-2010,"4,375",5.63%
19-01-2010,"4,174",-4.59%
20-01-2010,"4,059",-2.76%
21-01-2010,"4,095",0.89%
22-01-2010,"4,161",1.61%
25-01-2010,"4,204",1.03%
26-01-2010,"4,193",-0.26%
27-01-2010,"4,019",-4.15%
28-01-2010,"3,706",-7.79%
29-01-2010,"3,494",-5.72%
01-02-2010,"3,317",-5.07%
02-02-2010,"3,302",-0.45%
03-02-2010,"3,309",0.21%
04-02-2010,"3,371",1.87%
05-02-2010,"3,474",3.06%
08-02-2010,"3,515",1.18%
09-02-2010,"3,486",-0.83%
10-02-2010,"3,310",-5.05%
11-02-2010,"3,224",-2.60%
12-02-2010,"3,259",1.09%
16-02-2010,"3,380",3.71%
17-02-2010,"3,523",4.23%
18-02-2010,"3,570",1.33%
19-02-2010,"3,517",-1.48%
22-02-2010,"3,476",-1.17%
23-02-2010,"3,392",-2.42%
24-02-2010,"3,278",-3.36%
25-02-2010,"3,196",-2.50%
26-02-2010,"3,174",-0.69%
01-03-2010,"3,163",-0.35%
02-03-2010,"3,172",0.28%
03-03-2010,"3,344",5.42%
04-03-2010,"3,721",11.27%
05-03-2010,"3,923",5.43%
08-03-2010,"3,877",-1.17%
09-03-2010,"3,679",-5.11%
10-03-2010,"3,723",1.20%
11-03-2010,"3,894",4.59%
12-03-2010,"4,328",11.15%
15-03-2010,"4,411",1.92%
16-03-2010,"4,056",-8.05%
17-03-2010,"3,780",-6.80%
18-03-2010,"3,613",-4.42%
19-03-2010,"3,522",-2.52%
22-03-2010,"3,390",-3.75%
23-03-2010,"3,282",-3.19%
25-03-2010,"3,248",-1.04%
26-03-2010,"3,244",-0.12%
29-03-2010,"3,245",0.03%
30-03-2010,"3,301",1.73%
31-03-2010,"3,425",3.76%
01-04-2010,"3,429",0.12%
06-04-2010,"3,377",-1.52%
07-04-2010,"3,233",-4.26%
08-04-2010,"3,073",-4.95%
09-04-2010,"2,984",-2.90%
12-04-2010,"2,941",-1.44%
13-04-2010,"2,945",0.14%
14-04-2010,"3,001",1.90%
15-04-2010,"3,048",1.57%
16-04-2010,"3,071",0.75%
19-04-2010,"3,059",-0.39%
20-04-2010,"3,083",0.78%
21-04-2010,"3,176",3.02%
22-04-2010,"3,200",0.76%
23-04-2010,"3,238",1.19%
26-04-2010,"3,277",1.20%
27-04-2010,"3,698",12.85%
29-04-2010,"3,998",8.11%
30-04-2010,"3,936",-1.55%
04-05-2010,"3,892",-1.12%
05-05-2010,"3,917",0.64%
06-05-2010,"4,041",3.17%
07-05-2010,"4,348",7.60%
10-05-2010,"4,551",4.67%
11-05-2010,"4,804",5.56%
12-05-2010,"4,878",1.54%
13-05-2010,"4,861",-0.35%
14-05-2010,"4,804",-1.17%
17-05-2010,"4,711",-1.94%
18-05-2010,"4,513",-4.20%
19-05-2010,"4,300",-4.72%
20-05-2010,"4,192",-2.51%
21-05-2010,"4,317",2.98%
24-05-2010,"4,625",7.13%
25-05-2010,"5,262",13.77%
26-05-2010,"5,357",1.81%
27-05-2010,"5,304",-0.99%
28-05-2010,"5,217",-1.64%
01-06-2010,"5,402",3.55%
02-06-2010,"5,455",0.98%
03-06-2010,"5,275",-3.30%
04-06-2010,"5,110",-3.13%
07-06-2010,"4,884",-4.42%
08-06-2010,"4,553",-6.78%
09-06-2010,"4,519",-0.75%
10-06-2010,"4,446",-1.62%
11-06-2010,"4,276",-3.82%
14-06-2010,"3,905",-8.68%
15-06-2010,"3,739",-4.25%
16-06-2010,"3,488",-6.71%
17-06-2010,"3,317",-4.90%
18-06-2010,"3,134",-5.52%
21-06-2010,"2,920",-6.83%
22-06-2010,"2,770",-5.14%
23-06-2010,"2,698",-2.60%
24-06-2010,"2,695",-0.11%
25-06-2010,"2,717",0.82%
28-06-2010,"2,716",-0.04%
29-06-2010,"2,713",-0.11%
30-06-2010,"2,711",-0.07%
01-07-2010,"2,658",-1.95%
02-07-2010,"2,627",-1.17%
06-07-2010,"2,468",-6.05%
07-07-2010,"2,291",-7.17%
08-07-2010,"2,159",-5.76%
09-07-2010,"2,102",-2.64%
12-07-2010,"1,949",-7.28%
13-07-2010,"1,839",-5.64%
14-07-2010,"1,653",-10.11%
15-07-2010,"1,640",-0.79%
16-07-2010,"1,676",2.20%
19-07-2010,"1,698",1.31%
20-07-2010,"1,757",3.47%
21-07-2010,"1,752",-0.28%
22-07-2010,"1,718",-1.94%
23-07-2010,"1,708",-0.58%
26-07-2010,"1,698",-0.59%
27-07-2010,"1,747",2.89%
28-07-2010,"1,801",3.09%
29-07-2010,"1,886",4.72%
30-07-2010,"1,922",1.91%
02-08-2010,"1,922",0.00%
03-08-2010,"1,892",-1.56%
04-08-2010,"1,939",2.48%
05-08-2010,"2,029",4.64%
06-08-2010,"2,194",8.13%
09-08-2010,"2,485",13.26%
10-08-2010,"2,724",9.62%
11-08-2010,"3,152",15.71%
12-08-2010,"3,212",1.90%
13-08-2010,"3,210",-0.06%
16-08-2010,"3,194",-0.50%
17-08-2010,"3,207",0.41%
18-08-2010,"3,225",0.56%
19-08-2010,"3,363",4.28%
20-08-2010,"3,578",6.39%
23-08-2010,"3,777",5.56%
24-08-2010,"3,795",0.48%
25-08-2010,"3,503",-7.69%
26-08-2010,"3,362",-4.03%
27-08-2010,"3,449",2.59%
31-08-2010,"3,516",1.94%
01-09-2010,"3,643",3.61%
02-09-2010,"3,900",7.05%
03-09-2010,"3,937",0.95%
07-09-2010,"3,901",-0.91%
08-09-2010,"4,024",3.15%
09-09-2010,"4,017",-0.17%
10-09-2010,"4,019",0.05%
13-09-2010,"3,991",-0.70%
14-09-2010,"3,933",-1.45%
15-09-2010,"3,748",-4.70%
16-09-2010,"3,594",-4.11%
17-09-2010,"3,481",-3.14%
20-09-2010,"3,389",-2.64%
21-09-2010,"3,248",-4.16%
22-09-2010,"3,108",-4.31%
23-09-2010,"3,104",-0.13%
24-09-2010,"3,121",0.55%
27-09-2010,"3,197",2.44%
28-09-2010,"3,431",7.32%
29-09-2010,"3,393",-1.11%
30-09-2010,"3,370",-0.68%
01-10-2010,"3,419",1.45%
04-10-2010,"3,509",2.63%
05-10-2010,"3,786",7.89%
06-10-2010,"3,976",5.02%
07-10-2010,"4,019",1.08%
08-10-2010,"4,076",1.42%
11-10-2010,"4,055",-0.52%
12-10-2010,"4,098",1.06%
13-10-2010,"4,173",1.83%
14-10-2010,"4,301",3.07%
15-10-2010,"4,345",1.02%
18-10-2010,"4,363",0.41%
19-10-2010,"4,366",0.07%
20-10-2010,"4,363",-0.07%
21-10-2010,"4,356",-0.16%
22-10-2010,"4,373",0.39%
25-10-2010,"4,407",0.78%
26-10-2010,"4,448",0.93%
27-10-2010,"4,461",0.29%
28-10-2010,"4,272",-4.24%
29-10-2010,"4,262",-0.23%
01-11-2010,"4,231",-0.73%
02-11-2010,"4,165",-1.56%
03-11-2010,"4,060",-2.52%
04-11-2010,"4,011",-1.21%
05-11-2010,"3,994",-0.42%
08-11-2010,"3,984",-0.25%
09-11-2010,"3,938",-1.15%
10-11-2010,"3,882",-1.42%
11-11-2010,"3,695",-4.82%
12-11-2010,"3,612",-2.25%
15-11-2010,"3,530",-2.27%
17-11-2010,"3,492",-1.08%
18-11-2010,"3,496",0.11%
23-11-2010,"3,593",2.77%
24-11-2010,"3,539",-1.50%
26-11-2010,"3,233",-8.65%
29-11-2010,"3,095",-4.27%
30-11-2010,"2,910",-5.98%
01-12-2010,"2,869",-1.41%
02-12-2010,"2,919",1.74%
06-12-2010,"2,987",2.33%
07-12-2010,"2,929",-1.94%
08-12-2010,"2,832",-3.31%
09-12-2010,"2,731",-3.57%
10-12-2010,"2,694",-1.35%
13-12-2010,"2,663",-1.15%
14-12-2010,"2,676",0.49%
15-12-2010,"2,687",0.41%
16-12-2010,"2,709",0.82%
17-12-2010,"2,723",0.52%
20-12-2010,"2,671",-1.91%
21-12-2010,"2,557",-4.27%
22-12-2010,"2,440",-4.58%
24-12-2010,"2,346",-3.85%
05-01-2011,"2,137",-8.91%
06-01-2011,"1,963",-8.14%
07-01-2011,"1,865",-4.99%
10-01-2011,"1,788",-4.13%
11-01-2011,"1,719",-3.86%
12-01-2011,"1,637",-4.77%
13-01-2011,"1,608",-1.77%
14-01-2011,"1,595",-0.81%
18-01-2011,"1,586",-0.56%
19-01-2011,"1,572",-0.88%
20-01-2011,"1,566",-0.38%
24-01-2011,"1,541",-1.60%
25-01-2011,"1,494",-3.05%
26-01-2011,"1,447",-3.15%
27-01-2011,"1,403",-3.04%
28-01-2011,"1,368",-2.50%
31-01-2011,"1,351",-1.24%
01-02-2011,"1,337",-1.04%
02-02-2011,"1,321",-1.20%
03-02-2011,"1,298",-1.74%
04-02-2011,"1,299",0.08%
07-02-2011,"1,281",-1.39%
08-02-2011,"1,289",0.62%
09-02-2011,"1,334",3.49%
10-02-2011,"1,411",5.77%
11-02-2011,"1,475",4.54%
14-02-2011,"1,494",1.29%
15-02-2011,"1,488",-0.40%
16-02-2011,"1,477",-0.74%
17-02-2011,"1,455",-1.49%
18-02-2011,"1,442",-0.89%
22-02-2011,"1,390",-3.61%
23-02-2011,"1,345",-3.24%
24-02-2011,"1,319",-1.93%
25-02-2011,"1,315",-0.30%
28-02-2011,"1,310",-0.38%
01-03-2011,"1,314",0.31%
02-03-2011,"1,337",1.75%
03-03-2011,"1,390",3.96%
04-03-2011,"1,427",2.66%
07-03-2011,"1,507",5.61%
08-03-2011,"1,595",5.84%
09-03-2011,"1,699",6.52%
10-03-2011,"1,856",9.24%
11-03-2011,"1,891",1.89%
14-03-2011,"1,865",-1.37%
15-03-2011,"1,811",-2.90%
16-03-2011,"1,744",-3.70%
17-03-2011,"1,702",-2.41%
18-03-2011,"1,687",-0.88%
21-03-2011,"1,679",-0.47%
23-03-2011,"1,754",4.47%
25-03-2011,"1,805",2.91%
28-03-2011,"1,807",0.11%
30-03-2011,"1,756",-2.82%
31-03-2011,"1,768",0.68%
01-04-2011,"1,792",1.36%
04-04-2011,"1,779",-0.73%
06-04-2011,"1,674",-5.90%
07-04-2011,"1,638",-2.15%
08-04-2011,"1,612",-1.59%
11-04-2011,"1,590",-1.36%
12-04-2011,"1,576",-0.88%
13-04-2011,"1,570",-0.38%
14-04-2011,"1,573",0.19%
15-04-2011,"1,564",-0.57%
18-04-2011,"1,552",-0.77%
20-04-2011,"1,540",-0.77%
21-04-2011,"1,540",0.00%
26-04-2011,"1,546",0.39%
28-04-2011,"1,564",1.16%
03-05-2011,"1,572",0.51%
04-05-2011,"1,560",-0.76%
05-05-2011,"1,542",-1.15%
06-05-2011,"1,566",1.56%
09-05-2011,"1,557",-0.57%
10-05-2011,"1,529",-1.80%
11-05-2011,"1,509",-1.31%
12-05-2011,"1,498",-0.73%
13-05-2011,"1,494",-0.27%
17-05-2011,"1,457",-2.48%
18-05-2011,"1,459",0.14%
19-05-2011,"1,604",9.94%
20-05-2011,"1,633",1.81%
23-05-2011,"1,651",1.10%
24-05-2011,"1,690",2.36%
25-05-2011,"1,759",4.08%
26-05-2011,"1,794",1.99%
27-05-2011,"1,821",1.51%
31-05-2011,"1,874",2.91%
01-06-2011,"1,912",2.03%
02-06-2011,"1,934",1.15%
03-06-2011,"1,939",0.26%
06-06-2011,"1,933",-0.31%
07-06-2011,"1,860",-3.78%
08-06-2011,"1,801",-3.17%
09-06-2011,"1,767",-1.89%
10-06-2011,"1,735",-1.81%
13-06-2011,"1,732",-0.17%
14-06-2011,"1,694",-2.19%
16-06-2011,"1,796",6.02%
17-06-2011,"1,824",1.56%
20-06-2011,"1,836",0.66%
21-06-2011,"1,835",-0.05%
22-06-2011,"1,859",1.31%
23-06-2011,"1,905",2.47%
24-06-2011,"1,974",3.62%
27-06-2011,"2,053",4.00%
28-06-2011,"2,082",1.41%
29-06-2011,"2,048",-1.63%
30-06-2011,"2,036",-0.59%
01-07-2011,"2,045",0.44%
04-07-2011,"2,052",0.34%
05-07-2011,"2,082",1.46%
06-07-2011,"2,116",1.63%
07-07-2011,"2,126",0.47%
08-07-2011,"2,115",-0.52%
11-07-2011,"2,084",-1.47%
12-07-2011,"2,022",-2.98%
13-07-2011,"1,965",-2.82%
14-07-2011,"1,943",-1.12%
15-07-2011,"1,918",-1.29%
18-07-2011,"1,900",-0.94%
19-07-2011,"1,884",-0.84%
20-07-2011,"1,866",-0.96%
21-07-2011,"1,851",-0.80%
22-07-2011,"1,841",-0.54%
25-07-2011,"1,827",-0.76%
26-07-2011,"1,816",-0.60%
27-07-2011,"1,800",-0.88%
28-07-2011,"1,767",-1.83%
29-07-2011,"1,749",-1.02%
01-08-2011,"1,738",-0.63%
02-08-2011,"1,749",0.63%
03-08-2011,"1,775",1.49%
04-08-2011,"1,807",1.80%
05-08-2011,"1,804",-0.17%
08-08-2011,"1,793",-0.61%
09-08-2011,"1,783",-0.56%
10-08-2011,"1,810",1.51%
11-08-2011,"1,836",1.44%
12-08-2011,"1,851",0.82%
15-08-2011,"1,870",1.03%
16-08-2011,"1,951",4.33%
17-08-2011,"2,015",3.28%
18-08-2011,"2,124",5.41%
19-08-2011,"2,220",4.52%
22-08-2011,"2,324",4.68%
23-08-2011,"2,446",5.25%
24-08-2011,"2,556",4.50%
25-08-2011,"2,466",-3.52%
26-08-2011,"2,346",-4.87%
30-08-2011,"2,333",-0.55%
31-08-2011,"2,598",11.36%
01-09-2011,"2,807",8.04%
02-09-2011,"2,975",5.99%
05-09-2011,"2,995",0.67%
06-09-2011,"3,010",0.50%
07-09-2011,"2,938",-2.39%
08-09-2011,"3,048",3.74%
09-09-2011,"3,185",4.49%
12-09-2011,"3,270",2.67%
13-09-2011,"3,309",1.19%
14-09-2011,"3,342",1.00%
15-09-2011,"3,267",-2.24%
16-09-2011,"3,008",-7.93%
19-09-2011,"2,847",-5.35%
20-09-2011,"2,942",3.34%
21-09-2011,"3,012",2.38%
22-09-2011,"3,244",7.70%
23-09-2011,"3,335",2.81%
26-09-2011,"3,344",0.27%
27-09-2011,"3,318",-0.78%
28-09-2011,"3,268",-1.51%
29-09-2011,"3,207",-1.87%
30-09-2011,"3,136",-2.21%
03-10-2011,"3,063",-2.33%
04-10-2011,"3,021",-1.37%
05-10-2011,"3,043",0.73%
06-10-2011,"3,162",3.91%
07-10-2011,"3,218",1.77%
10-10-2011,"3,275",1.77%
11-10-2011,"3,474",6.08%
12-10-2011,"3,486",0.35%
13-10-2011,"3,546",1.72%
14-10-2011,"3,587",1.16%
17-10-2011,"3,539",-1.34%
18-10-2011,"3,451",-2.49%
19-10-2011,"3,473",0.64%
20-10-2011,"3,565",2.65%
21-10-2011,"3,566",0.03%
24-10-2011,"3,597",0.87%
25-10-2011,"3,638",1.14%
26-10-2011,"3,612",-0.71%
27-10-2011,"3,481",-3.63%
28-10-2011,"3,274",-5.95%
31-10-2011,"3,132",-4.34%
01-11-2011,"3,003",-4.12%
02-11-2011,"2,906",-3.23%
03-11-2011,"2,829",-2.65%
04-11-2011,"2,788",-1.45%
07-11-2011,"2,779",-0.32%
08-11-2011,"2,823",1.58%
09-11-2011,"2,993",6.02%
10-11-2011,"3,162",5.65%
11-11-2011,"3,150",-0.38%
14-11-2011,"3,081",-2.19%
15-11-2011,"3,108",0.88%
16-11-2011,"3,223",3.70%
17-11-2011,"3,258",1.09%
18-11-2011,"3,235",-0.71%
21-11-2011,"3,188",-1.45%
22-11-2011,"3,146",-1.32%
23-11-2011,"3,083",-2.00%
24-11-2011,"3,042",-1.33%
25-11-2011,"3,049",0.23%
28-11-2011,"3,083",1.12%
29-11-2011,"3,198",3.73%
30-11-2011,"3,298",3.13%
01-12-2011,"3,386",2.67%
02-12-2011,"3,409",0.68%
05-12-2011,"3,390",-0.56%
06-12-2011,"3,387",-0.09%
07-12-2011,"3,405",0.53%
08-12-2011,"3,405",0.00%
09-12-2011,"3,697",8.58%
12-12-2011,"3,725",0.76%
13-12-2011,"3,695",-0.81%
14-12-2011,"3,652",-1.16%
15-12-2011,"3,571",-2.22%
16-12-2011,"3,572",0.03%
19-12-2011,"3,571",-0.03%
20-12-2011,"3,565",-0.17%
21-12-2011,"3,526",-1.09%
22-12-2011,"3,406",-3.40%
23-12-2011,"3,287",-3.49%
03-01-2012,"2,955",-10.10%
04-01-2012,"2,768",-6.33%
05-01-2012,"2,471",-10.73%
06-01-2012,"2,304",-6.76%
09-01-2012,"2,229",-3.26%
10-01-2012,"2,115",-5.11%
11-01-2012,"1,992",-5.82%
12-01-2012,"1,798",-9.74%
13-01-2012,"1,723",-4.17%
16-01-2012,"1,681",-2.44%
17-01-2012,"1,631",-2.97%
18-01-2012,"1,583",-2.94%
19-01-2012,"1,559",-1.52%
20-01-2012,"1,554",-0.32%
23-01-2012,"1,547",-0.45%
24-01-2012,"1,512",-2.26%
25-01-2012,"1,497",-0.99%
26-01-2012,"1,477",-1.34%
27-01-2012,"1,465",-0.81%
30-01-2012,"1,456",-0.61%
31-01-2012,"1,447",-0.62%
01-02-2012,"1,446",-0.07%
