date,close,volume
2023-05-03,13.930000305175781,5800
2023-05-04,13.079999923706055,3800
2023-05-05,12.604999542236328,2900
2023-05-08,12.585000038146973,2600
2023-05-09,13.878000259399414,5500
2023-05-10,14.335000038146973,4000
2023-05-11,15.170000076293945,2200
2023-05-12,15.317000389099121,2200
2023-05-15,15.329999923706055,2600
2023-05-16,16.29400062561035,2900
2023-05-17,15.9350004196167,1200
2023-05-18,14.711000442504883,2000
2023-05-19,14.699999809265137,4000
2023-05-22,14.560999870300293,400
2023-05-23,14.34000015258789,300
2023-05-24,14.350000381469727,100
2023-05-25,14.744999885559082,1000
2023-05-26,14.661999702453613,1600
2023-05-30,14.84000015258789,400
2023-05-31,14.675000190734863,100
2023-06-01,15.680000305175781,2700
2023-06-02,15.52400016784668,1000
2023-06-05,14.23799991607666,1800
2023-06-06,14.970000267028809,200
2023-06-07,15.545000076293945,1700
2023-06-08,15.736000061035156,2800
2023-06-09,17.218000411987305,5600
2023-06-12,19.167999267578125,7300
2023-06-13,20.025999069213867,4100
2023-06-14,20.65999984741211,4800
2023-06-15,21.023000717163086,11600
2023-06-16,20.954999923706055,1600
2023-06-20,18.986000061035156,2300
2023-06-21,18.729999542236328,5900
2023-06-22,18.415000915527344,300
2023-06-23,18.344999313354492,100
2023-06-26,17.56999969482422,2900
2023-06-27,17.923999786376953,100
2023-06-28,18.125,600
2023-06-29,19.735000610351562,1000
2023-06-30,20.8799991607666,2500
2023-07-03,19.684999465942383,1500
2023-07-05,18.71500015258789,700
2023-07-06,18.479999542236328,300
2023-07-07,18.875,300
2023-07-10,18.489999771118164,500
2023-07-11,18.25,900
2023-07-12,18.559999465942383,100
2023-07-13,19.030000686645508,2900
2023-07-14,19.680999755859375,800
2023-07-17,19.93199920654297,600
2023-07-18,19.674999237060547,200
2023-07-19,19.760000228881836,700
2023-07-20,19.965999603271484,100
2023-07-21,19.72100067138672,0
2023-07-24,19.735000610351562,700
2023-07-25,19.915000915527344,400
2023-07-26,19.892000198364258,100
2023-07-27,20.5,1500
2023-07-28,20.510000228881836,1000
2023-07-31,20.200000762939453,2100
2023-08-01,20.124000549316406,2800
2023-08-02,19.844999313354492,800
2023-08-03,19.954999923706055,100
2023-08-04,19.940000534057617,2400
2023-08-07,19.881000518798828,500
2023-08-08,19.459999084472656,200
2023-08-09,19.375,100
2023-08-10,19.309999465942383,800
2023-08-11,19.53499984741211,1100
2023-08-14,19.459999084472656,200
2023-08-15,19.045000076293945,1500
2023-08-16,18.020000457763672,7500
2023-08-17,18.729999542236328,2200
2023-08-18,18.65999984741211,100
2023-08-21,18.44300079345703,7400
2023-08-22,18.281999588012695,10700
2023-08-23,18.10099983215332,400
2023-08-24,18.239999771118164,1500
2023-08-25,18.18000030517578,900
2023-08-28,18.209999084472656,100
2023-08-29,17.718000411987305,1300
2023-08-30,17.393999099731445,1400
2023-08-31,16.308000564575195,4100
2023-09-01,16.238000869750977,800
2023-09-05,15.553999900817871,3900
2023-09-06,14.875,5400
2023-09-07,15.449999809265137,1000
2023-09-08,15.095000267028809,500
2023-09-11,14.682999610900879,1300
2023-09-12,14.454000473022461,1100
2023-09-13,14.664999961853027,1000
2023-09-14,14.725000381469727,31300
2023-09-15,15.901000022888184,4000
2023-09-18,16.329999923706055,21900
2023-09-19,16.899999618530273,3900
2023-09-20,17.899999618530273,13000
2023-09-21,17.83099937438965,15200
2023-09-22,18.21500015258789,12100
2023-09-25,17.4950008392334,15700
2023-09-26,16.645000457763672,1700
2023-09-27,16.610000610351562,1400
2023-09-28,15.9350004196167,400
2023-09-29,15.765000343322754,4600
2023-10-02,15.173999786376953,2900
2023-10-03,14.710000038146973,5200
2023-10-04,14.335000038146973,1300
2023-10-05,13.963000297546387,5500
2023-10-06,13.979999542236328,9300
2023-10-09,14.309000015258789,5900
2023-10-10,14.90999984741211,2100
2023-10-11,15.84000015258789,24500
2023-10-12,16.430999755859375,1600
2023-10-13,16.121000289916992,600
2023-10-16,16.940000534057617,8200
2023-10-17,16.204999923706055,2400
2023-10-18,15.777000427246094,7700
2023-10-19,15.479999542236328,6900
2023-10-20,16.010000228881836,6000
2023-10-23,16.020000457763672,4800
2023-10-24,16.53499984741211,6100
2023-10-25,16.450000762939453,3700
2023-10-26,17.268999099731445,4700
2023-10-27,18.14699935913086,3200
2023-10-30,18.34600067138672,3200
2023-10-31,18.219999313354492,1200
2023-11-01,17.80500030517578,7400
2023-11-02,17.5,3800
2023-11-03,17.229999542236328,1700
2023-11-06,17.25,1100
2023-11-07,17.03499984741211,3500
2023-11-08,16.850000381469727,14800
2023-11-09,16.73200035095215,600
2023-11-10,16.59600067138672,100
2023-11-13,16.424999237060547,58500
2023-11-14,17.19099998474121,32200
2023-11-15,18.170000076293945,1300
2023-11-16,17.72800064086914,100
2023-11-17,17.524999618530273,300
2023-11-20,17.549999237060547,14800
2023-11-21,17.35700035095215,34600
2023-11-22,17.024999618530273,100
2023-11-24,17.670000076293945,50100
2023-11-27,17.700000762939453,400
2023-11-28,17.5,100
2023-11-29,17.639999389648438,300
2023-11-30,17.32699966430664,500
2023-12-01,16.479999542236328,3600
2023-12-04,17.299999237060547,51800
2023-12-05,16.975000381469727,500
2023-12-06,16.558000564575195,2500
2023-12-07,16.312999725341797,1900
2023-12-08,16.374000549316406,900
2023-12-11,16.2189998626709,600
2023-12-12,15.737000465393066,2200
2023-12-13,15.461000442504883,2000
2023-12-14,15.6899995803833,1600
2023-12-15,16.15999984741211,7800
2023-12-18,17.315000534057617,16500
2023-12-19,16.645000457763672,8800
2023-12-20,17.225000381469727,3800
2023-12-21,16.690000534057617,2300
2023-12-22,16.670000076293945,5200
2023-12-26,16.780000686645508,1000
2023-12-27,16.645000457763672,1900
2023-12-28,16.229999542236328,1000
2023-12-29,16.149999618530273,800
2024-01-02,15.798999786376953,15300
2024-01-03,16.03499984741211,8900
2024-01-04,17.000999450683594,900
2024-01-05,18.350000381469727,92600
2024-01-08,19.84000015258789,128100
2024-01-09,18.059999465942383,80700
2024-01-10,18.09000015258789,56500
2024-01-11,17.724000930786133,23700
2024-01-12,19.020000457763672,108200
2024-01-16,18.479999542236328,33700
2024-01-17,17.610000610351562,16500
2024-01-18,17.648000717163086,92800
2024-01-19,18.040000915527344,93400
2024-01-22,18.06999969482422,18100
2024-01-23,17.399999618530273,77600
2024-01-24,17.309999465942383,327200
2024-01-25,17.479999542236328,186200
2024-01-26,17.780000686645508,51500
2024-01-29,17.479999542236328,37800
2024-01-30,17.110000610351562,657200
2024-01-31,17.049999237060547,391100
2024-02-01,17.06999969482422,47100
2024-02-02,16.950000762939453,216300
2024-02-05,16.780000686645508,206200
2024-02-06,17.309999465942383,119200
2024-02-07,17.58799934387207,29000
2024-02-08,18.290000915527344,134900
2024-02-09,18.299999237060547,42100
2024-02-12,18.959999084472656,109500
2024-02-13,19.4950008392334,41300
2024-02-14,19.365999221801758,22800
2024-02-15,20.836000442504883,224000
2024-02-16,20.976999282836914,31000
2024-02-20,19.049999237060547,73100
2024-02-21,18.290000915527344,49800
2024-02-22,18.969999313354492,18300
2024-02-23,18.8700008392334,14900
2024-02-26,18.020000457763672,12600
2024-02-27,17.81999969482422,28800
2024-02-28,18.34000015258789,19000
2024-02-29,17.649999618530273,46900
2024-03-01,18.5,23500
2024-03-04,19.209999084472656,15300
2024-03-05,18.969999313354492,23200
2024-03-06,18.049999237060547,50500
2024-03-07,18.219999313354492,16200
2024-03-08,18.170000076293945,22700
2024-03-11,18.700000762939453,3000
2024-03-12,18.809999465942383,1000
2024-03-13,18.959999084472656,1500
2024-03-14,20.06999969482422,54800
2024-03-15,20.299999237060547,11300
2024-03-18,19.549999237060547,94400
2024-03-19,19.34000015258789,12200
2024-03-20,18.62700080871582,2700
2024-03-21,18.100000381469727,17600
2024-03-22,18.010000228881836,22000
2024-03-25,17.920000076293945,3600
2024-03-26,18.200000762939453,4000
2024-03-27,18.360000610351562,1800
2024-03-28,18.6299991607666,4700
2024-04-01,18.790000915527344,8600
2024-04-02,18.530000686645508,7400
2024-04-03,18.90999984741211,4700
2024-04-04,18.65999984741211,28200
2024-04-05,18.860000610351562,17500
2024-04-08,19.0,6400
2024-04-09,18.989999771118164,5800
2024-04-10,18.850000381469727,5900
2024-04-11,19.170000076293945,3000
2024-04-12,19.799999237060547,11600
2024-04-15,19.389999389648438,6300
2024-04-16,19.020000457763672,14200
2024-04-17,18.5939998626709,1900
2024-04-18,17.691999435424805,12000
2024-04-19,17.725000381469727,2600
2024-04-22,17.200000762939453,7900
2024-04-23,17.079999923706055,1300
2024-04-24,17.31999969482422,9800
2024-04-25,18.1299991607666,500
2024-04-26,18.100000381469727,3500
2024-04-29,18.479999542236328,300
2024-04-30,18.32900047302246,300
2024-05-01,18.059999465942383,900
2024-05-02,18.559999465942383,16200
2024-05-03,18.729999542236328,57400
2024-05-06,18.700000762939453,2600
2024-05-07,18.809999465942383,200
2024-05-08,19.069000244140625,100
2024-05-09,19.479999542236328,56500
2024-05-10,19.093000411987305,100
2024-05-13,18.610000610351562,2500
2024-05-14,18.514999389648438,2100
2024-05-15,19.09000015258789,3600
2024-05-16,19.347000122070312,57400
2024-05-17,19.240999221801758,3500
2024-05-20,19.19099998474121,10800
2024-05-21,19.260000228881836,3900
2024-05-22,19.190000534057617,49600
2024-05-23,18.645999908447266,45500
2024-05-24,18.399999618530273,100
2024-05-28,18.40999984741211,46500
2024-05-29,18.035999298095703,8600
2024-05-30,17.93400001525879,600
2024-05-31,17.780000686645508,900
2024-06-03,18.149999618530273,3100
2024-06-04,17.246000289916992,2600
2024-06-05,17.360000610351562,1400
2024-06-06,17.354999542236328,100
2024-06-07,17.06999969482422,600
2024-06-10,17.040000915527344,700
2024-06-11,17.469999313354492,2000
2024-06-12,17.055999755859375,1200
2024-06-13,16.780000686645508,3200
2024-06-14,16.670000076293945,100
2024-06-17,16.360000610351562,100
2024-06-18,16.174999237060547,300
2024-06-20,16.389999389648438,1800
2024-06-21,16.450000762939453,100
2024-06-24,16.364999771118164,7300
2024-06-25,16.690000534057617,500
2024-06-26,16.700000762939453,500
2024-06-27,16.6299991607666,100
2024-06-28,16.790000915527344,2800
2024-07-01,16.625,500
2024-07-02,16.329999923706055,2500
2024-07-03,16.049999237060547,100
2024-07-05,15.887999534606934,200
2024-07-08,15.9399995803833,5700
2024-07-09,16.065000534057617,300
2024-07-10,16.114999771118164,2100
2024-07-11,16.184999465942383,100
2024-07-12,16.084999084472656,400
2024-07-15,15.960000038146973,700
2024-07-16,15.670000076293945,1500
2024-07-17,15.916000366210938,43500
2024-07-18,16.020000457763672,30500
2024-07-19,16.5,4100
2024-07-22,16.81999969482422,54200
2024-07-23,16.565000534057617,2700
2024-07-24,16.285999298095703,6300
2024-07-25,16.11400032043457,300
2024-07-26,15.869999885559082,3900
2024-07-29,15.739999771118164,400
2024-07-30,15.395000457763672,500
2024-07-31,15.149999618530273,2100
2024-08-01,15.505000114440918,2200
2024-08-02,15.045000076293945,2400
2024-08-05,14.869999885559082,500
2024-08-06,15.109999656677246,2200
2024-08-07,15.0600004196167,200
2024-08-08,14.739999771118164,7400
2024-08-09,14.781000137329102,2900
2024-08-12,14.642000198364258,100
2024-08-13,14.46500015258789,2800
2024-08-14,15.0600004196167,1200
2024-08-15,15.329999923706055,1300
2024-08-16,15.699999809265137,400
2024-08-19,15.425000190734863,500
2024-08-20,15.279999732971191,700
2024-08-21,15.600000381469727,1100
2024-08-22,15.289999961853027,400
2024-08-23,15.25,100
2024-08-26,15.210000038146973,100
2024-08-27,15.03499984741211,300
2024-08-28,14.744999885559082,400
2024-08-29,14.572999954223633,600
2024-08-30,15.039999961853027,1900
2024-09-03,14.531999588012695,300
2024-09-04,14.444999694824219,100
2024-09-05,14.670000076293945,2300
2024-09-06,15.045000076293945,2500
2024-09-09,14.930000305175781,300
2024-09-10,15.015000343322754,100
2024-09-11,15.135000228881836,400
2024-09-12,15.199999809265137,500
2024-09-13,14.96500015258789,500
2024-09-16,14.680000305175781,17500
2024-09-17,14.800000190734863,5200
2024-09-18,14.904999732971191,100
