Date,Index,% Change
19-05-2008,"2,027",1.60%
20-05-2008,"2,065",1.87%
21-05-2008,"2,098",1.60%
22-05-2008,"2,204",5.05%
23-05-2008,"2,245",1.86%
27-05-2008,"2,152",-4.14%
28-05-2008,"2,073",-3.67%
29-05-2008,"2,029",-2.12%
30-05-2008,"1,993",-1.77%
02-06-2008,"1,921",-3.61%
03-06-2008,"1,848",-3.80%
04-06-2008,"1,807",-2.22%
05-06-2008,"1,787",-1.11%
06-06-2008,"1,780",-0.39%
09-06-2008,"1,793",0.73%
10-06-2008,"1,792",-0.06%
11-06-2008,"1,849",3.18%
12-06-2008,"1,977",6.92%
13-06-2008,"2,010",1.67%
16-06-2008,"2,026",0.80%
17-06-2008,"2,037",0.54%
18-06-2008,"2,058",1.03%
19-06-2008,"2,084",1.26%
20-06-2008,"2,106",1.06%
23-06-2008,"2,086",-0.95%
24-06-2008,"2,043",-2.06%
25-06-2008,"1,989",-2.64%
26-06-2008,"1,956",-1.66%
27-06-2008,"1,946",-0.51%
30-06-2008,"1,902",-2.26%
01-07-2008,"1,866",-1.89%
02-07-2008,"1,883",0.91%
03-07-2008,"1,915",1.70%
04-07-2008,"1,927",0.63%
07-07-2008,"1,933",0.31%
08-07-2008,"1,927",-0.31%
09-07-2008,"1,924",-0.16%
10-07-2008,"1,924",0.00%
11-07-2008,"1,933",0.47%
14-07-2008,"1,956",1.19%
15-07-2008,"2,023",3.43%
16-07-2008,"2,081",2.87%
17-07-2008,"2,142",2.93%
18-07-2008,"2,189",2.19%
21-07-2008,"2,222",1.51%
22-07-2008,"2,289",3.02%
23-07-2008,"2,347",2.53%
24-07-2008,"2,340",-0.30%
25-07-2008,"2,317",-0.98%
28-07-2008,"2,290",-1.17%
29-07-2008,"2,194",-4.19%
30-07-2008,"2,065",-5.88%
31-07-2008,"1,965",-4.84%
01-08-2008,"1,854",-5.65%
04-08-2008,"1,801",-2.86%
05-08-2008,"1,751",-2.78%
06-08-2008,"1,717",-1.94%
07-08-2008,"1,672",-2.62%
08-08-2008,"1,626",-2.75%
11-08-2008,"1,560",-4.06%
12-08-2008,"1,521",-2.50%
13-08-2008,"1,429",-6.05%
14-08-2008,"1,374",-3.85%
15-08-2008,"1,354",-1.46%
18-08-2008,"1,340",-1.03%
19-08-2008,"1,343",0.22%
20-08-2008,"1,377",2.53%
21-08-2008,"1,389",0.87%
22-08-2008,"1,405",1.15%
26-08-2008,"1,403",-0.14%
27-08-2008,"1,393",-0.71%
28-08-2008,"1,441",3.45%
29-08-2008,"1,458",1.18%
01-09-2008,"1,451",-0.48%
02-09-2008,"1,429",-1.52%
03-09-2008,"1,415",-0.98%
04-09-2008,"1,427",0.85%
05-09-2008,"1,403",-1.68%
08-09-2008,"1,397",-0.43%
09-09-2008,"1,432",2.51%
10-09-2008,"1,423",-0.63%
11-09-2008,"1,416",-0.49%
12-09-2008,"1,462",3.25%
15-09-2008,"1,487",1.71%
16-09-2008,"1,504",1.14%
17-09-2008,"1,534",1.99%
18-09-2008,"1,558",1.56%
19-09-2008,"1,586",1.80%
22-09-2008,"1,575",-0.69%
23-09-2008,"1,592",1.08%
24-09-2008,"1,575",-1.07%
25-09-2008,"1,592",1.08%
26-09-2008,"1,585",-0.44%
29-09-2008,"1,573",-0.76%
30-09-2008,"1,538",-2.23%
01-10-2008,"1,508",-1.95%
02-10-2008,"1,475",-2.19%
03-10-2008,"1,464",-0.75%
06-10-2008,"1,442",-1.50%
07-10-2008,"1,411",-2.15%
08-10-2008,"1,397",-0.99%
09-10-2008,"1,391",-0.43%
10-10-2008,"1,359",-2.30%
13-10-2008,"1,334",-1.84%
14-10-2008,"1,321",-0.97%
15-10-2008,"1,322",0.08%
16-10-2008,"1,323",0.08%
17-10-2008,"1,342",1.44%
20-10-2008,"1,363",1.56%
21-10-2008,"1,389",1.91%
22-10-2008,"1,402",0.94%
23-10-2008,"1,399",-0.21%
24-10-2008,"1,390",-0.64%
27-10-2008,"1,365",-1.80%
28-10-2008,"1,336",-2.12%
29-10-2008,"1,328",-0.60%
30-10-2008,"1,312",-1.20%
31-10-2008,"1,298",-1.07%
03-11-2008,"1,246",-4.01%
04-11-2008,"1,218",-2.25%
05-11-2008,"1,183",-2.87%
06-11-2008,"1,168",-1.27%
07-11-2008,"1,142",-2.23%
10-11-2008,"1,123",-1.66%
11-11-2008,"1,099",-2.14%
12-11-2008,"1,059",-3.64%
13-11-2008,"1,044",-1.42%
14-11-2008,"1,020",-2.30%
17-11-2008,"1,008",-1.18%
18-11-2008,999,-0.89%
19-11-2008,995,-0.40%
20-11-2008,993,-0.20%
21-11-2008,989,-0.40%
24-11-2008,978,-1.11%
25-11-2008,968,-1.02%
26-11-2008,971,0.31%
27-11-2008,"1,016",4.63%
28-11-2008,"1,073",5.61%
01-12-2008,"1,124",4.75%
02-12-2008,"1,175",4.54%
03-12-2008,"1,272",8.26%
04-12-2008,"1,330",4.56%
05-12-2008,"1,354",1.80%
08-12-2008,"1,350",-0.30%
09-12-2008,"1,330",-1.48%
10-12-2008,"1,316",-1.05%
11-12-2008,"1,304",-0.91%
12-12-2008,"1,300",-0.31%
15-12-2008,"1,312",0.92%
16-12-2008,"1,308",-0.30%
17-12-2008,"1,295",-0.99%
18-12-2008,"1,265",-2.32%
19-12-2008,"1,252",-1.03%
22-12-2008,"1,252",0.00%
23-12-2008,"1,252",0.00%
24-12-2008,"1,243",-0.72%
02-01-2009,849,-31.70%
05-01-2009,831,-2.12%
06-01-2009,781,-6.02%
07-01-2009,740,-5.25%
08-01-2009,728,-1.62%
09-01-2009,709,-2.61%
12-01-2009,704,-0.71%
13-01-2009,692,-1.70%
14-01-2009,700,1.16%
15-01-2009,709,1.29%
16-01-2009,726,2.40%
19-01-2009,737,1.52%
20-01-2009,745,1.09%
21-01-2009,732,-1.74%
22-01-2009,726,-0.82%
23-01-2009,711,-2.07%
26-01-2009,704,-0.98%
27-01-2009,675,-4.12%
28-01-2009,642,-4.89%
29-01-2009,623,-2.96%
30-01-2009,611,-1.93%
02-02-2009,597,-2.29%
03-02-2009,596,-0.17%
04-02-2009,601,0.84%
05-02-2009,585,-2.66%
06-02-2009,581,-0.68%
09-02-2009,576,-0.86%
10-02-2009,573,-0.52%
11-02-2009,574,0.17%
12-02-2009,586,2.09%
13-02-2009,589,0.51%
16-02-2009,589,0.00%
17-02-2009,587,-0.34%
18-02-2009,602,2.56%
19-02-2009,599,-0.50%
20-02-2009,596,-0.50%
23-02-2009,588,-1.34%
24-02-2009,584,-0.68%
25-02-2009,595,1.88%
26-02-2009,598,0.50%
27-02-2009,601,0.50%
02-03-2009,626,4.16%
03-03-2009,642,2.56%
04-03-2009,675,5.14%
05-03-2009,699,3.56%
06-03-2009,691,-1.14%
09-03-2009,679,-1.74%
10-03-2009,674,-0.74%
11-03-2009,667,-1.04%
12-03-2009,662,-0.75%
13-03-2009,659,-0.45%
16-03-2009,656,-0.46%
17-03-2009,653,-0.46%
18-03-2009,642,-1.68%
19-03-2009,635,-1.09%
20-03-2009,625,-1.57%
23-03-2009,616,-1.44%
24-03-2009,604,-1.95%
25-03-2009,602,-0.33%
26-03-2009,595,-1.16%
27-03-2009,579,-2.69%
30-03-2009,558,-3.63%
31-03-2009,540,-3.23%
01-04-2009,524,-2.96%
02-04-2009,511,-2.48%
03-04-2009,506,-0.98%
06-04-2009,492,-2.77%
07-04-2009,471,-4.27%
08-04-2009,465,-1.27%
09-04-2009,462,-0.65%
14-04-2009,455,-1.52%
15-04-2009,453,-0.44%
16-04-2009,453,0.00%
17-04-2009,457,0.88%
20-04-2009,469,2.63%
21-04-2009,483,2.99%
22-04-2009,490,1.45%
23-04-2009,496,1.22%
24-04-2009,495,-0.20%
27-04-2009,487,-1.62%
28-04-2009,478,-1.85%
29-04-2009,480,0.42%
30-04-2009,477,-0.63%
01-05-2009,476,-0.21%
05-05-2009,463,-2.73%
06-05-2009,466,0.65%
07-05-2009,475,1.93%
08-05-2009,480,1.05%
11-05-2009,485,1.04%
12-05-2009,482,-0.62%
13-05-2009,479,-0.62%
14-05-2009,473,-1.25%
15-05-2009,473,0.00%
18-05-2009,474,0.21%
19-05-2009,479,1.05%
20-05-2009,484,1.04%
21-05-2009,485,0.21%
22-05-2009,480,-1.03%
26-05-2009,479,-0.21%
27-05-2009,480,0.21%
28-05-2009,484,0.83%
29-05-2009,482,-0.41%
01-06-2009,482,0.00%
02-06-2009,490,1.66%
03-06-2009,496,1.22%
04-06-2009,503,1.41%
05-06-2009,507,0.80%
08-06-2009,512,0.99%
09-06-2009,520,1.56%
10-06-2009,539,3.65%
11-06-2009,563,4.45%
12-06-2009,601,6.75%
15-06-2009,634,5.49%
16-06-2009,656,3.47%
17-06-2009,669,1.98%
18-06-2009,701,4.78%
19-06-2009,719,2.57%
22-06-2009,725,0.83%
23-06-2009,731,0.83%
24-06-2009,721,-1.37%
25-06-2009,705,-2.22%
26-06-2009,689,-2.27%
29-06-2009,673,-2.32%
30-06-2009,648,-3.71%
01-07-2009,623,-3.86%
02-07-2009,604,-3.05%
03-07-2009,593,-1.82%
06-07-2009,589,-0.67%
07-07-2009,571,-3.06%
08-07-2009,555,-2.80%
09-07-2009,538,-3.06%
10-07-2009,533,-0.93%
13-07-2009,526,-1.31%
14-07-2009,507,-3.61%
15-07-2009,501,-1.18%
16-07-2009,493,-1.60%
17-07-2009,482,-2.23%
20-07-2009,479,-0.62%
21-07-2009,476,-0.63%
22-07-2009,478,0.42%
23-07-2009,479,0.21%
24-07-2009,477,-0.42%
27-07-2009,476,-0.21%
28-07-2009,474,-0.42%
29-07-2009,476,0.42%
30-07-2009,475,-0.21%
31-07-2009,474,-0.21%
03-08-2009,474,0.00%
04-08-2009,474,0.00%
05-08-2009,472,-0.42%
06-08-2009,475,0.64%
07-08-2009,474,-0.21%
10-08-2009,471,-0.63%
11-08-2009,468,-0.64%
12-08-2009,469,0.21%
13-08-2009,472,0.64%
14-08-2009,477,1.06%
17-08-2009,480,0.63%
18-08-2009,483,0.63%
19-08-2009,490,1.45%
20-08-2009,499,1.84%
21-08-2009,502,0.60%
24-08-2009,503,0.20%
25-08-2009,511,1.59%
26-08-2009,507,-0.78%
27-08-2009,504,-0.59%
28-08-2009,500,-0.79%
01-09-2009,487,-2.60%
02-09-2009,474,-2.67%
03-09-2009,471,-0.63%
04-09-2009,469,-0.42%
07-09-2009,469,0.00%
08-09-2009,468,-0.21%
09-09-2009,471,0.64%
11-09-2009,487,3.40%
14-09-2009,496,1.85%
15-09-2009,497,0.20%
16-09-2009,503,1.21%
17-09-2009,510,1.39%
18-09-2009,523,2.55%
21-09-2009,529,1.15%
22-09-2009,544,2.84%
23-09-2009,555,2.02%
24-09-2009,560,0.90%
25-09-2009,565,0.89%
28-09-2009,565,0.00%
29-09-2009,574,1.59%
30-09-2009,570,-0.70%
01-10-2009,557,-2.28%
02-10-2009,553,-0.72%
05-10-2009,547,-1.08%
06-10-2009,540,-1.28%
07-10-2009,537,-0.56%
08-10-2009,540,0.56%
09-10-2009,546,1.11%
12-10-2009,551,0.92%
13-10-2009,560,1.63%
14-10-2009,558,-0.36%
15-10-2009,567,1.61%
16-10-2009,568,0.18%
19-10-2009,564,-0.70%
20-10-2009,566,0.35%
21-10-2009,580,2.47%
22-10-2009,581,0.17%
23-10-2009,580,-0.17%
26-10-2009,579,-0.17%
27-10-2009,581,0.35%
28-10-2009,592,1.89%
29-10-2009,595,0.51%
30-10-2009,593,-0.34%
02-11-2009,588,-0.84%
03-11-2009,580,-1.36%
04-11-2009,583,0.52%
05-11-2009,588,0.86%
06-11-2009,584,-0.68%
09-11-2009,582,-0.34%
10-11-2009,593,1.89%
11-11-2009,614,3.54%
12-11-2009,645,5.05%
13-11-2009,655,1.55%
16-11-2009,656,0.15%
17-11-2009,645,-1.68%
19-11-2009,659,2.17%
20-11-2009,673,2.12%
24-11-2009,701,4.16%
25-11-2009,699,-0.29%
27-11-2009,683,-2.29%
30-11-2009,679,-0.59%
01-12-2009,671,-1.18%
02-12-2009,687,2.38%
03-12-2009,704,2.47%
04-12-2009,720,2.27%
07-12-2009,722,0.28%
08-12-2009,720,-0.28%
09-12-2009,724,0.56%
10-12-2009,730,0.83%
11-12-2009,741,1.51%
14-12-2009,752,1.48%
15-12-2009,765,1.73%
16-12-2009,782,2.22%
17-12-2009,798,2.05%
18-12-2009,803,0.63%
21-12-2009,804,0.12%
22-12-2009,810,0.75%
23-12-2009,815,0.62%
24-12-2009,814,-0.12%
04-01-2010,"1,024",25.80%
06-01-2010,"1,034",0.98%
07-01-2010,"1,046",1.16%
08-01-2010,"1,073",2.58%
11-01-2010,"1,100",2.52%
12-01-2010,"1,122",2.00%
13-01-2010,"1,164",3.74%
14-01-2010,"1,197",2.84%
15-01-2010,"1,216",1.59%
19-01-2010,"1,208",-0.66%
20-01-2010,"1,196",-0.99%
21-01-2010,"1,198",0.17%
22-01-2010,"1,165",-2.75%
25-01-2010,"1,143",-1.89%
26-01-2010,"1,111",-2.80%
27-01-2010,"1,106",-0.45%
28-01-2010,"1,101",-0.45%
29-01-2010,"1,077",-2.18%
01-02-2010,"1,047",-2.79%
02-02-2010,"1,037",-0.96%
03-02-2010,"1,018",-1.83%
04-02-2010,"1,000",-1.77%
05-02-2010,980,-2.00%
08-02-2010,967,-1.33%
09-02-2010,953,-1.45%
10-02-2010,938,-1.57%
11-02-2010,932,-0.64%
12-02-2010,926,-0.64%
16-02-2010,917,-0.97%
17-02-2010,910,-0.76%
18-02-2010,902,-0.88%
19-02-2010,904,0.22%
22-02-2010,902,-0.22%
23-02-2010,900,-0.22%
24-02-2010,915,1.67%
25-02-2010,905,-1.09%
26-02-2010,897,-0.88%
01-03-2010,889,-0.89%
02-03-2010,883,-0.67%
03-03-2010,880,-0.34%
04-03-2010,880,0.00%
05-03-2010,878,-0.23%
08-03-2010,876,-0.23%
09-03-2010,881,0.57%
10-03-2010,902,2.38%
11-03-2010,913,1.22%
12-03-2010,924,1.20%
15-03-2010,933,0.97%
16-03-2010,950,1.82%
17-03-2010,992,4.42%
18-03-2010,"1,044",5.24%
19-03-2010,"1,072",2.68%
22-03-2010,"1,096",2.24%
23-03-2010,"1,104",0.73%
25-03-2010,"1,073",-2.81%
26-03-2010,"1,049",-2.24%
29-03-2010,"1,012",-3.53%
30-03-2010,974,-3.75%
31-03-2010,964,-1.03%
01-04-2010,949,-1.56%
06-04-2010,930,-2.00%
07-04-2010,921,-0.97%
08-04-2010,935,1.52%
09-04-2010,937,0.21%
12-04-2010,938,0.11%
13-04-2010,938,0.00%
14-04-2010,930,-0.85%
15-04-2010,937,0.75%
16-04-2010,952,1.60%
19-04-2010,959,0.74%
20-04-2010,965,0.63%
21-04-2010,971,0.62%
22-04-2010,972,0.10%
23-04-2010,976,0.41%
26-04-2010,987,1.13%
27-04-2010,996,0.91%
29-04-2010,992,-0.40%
30-04-2010,996,0.40%
04-05-2010,995,-0.10%
05-05-2010,984,-1.11%
06-05-2010,988,0.41%
07-05-2010,992,0.40%
10-05-2010,"1,002",1.01%
11-05-2010,"1,041",3.89%
12-05-2010,"1,070",2.79%
13-05-2010,"1,083",1.21%
14-05-2010,"1,094",1.02%
17-05-2010,"1,097",0.27%
18-05-2010,"1,104",0.64%
19-05-2010,"1,112",0.72%
20-05-2010,"1,122",0.90%
21-05-2010,"1,114",-0.71%
24-05-2010,"1,088",-2.33%
25-05-2010,"1,054",-3.13%
26-05-2010,"1,025",-2.75%
27-05-2010,975,-4.88%
28-05-2010,962,-1.33%
01-06-2010,938,-2.49%
02-06-2010,921,-1.81%
03-06-2010,911,-1.09%
04-06-2010,903,-0.88%
07-06-2010,898,-0.55%
08-06-2010,890,-0.89%
09-06-2010,893,0.34%
10-06-2010,905,1.34%
11-06-2010,912,0.77%
14-06-2010,915,0.33%
15-06-2010,911,-0.44%
16-06-2010,918,0.77%
17-06-2010,918,0.00%
18-06-2010,925,0.76%
21-06-2010,934,0.97%
22-06-2010,944,1.07%
23-06-2010,939,-0.53%
24-06-2010,927,-1.28%
25-06-2010,917,-1.08%
28-06-2010,896,-2.29%
29-06-2010,876,-2.23%
30-06-2010,855,-2.40%
01-07-2010,844,-1.29%
02-07-2010,831,-1.54%
06-07-2010,820,-1.32%
07-07-2010,814,-0.73%
08-07-2010,809,-0.61%
09-07-2010,796,-1.61%
12-07-2010,789,-0.88%
13-07-2010,780,-1.14%
14-07-2010,791,1.41%
15-07-2010,808,2.15%
16-07-2010,832,2.97%
19-07-2010,842,1.20%
20-07-2010,851,1.07%
21-07-2010,863,1.41%
22-07-2010,853,-1.16%
23-07-2010,861,0.94%
26-07-2010,859,-0.23%
27-07-2010,844,-1.75%
28-07-2010,823,-2.49%
29-07-2010,809,-1.70%
30-07-2010,796,-1.61%
02-08-2010,789,-0.88%
03-08-2010,779,-1.27%
04-08-2010,771,-1.03%
05-08-2010,765,-0.78%
06-08-2010,779,1.83%
09-08-2010,784,0.64%
10-08-2010,788,0.51%
11-08-2010,797,1.14%
12-08-2010,808,1.38%
13-08-2010,816,0.99%
16-08-2010,820,0.49%
17-08-2010,805,-1.83%
18-08-2010,786,-2.36%
19-08-2010,776,-1.27%
20-08-2010,762,-1.80%
23-08-2010,754,-1.05%
24-08-2010,747,-0.93%
25-08-2010,735,-1.61%
26-08-2010,730,-0.68%
27-08-2010,724,-0.82%
31-08-2010,715,-1.24%
01-09-2010,708,-0.98%
02-09-2010,705,-0.42%
03-09-2010,702,-0.43%
07-09-2010,694,-1.14%
08-09-2010,689,-0.72%
09-09-2010,690,0.15%
10-09-2010,691,0.14%
13-09-2010,690,-0.14%
14-09-2010,689,-0.14%
15-09-2010,682,-1.02%
16-09-2010,678,-0.59%
17-09-2010,680,0.29%
20-09-2010,680,0.00%
21-09-2010,678,-0.29%
22-09-2010,679,0.15%
23-09-2010,680,0.15%
24-09-2010,687,1.03%
27-09-2010,690,0.44%
28-09-2010,690,0.00%
29-09-2010,690,0.00%
30-09-2010,686,-0.58%
01-10-2010,684,-0.29%
04-10-2010,684,0.00%
05-10-2010,689,0.73%
06-10-2010,714,3.63%
07-10-2010,746,4.48%
08-10-2010,757,1.47%
11-10-2010,757,0.00%
12-10-2010,753,-0.53%
13-10-2010,741,-1.59%
14-10-2010,729,-1.62%
15-10-2010,727,-0.27%
18-10-2010,729,0.28%
19-10-2010,731,0.27%
20-10-2010,731,0.00%
21-10-2010,737,0.82%
22-10-2010,734,-0.41%
25-10-2010,731,-0.41%
26-10-2010,734,0.41%
27-10-2010,738,0.54%
28-10-2010,744,0.81%
29-10-2010,758,1.88%
01-11-2010,763,0.66%
02-11-2010,777,1.83%
03-11-2010,775,-0.26%
04-11-2010,773,-0.26%
05-11-2010,776,0.39%
08-11-2010,777,0.13%
09-11-2010,778,0.13%
10-11-2010,775,-0.39%
11-11-2010,775,0.00%
12-11-2010,803,3.61%
15-11-2010,826,2.86%
17-11-2010,846,2.42%
18-11-2010,875,3.43%
23-11-2010,853,-2.51%
24-11-2010,843,-1.17%
26-11-2010,840,-0.36%
29-11-2010,838,-0.24%
30-11-2010,882,5.25%
01-12-2010,896,1.59%
02-12-2010,940,4.91%
06-12-2010,978,4.04%
07-12-2010,"1,034",5.73%
08-12-2010,"1,036",0.19%
09-12-2010,"1,024",-1.16%
10-12-2010,"1,023",-0.10%
13-12-2010,"1,026",0.29%
14-12-2010,"1,026",0.00%
15-12-2010,"1,029",0.29%
16-12-2010,"1,039",0.97%
17-12-2010,"1,048",0.87%
20-12-2010,"1,074",2.48%
21-12-2010,"1,079",0.47%
22-12-2010,"1,062",-1.58%
24-12-2010,"1,043",-1.79%
05-01-2011,820,-21.38%
06-01-2011,792,-3.41%
07-01-2011,776,-2.02%
10-01-2011,763,-1.68%
11-01-2011,743,-2.62%
12-01-2011,734,-1.21%
13-01-2011,728,-0.82%
14-01-2011,719,-1.24%
18-01-2011,687,-4.45%
19-01-2011,679,-1.16%
20-01-2011,666,-1.91%
24-01-2011,665,-0.15%
25-01-2011,662,-0.45%
26-01-2011,659,-0.45%
27-01-2011,657,-0.30%
28-01-2011,658,0.15%
31-01-2011,662,0.61%
01-02-2011,660,-0.30%
02-02-2011,657,-0.45%
03-02-2011,660,0.46%
04-02-2011,668,1.21%
07-02-2011,676,1.20%
08-02-2011,691,2.22%
09-02-2011,702,1.59%
10-02-2011,702,0.00%
11-02-2011,706,0.57%
14-02-2011,714,1.13%
15-02-2011,736,3.08%
16-02-2011,752,2.17%
17-02-2011,776,3.19%
18-02-2011,780,0.52%
22-02-2011,768,-1.54%
23-02-2011,789,2.73%
24-02-2011,818,3.68%
25-02-2011,872,6.60%
28-02-2011,919,5.39%
01-03-2011,965,5.01%
02-03-2011,"1,000",3.63%
03-03-2011,"1,031",3.10%
04-03-2011,"1,049",1.75%
07-03-2011,"1,055",0.57%
08-03-2011,"1,065",0.95%
09-03-2011,"1,058",-0.66%
10-03-2011,"1,029",-2.74%
11-03-2011,"1,029",0.00%
14-03-2011,"1,030",0.10%
15-03-2011,"1,029",-0.10%
16-03-2011,"1,013",-1.55%
17-03-2011,"1,014",0.10%
18-03-2011,"1,018",0.39%
21-03-2011,"1,023",0.49%
23-03-2011,991,-3.13%
25-03-2011,954,-3.73%
28-03-2011,943,-1.15%
30-03-2011,936,-0.74%
31-03-2011,932,-0.43%
01-04-2011,927,-0.54%
04-04-2011,914,-1.40%
06-04-2011,891,-2.52%
07-04-2011,884,-0.79%
08-04-2011,876,-0.90%
11-04-2011,860,-1.83%
12-04-2011,849,-1.28%
13-04-2011,840,-1.06%
14-04-2011,836,-0.48%
15-04-2011,837,0.12%
18-04-2011,836,-0.12%
21-04-2011,839,0.36%
26-04-2011,830,-1.07%
28-04-2011,829,-0.12%
03-05-2011,822,-0.84%
04-05-2011,811,-1.34%
05-05-2011,802,-1.11%
06-05-2011,796,-0.75%
09-05-2011,792,-0.50%
10-05-2011,788,-0.51%
11-05-2011,778,-1.27%
12-05-2011,777,-0.13%
13-05-2011,779,0.26%
17-05-2011,784,0.64%
18-05-2011,778,-0.77%
19-05-2011,785,0.90%
20-05-2011,783,-0.25%
23-05-2011,781,-0.26%
24-05-2011,782,0.13%
25-05-2011,781,-0.13%
26-05-2011,778,-0.38%
27-05-2011,772,-0.77%
31-05-2011,761,-1.42%
01-06-2011,750,-1.45%
02-06-2011,748,-0.27%
03-06-2011,746,-0.27%
06-06-2011,745,-0.13%
07-06-2011,740,-0.67%
08-06-2011,736,-0.54%
09-06-2011,733,-0.41%
10-06-2011,732,-0.14%
13-06-2011,732,0.00%
14-06-2011,731,-0.14%
16-06-2011,735,0.55%
17-06-2011,740,0.68%
20-06-2011,745,0.68%
21-06-2011,753,1.07%
22-06-2011,758,0.66%
23-06-2011,764,0.79%
24-06-2011,754,-1.31%
27-06-2011,749,-0.66%
28-06-2011,746,-0.40%
29-06-2011,746,0.00%
30-06-2011,747,0.13%
01-07-2011,746,-0.13%
05-07-2011,753,0.94%
06-07-2011,753,0.00%
07-07-2011,752,-0.13%
08-07-2011,751,-0.13%
11-07-2011,744,-0.93%
12-07-2011,742,-0.27%
13-07-2011,745,0.40%
14-07-2011,744,-0.13%
15-07-2011,744,0.00%
18-07-2011,742,-0.27%
19-07-2011,743,0.13%
20-07-2011,743,0.00%
21-07-2011,738,-0.67%
22-07-2011,733,-0.68%
25-07-2011,730,-0.41%
26-07-2011,726,-0.55%
27-07-2011,725,-0.14%
28-07-2011,722,-0.41%
29-07-2011,721,-0.14%
02-08-2011,716,-0.69%
03-08-2011,717,0.14%
04-08-2011,716,-0.14%
05-08-2011,714,-0.28%
08-08-2011,711,-0.42%
09-08-2011,709,-0.28%
10-08-2011,705,-0.56%
11-08-2011,701,-0.57%
12-08-2011,698,-0.43%
15-08-2011,695,-0.43%
16-08-2011,693,-0.29%
18-08-2011,692,-0.14%
19-08-2011,689,-0.43%
22-08-2011,687,-0.29%
24-08-2011,694,1.02%
26-08-2011,693,-0.14%
30-08-2011,682,-1.59%
01-09-2011,677,-0.73%
02-09-2011,677,0.00%
