date,usd_flow,nav,perf_pct,cumulative_flow,daily_inflow,daily_outflow
2021-01-04,-218000.0,8.71,0.098169,-218000.0,0.0,-218000.0
2021-01-05,-223000.0,8.92,0.024352,-441000.0,0.0,-223000.0
2021-01-06,-218000.0,8.74,-0.020478,-659000.0,0.0,-218000.0
2021-01-07,0.0,9.69,0.109129,-659000.0,0.0,0.0
2021-01-08,-517000.0,10.35,0.067575,-1176000.0,0.0,-517000.0
2021-01-11,0.0,11.73,0.13367,-1176000.0,0.0,0.0
2021-01-12,-5803000.0,10.55,-0.100604,-6979000.0,0.0,-5803000.0
2021-01-13,-251000.0,10.05,-0.047759,-7230000.0,0.0,-251000.0
2021-01-14,0.0,10.61,0.056047,-7230000.0,0.0,0.0
2021-01-15,0.0,11.09,0.04507,-7230000.0,0.0,0.0
2021-01-19,0.0,10.83,-0.023196,-7230000.0,0.0,0.0
2021-01-20,0.0,11.07,0.022463,-7230000.0,0.0,0.0
2021-01-21,0.0,11.15,0.006556,-7230000.0,0.0,0.0
2021-01-22,0.0,10.88,-0.024087,-7230000.0,0.0,0.0
2021-01-25,-1057000.0,10.57,-0.028598,-8287000.0,0.0,-1057000.0
2021-01-26,0.0,9.77,-0.075458,-8287000.0,0.0,0.0
2021-01-27,0.0,10.28,0.052037,-8287000.0,0.0,0.0
2021-01-28,0.0,9.91,-0.036105,-8287000.0,0.0,0.0
2021-01-29,0.0,10.43,0.053102,-8287000.0,0.0,0.0
2021-02-01,0.0,10.13,-0.029396,-8287000.0,0.0,0.0
2021-02-02,-1363000.0,9.08,-0.102995,-9650000.0,0.0,-1363000.0
2021-02-03,0.0,9.65,0.061803,-9650000.0,0.0,0.0
2021-02-04,0.0,9.8,0.016008,-9650000.0,0.0,0.0
2021-02-05,0.0,10.13,0.033481,-9650000.0,0.0,0.0
2021-02-08,0.0,9.69,-0.043673,-9650000.0,0.0,0.0
2021-02-09,0.0,10.15,0.047474,-9650000.0,0.0,0.0
2021-02-10,0.0,10.58,0.043174,-9650000.0,0.0,0.0
2021-02-11,0.0,11.47,0.083501,-9650000.0,0.0,0.0
2021-02-12,0.0,12.12,0.056703,-9650000.0,0.0,0.0
2021-02-16,0.0,15.56,0.283998,-9650000.0,0.0,0.0
2021-02-17,0.0,16.28,0.046651,-9650000.0,0.0,0.0
2021-02-18,0.0,13.31,-0.182596,-9650000.0,0.0,0.0
2021-02-19,2112000.0,14.08,0.057586,-7538000.0,2112000.0,0.0
2021-02-22,337000.0,13.5,-0.041123,-7201000.0,337000.0,0.0
2021-02-23,0.0,13.21,-0.021106,-7201000.0,0.0,0.0
2021-02-24,0.0,12.77,-0.033814,-7201000.0,0.0,0.0
2021-02-25,1307000.0,13.07,0.024024,-5894000.0,1307000.0,0.0
2021-02-26,0.0,12.84,-0.017754,-5894000.0,0.0,0.0
2021-03-01,0.0,12.92,0.006495,-5894000.0,0.0,0.0
2021-03-02,0.0,14.79,0.144362,-5894000.0,0.0,0.0
2021-03-03,0.0,14.94,0.010345,-5894000.0,0.0,0.0
2021-03-04,0.0,15.09,0.010005,-5894000.0,0.0,0.0
2021-03-05,0.0,15.9,0.053615,-5894000.0,0.0,0.0
2021-03-08,6044000.0,16.12,0.013508,150000.0,6044000.0,0.0
2021-03-09,0.0,16.71,0.036552,150000.0,0.0,0.0
2021-03-10,-3136000.0,15.68,-0.06132,-2986000.0,0.0,-3136000.0
2021-03-11,0.0,16.07,0.024672,-2986000.0,0.0,0.0
2021-03-12,0.0,16.4,0.020612,-2986000.0,0.0,0.0
