Rate Date,Premium/Discount
02-09-2022,2.22%
06-09-2022,1.24%
07-09-2022,-0.16%
08-09-2022,1.02%
09-09-2022,1.09%
12-09-2022,0.83%
13-09-2022,-0.13%
14-09-2022,1.10%
15-09-2022,0.98%
16-09-2022,1.24%
19-09-2022,2.48%
20-09-2022,-0.37%
21-09-2022,0.04%
22-09-2022,-0.41%
23-09-2022,-0.70%
26-09-2022,-0.97%
27-09-2022,0.78%
28-09-2022,0.70%
29-09-2022,-0.55%
30-09-2022,0.98%
03-10-2022,1.11%
04-10-2022,1.50%
05-10-2022,0.79%
06-10-2022,0.98%
07-10-2022,0.05%
10-10-2022,1.03%
11-10-2022,0.92%
12-10-2022,0.59%
13-10-2022,-0.63%
14-10-2022,-0.98%
17-10-2022,-0.07%
18-10-2022,-1.04%
19-10-2022,-0.58%
20-10-2022,-0.89%
21-10-2022,0.18%
24-10-2022,0.03%
25-10-2022,0.15%
26-10-2022,-0.53%
27-10-2022,0.30%
28-10-2022,1.40%
31-10-2022,1.99%
01-11-2022,0.75%
02-11-2022,1.04%
03-11-2022,-0.27%
04-11-2022,1.17%
07-11-2022,1.40%
08-11-2022,1.67%
09-11-2022,0.49%
10-11-2022,0.86%
11-11-2022,1.31%
14-11-2022,1.13%
15-11-2022,1.04%
16-11-2022,-1.36%
17-11-2022,1.11%
18-11-2022,1.35%
21-11-2022,1.14%
22-11-2022,1.06%
23-11-2022,0.76%
25-11-2022,1.07%
28-11-2022,-0.04%
29-11-2022,0.04%
30-11-2022,0.02%
01-12-2022,-0.12%
02-12-2022,-0.31%
05-12-2022,-1.11%
06-12-2022,0.72%
07-12-2022,-0.50%
08-12-2022,0.94%
09-12-2022,-0.17%
12-12-2022,-1.03%
13-12-2022,-0.37%
14-12-2022,-0.13%
15-12-2022,0.05%
16-12-2022,-0.63%
19-12-2022,-1.00%
20-12-2022,-0.27%
21-12-2022,-0.18%
22-12-2022,-0.81%
23-12-2022,0.12%
27-12-2022,0.56%
28-12-2022,-1.94%
29-12-2022,-1.44%
30-12-2022,-2.05%
03-01-2023,-2.27%
04-01-2023,-0.64%
05-01-2023,-0.08%
06-01-2023,-0.51%
09-01-2023,0.52%
10-01-2023,0.49%
11-01-2023,-0.81%
12-01-2023,-0.81%
13-01-2023,0.36%
17-01-2023,-0.69%
18-01-2023,0.53%
19-01-2023,0.44%
20-01-2023,0.72%
23-01-2023,0.35%
24-01-2023,-0.73%
25-01-2023,0.64%
26-01-2023,0.31%
27-01-2023,0.85%
30-01-2023,1.47%
31-01-2023,2.05%
01-02-2023,1.14%
02-02-2023,2.21%
03-02-2023,1.33%
06-02-2023,1.76%
07-02-2023,1.64%
08-02-2023,3.37%
09-02-2023,1.55%
10-02-2023,2.57%
13-02-2023,2.16%
14-02-2023,2.91%
15-02-2023,0.57%
16-02-2023,3.38%
17-02-2023,2.02%
21-02-2023,2.06%
22-02-2023,2.11%
23-02-2023,1.58%
24-02-2023,1.09%
27-02-2023,1.27%
28-02-2023,-0.89%
01-03-2023,1.11%
02-03-2023,0.84%
03-03-2023,1.18%
06-03-2023,-0.90%
07-03-2023,-1.01%
08-03-2023,-0.49%
09-03-2023,-0.33%
10-03-2023,0.00%
13-03-2023,-0.52%
14-03-2023,0.82%
15-03-2023,-0.79%
16-03-2023,0.21%
17-03-2023,-0.01%
20-03-2023,-0.81%
21-03-2023,-0.25%
22-03-2023,-0.15%
23-03-2023,0.30%
24-03-2023,-0.44%
27-03-2023,-0.80%
28-03-2023,0.44%
29-03-2023,0.16%
30-03-2023,-0.23%
31-03-2023,0.91%
03-04-2023,0.52%
04-04-2023,0.72%
05-04-2023,-0.37%
06-04-2023,0.77%
10-04-2023,1.77%
11-04-2023,0.49%
12-04-2023,0.57%
13-04-2023,0.21%
14-04-2023,-0.70%
17-04-2023,-1.02%
18-04-2023,-1.63%
19-04-2023,0.40%
20-04-2023,0.22%
21-04-2023,0.15%
24-04-2023,0.01%
25-04-2023,-0.19%
26-04-2023,-0.48%
27-04-2023,-0.46%
28-04-2023,0.14%
01-05-2023,0.37%
02-05-2023,-0.95%
03-05-2023,-1.08%
04-05-2023,-1.80%
05-05-2023,0.34%
08-05-2023,0.95%
09-05-2023,-1.00%
10-05-2023,0.76%
11-05-2023,0.67%
12-05-2023,1.04%
15-05-2023,0.84%
16-05-2023,-0.56%
17-05-2023,0.50%
18-05-2023,0.71%
19-05-2023,0.48%
22-05-2023,0.56%
23-05-2023,1.10%
24-05-2023,1.36%
25-05-2023,1.16%
26-05-2023,0.57%
30-05-2023,0.35%
31-05-2023,1.79%
01-06-2023,1.10%
02-06-2023,0.67%
05-06-2023,1.13%
06-06-2023,0.50%
07-06-2023,0.49%
08-06-2023,0.48%
09-06-2023,1.06%
12-06-2023,0.63%
13-06-2023,0.93%
14-06-2023,0.48%
15-06-2023,0.77%
16-06-2023,0.68%
20-06-2023,1.01%
21-06-2023,1.19%
22-06-2023,-0.26%
23-06-2023,0.56%
26-06-2023,0.32%
27-06-2023,1.36%
28-06-2023,0.94%
29-06-2023,0.79%
30-06-2023,0.50%
03-07-2023,1.20%
05-07-2023,0.69%
06-07-2023,1.13%
07-07-2023,1.07%
10-07-2023,0.79%
11-07-2023,0.54%
12-07-2023,0.90%
13-07-2023,1.05%
14-07-2023,0.86%
17-07-2023,1.15%
18-07-2023,0.22%
19-07-2023,-0.30%
20-07-2023,1.01%
21-07-2023,1.23%
24-07-2023,1.34%
25-07-2023,1.69%
26-07-2023,0.88%
27-07-2023,0.61%
28-07-2023,1.15%
31-07-2023,0.03%
01-08-2023,-0.49%
02-08-2023,-0.38%
03-08-2023,0.63%
04-08-2023,0.44%
07-08-2023,1.18%
08-08-2023,1.16%
09-08-2023,-0.12%
10-08-2023,0.28%
11-08-2023,0.58%
14-08-2023,-0.05%
15-08-2023,-1.14%
16-08-2023,-0.59%
17-08-2023,-0.77%
18-08-2023,-0.76%
21-08-2023,-0.65%
22-08-2023,-0.99%
23-08-2023,-0.62%
24-08-2023,0.12%
25-08-2023,0.03%
28-08-2023,0.65%
29-08-2023,-0.54%
30-08-2023,0.44%
31-08-2023,0.94%
01-09-2023,0.59%
05-09-2023,0.18%
06-09-2023,0.06%
07-09-2023,-0.04%
08-09-2023,-0.51%
11-09-2023,-1.16%
12-09-2023,-0.22%
13-09-2023,-0.50%
14-09-2023,0.82%
15-09-2023,-0.05%
18-09-2023,0.62%
19-09-2023,-0.90%
20-09-2023,-0.42%
21-09-2023,-3.09%
22-09-2023,-1.31%
25-09-2023,-1.21%
26-09-2023,-0.76%
27-09-2023,0.70%
28-09-2023,1.11%
29-09-2023,-0.19%
02-10-2023,-1.32%
03-10-2023,-1.23%
04-10-2023,-0.88%
05-10-2023,-1.24%
06-10-2023,0.35%
09-10-2023,0.52%
10-10-2023,0.16%
11-10-2023,-0.60%
12-10-2023,-0.54%
13-10-2023,1.69%
16-10-2023,0.03%
17-10-2023,-1.12%
18-10-2023,0.42%
19-10-2023,-0.47%
20-10-2023,0.45%
23-10-2023,-1.17%
24-10-2023,-1.68%
25-10-2023,-0.52%
26-10-2023,-0.66%
27-10-2023,-0.32%
30-10-2023,-0.60%
31-10-2023,-0.51%
01-11-2023,0.60%
02-11-2023,-0.61%
03-11-2023,1.71%
06-11-2023,0.54%
07-11-2023,-0.49%
08-11-2023,-0.90%
09-11-2023,0.10%
10-11-2023,-0.61%
13-11-2023,-1.91%
14-11-2023,-1.19%
15-11-2023,-1.42%
16-11-2023,-0.79%
17-11-2023,-1.36%
20-11-2023,-0.50%
21-11-2023,-1.02%
22-11-2023,-0.95%
24-11-2023,-1.68%
27-11-2023,-2.03%
28-11-2023,-1.75%
29-11-2023,-1.52%
30-11-2023,0.01%
01-12-2023,-1.21%
04-12-2023,-1.18%
05-12-2023,-4.01%
06-12-2023,-1.57%
07-12-2023,0.42%
08-12-2023,0.58%
11-12-2023,-0.80%
12-12-2023,0.40%
13-12-2023,-0.88%
14-12-2023,-1.22%
15-12-2023,-0.49%
18-12-2023,4.30%
19-12-2023,-0.54%
20-12-2023,0.38%
21-12-2023,-0.49%
22-12-2023,-0.82%
26-12-2023,-1.17%
27-12-2023,-0.39%
28-12-2023,0.55%
29-12-2023,-0.71%
02-01-2024,0.43%
03-01-2024,-1.28%
04-01-2024,-0.38%
05-01-2024,-0.94%
08-01-2024,-0.79%
09-01-2024,-3.34%
10-01-2024,-1.19%
11-01-2024,0.27%
12-01-2024,0.34%
16-01-2024,-0.51%
17-01-2024,0.03%
18-01-2024,-0.68%
19-01-2024,-0.62%
22-01-2024,-0.89%
23-01-2024,-1.64%
24-01-2024,-0.17%
25-01-2024,-1.08%
26-01-2024,-1.02%
29-01-2024,0.74%
30-01-2024,1.26%
31-01-2024,0.20%
01-02-2024,0.01%
02-02-2024,0.17%
05-02-2024,-2.84%
06-02-2024,-0.10%
07-02-2024,1.15%
08-02-2024,-0.86%
09-02-2024,-0.65%
12-02-2024,0.29%
13-02-2024,-0.62%
14-02-2024,-0.70%
15-02-2024,-0.88%
16-02-2024,-0.26%
20-02-2024,0.06%
21-02-2024,-0.82%
22-02-2024,0.38%
23-02-2024,-0.21%
26-02-2024,0.41%
27-02-2024,1.26%
28-02-2024,-0.67%
29-02-2024,1.78%
01-03-2024,-0.62%
04-03-2024,1.10%
05-03-2024,0.45%
06-03-2024,-0.15%
07-03-2024,0.75%
08-03-2024,-0.18%
11-03-2024,0.68%
12-03-2024,-0.90%
13-03-2024,-0.36%
14-03-2024,-0.94%
15-03-2024,-0.98%
18-03-2024,-1.37%
19-03-2024,2.38%
20-03-2024,1.14%
21-03-2024,-1.01%
22-03-2024,-0.63%
25-03-2024,-0.78%
26-03-2024,1.88%
27-03-2024,-0.85%
28-03-2024,-0.94%
01-04-2024,-0.70%
02-04-2024,0.32%
03-04-2024,-1.20%
04-04-2024,-0.34%
05-04-2024,1.29%
08-04-2024,0.32%
09-04-2024,-0.79%
10-04-2024,-0.48%
11-04-2024,-0.65%
12-04-2024,0.05%
15-04-2024,0.94%
16-04-2024,-1.17%
17-04-2024,-0.83%
18-04-2024,-0.17%
19-04-2024,0.26%
22-04-2024,1.21%
23-04-2024,1.06%
24-04-2024,1.30%
25-04-2024,0.98%
26-04-2024,0.91%
29-04-2024,1.30%
30-04-2024,-1.30%
01-05-2024,-0.47%
02-05-2024,-0.58%
03-05-2024,-1.26%
06-05-2024,-0.54%
07-05-2024,0.90%
08-05-2024,1.10%
09-05-2024,0.46%
10-05-2024,-0.03%
13-05-2024,1.28%
14-05-2024,1.65%
15-05-2024,2.25%
16-05-2024,-0.63%
17-05-2024,-1.37%
20-05-2024,0.72%
21-05-2024,-1.44%
22-05-2024,-0.81%
23-05-2024,-1.23%
24-05-2024,-0.61%
28-05-2024,0.13%
29-05-2024,0.82%
30-05-2024,0.28%
31-05-2024,-1.23%
03-06-2024,1.00%
04-06-2024,0.98%
05-06-2024,-0.07%
06-06-2024,0.03%
07-06-2024,-0.75%
10-06-2024,-1.63%
11-06-2024,-1.03%
12-06-2024,-0.77%
13-06-2024,-0.20%
14-06-2024,-0.86%
17-06-2024,-0.18%
18-06-2024,-0.32%
20-06-2024,-0.38%
21-06-2024,-1.68%
24-06-2024,-1.57%
25-06-2024,-0.41%
26-06-2024,-1.07%
27-06-2024,-0.91%
28-06-2024,0.92%
01-07-2024,1.18%
02-07-2024,0.06%
03-07-2024,0.41%
05-07-2024,-0.96%
08-07-2024,-0.75%
09-07-2024,-0.53%
10-07-2024,-0.81%
11-07-2024,-0.80%
12-07-2024,-0.91%
15-07-2024,-1.19%
16-07-2024,0.05%
17-07-2024,-0.95%
18-07-2024,-1.06%
19-07-2024,-0.82%
22-07-2024,-0.88%
23-07-2024,-2.24%
24-07-2024,-0.97%
25-07-2024,-0.74%
26-07-2024,-1.48%
29-07-2024,-0.94%
30-07-2024,-0.86%
31-07-2024,-1.61%
01-08-2024,-0.91%
02-08-2024,-1.64%
05-08-2024,-0.89%
06-08-2024,-0.92%
07-08-2024,-0.78%
08-08-2024,-0.14%
09-08-2024,-0.55%
12-08-2024,-1.18%
13-08-2024,-1.47%
14-08-2024,-0.05%
15-08-2024,0.47%
16-08-2024,-0.80%
19-08-2024,-1.02%
20-08-2024,-1.20%
21-08-2024,-0.65%
22-08-2024,-0.18%
23-08-2024,-1.13%
26-08-2024,1.25%
27-08-2024,-0.59%
28-08-2024,-0.55%
29-08-2024,0.76%
30-08-2024,-0.56%
03-09-2024,-1.07%
04-09-2024,-0.46%
05-09-2024,-0.81%
06-09-2024,-0.90%
09-09-2024,-0.74%
10-09-2024,0.41%
11-09-2024,-0.82%
12-09-2024,0.89%
13-09-2024,-0.42%
16-09-2024,-1.07%
17-09-2024,-1.06%
18-09-2024,0.29%
19-09-2024,-0.81%
20-09-2024,-1.02%
23-09-2024,-0.95%
24-09-2024,1.14%
25-09-2024,1.10%
26-09-2024,0.76%
27-09-2024,-0.31%
30-09-2024,0.23%
01-10-2024,-1.24%
02-10-2024,-0.85%
03-10-2024,0.71%
04-10-2024,-1.01%
07-10-2024,0.21%
08-10-2024,0.82%
09-10-2024,-1.17%
10-10-2024,0.63%
11-10-2024,-1.31%
14-10-2024,0.03%
15-10-2024,-0.77%
16-10-2024,-0.49%
17-10-2024,-0.53%
18-10-2024,-0.81%
21-10-2024,0.79%
22-10-2024,0.18%
23-10-2024,0.45%
24-10-2024,0.91%
25-10-2024,0.24%
28-10-2024,0.11%
29-10-2024,1.11%
30-10-2024,1.24%
31-10-2024,0.74%
01-11-2024,0.78%
04-11-2024,1.00%
05-11-2024,0.55%
06-11-2024,-0.24%
07-11-2024,1.18%
08-11-2024,1.09%
11-11-2024,0.05%
12-11-2024,-0.97%
13-11-2024,0.76%
14-11-2024,0.42%
15-11-2024,0.78%
18-11-2024,-0.91%
19-11-2024,1.35%
20-11-2024,0.42%
21-11-2024,1.90%
22-11-2024,1.09%
25-11-2024,1.12%
26-11-2024,2.05%
27-11-2024,1.29%
29-11-2024,2.03%
02-12-2024,1.03%
03-12-2024,0.74%
04-12-2024,1.18%
05-12-2024,1.36%
06-12-2024,2.88%
09-12-2024,0.31%
10-12-2024,1.10%
11-12-2024,0.82%
12-12-2024,1.05%
13-12-2024,0.71%
16-12-2024,0.24%
17-12-2024,0.46%
18-12-2024,0.33%
19-12-2024,0.82%
20-12-2024,1.41%
23-12-2024,1.24%
24-12-2024,0.88%
26-12-2024,-0.17%
27-12-2024,0.50%
30-12-2024,0.55%
31-12-2024,0.63%
02-01-2025,1.77%
03-01-2025,0.53%
06-01-2025,1.37%
07-01-2025,2.13%
08-01-2025,1.09%
09-01-2025,1.09%
10-01-2025,10.26%
13-01-2025,0.30%
14-01-2025,1.82%
15-01-2025,1.12%
16-01-2025,1.05%
17-01-2025,1.41%
21-01-2025,3.54%
22-01-2025,1.98%
23-01-2025,1.20%
24-01-2025,1.94%
27-01-2025,1.29%
28-01-2025,0.93%
29-01-2025,1.48%
30-01-2025,1.50%
31-01-2025,1.02%
03-02-2025,-0.19%
04-02-2025,1.37%
05-02-2025,1.32%
06-02-2025,1.40%
07-02-2025,1.61%
10-02-2025,0.57%
11-02-2025,2.05%
12-02-2025,1.60%
13-02-2025,-0.71%
14-02-2025,-0.13%
18-02-2025,1.07%
19-02-2025,0.76%
20-02-2025,1.67%
21-02-2025,0.88%
24-02-2025,0.94%
25-02-2025,0.56%
26-02-2025,0.85%
27-02-2025,0.42%
28-02-2025,-0.18%
03-03-2025,-0.73%
04-03-2025,-0.27%
05-03-2025,1.33%
06-03-2025,1.17%
07-03-2025,0.77%
10-03-2025,-0.73%
11-03-2025,-0.21%
12-03-2025,1.11%
13-03-2025,-0.55%
14-03-2025,0.69%
17-03-2025,0.85%
18-03-2025,1.65%
19-03-2025,-0.21%
20-03-2025,-0.18%
21-03-2025,0.95%
24-03-2025,0.80%
25-03-2025,-1.27%
26-03-2025,-0.31%
27-03-2025,-1.03%
28-03-2025,-0.91%
31-03-2025,-1.48%
01-04-2025,-0.27%
02-04-2025,0.13%
03-04-2025,-0.25%
04-04-2025,0.85%
07-04-2025,0.15%
08-04-2025,-0.25%
09-04-2025,2.03%
10-04-2025,-1.05%
11-04-2025,-0.25%
14-04-2025,-0.67%
15-04-2025,-0.87%
16-04-2025,-1.02%
17-04-2025,-0.72%
21-04-2025,-0.89%
22-04-2025,-0.89%
23-04-2025,-0.77%
24-04-2025,-0.84%
25-04-2025,-0.69%
28-04-2025,-0.86%
29-04-2025,-1.90%
30-04-2025,0.31%
01-05-2025,0.78%
02-05-2025,-0.94%
05-05-2025,0.31%
06-05-2025,-0.36%
07-05-2025,0.60%
08-05-2025,0.33%
09-05-2025,0.83%
12-05-2025,1.10%
13-05-2025,0.43%
14-05-2025,1.11%
15-05-2025,1.53%
16-05-2025,0.79%
19-05-2025,0.92%
20-05-2025,0.89%
21-05-2025,1.94%
22-05-2025,1.03%
23-05-2025,0.95%
27-05-2025,1.44%
28-05-2025,0.52%
29-05-2025,0.88%
30-05-2025,0.01%
02-06-2025,-1.17%
03-06-2025,0.70%
04-06-2025,0.87%
05-06-2025,1.95%
06-06-2025,-0.57%
09-06-2025,-0.65%
10-06-2025,0.92%
11-06-2025,0.30%
12-06-2025,0.95%
13-06-2025,0.92%
16-06-2025,1.24%
17-06-2025,0.37%
18-06-2025,-0.78%
20-06-2025,0.57%
23-06-2025,-0.84%
24-06-2025,-0.28%
25-06-2025,-0.42%
26-06-2025,-0.42%
27-06-2025,-1.33%
30-06-2025,-1.34%
01-07-2025,0.42%
02-07-2025,0.15%
03-07-2025,-0.18%
07-07-2025,-1.81%
08-07-2025,-1.64%
09-07-2025,-1.41%
10-07-2025,-3.04%
11-07-2025,-0.80%
14-07-2025,0.58%
15-07-2025,-1.26%
16-07-2025,-0.87%
17-07-2025,-0.20%
18-07-2025,-0.47%
21-07-2025,-0.04%
22-07-2025,-0.65%
23-07-2025,0.12%
24-07-2025,0.22%
25-07-2025,-0.99%
28-07-2025,-0.83%
29-07-2025,-0.69%
30-07-2025,-1.35%
31-07-2025,-0.67%
01-08-2025,-1.11%
04-08-2025,-0.71%
05-08-2025,-0.33%
06-08-2025,-0.45%
07-08-2025,-1.26%
08-08-2025,-1.13%
11-08-2025,1.64%
12-08-2025,0.12%
13-08-2025,-1.18%
14-08-2025,-1.75%
15-08-2025,-1.18%
18-08-2025,-0.40%
19-08-2025,-1.23%
20-08-2025,-1.05%
21-08-2025,-0.44%
22-08-2025,-1.22%
25-08-2025,-0.16%
26-08-2025,-0.52%
27-08-2025,-0.27%
28-08-2025,0.34%
29-08-2025,1.89%
02-09-2025,1.26%
03-09-2025,0.46%
04-09-2025,-0.68%
05-09-2025,-0.68%
08-09-2025,-1.88%
09-09-2025,-0.67%
10-09-2025,-0.44%
11-09-2025,-0.62%
12-09-2025,-2.59%
15-09-2025,-0.03%
16-09-2025,-0.75%
17-09-2025,-0.92%
18-09-2025,-0.96%
19-09-2025,-1.26%
22-09-2025,-0.69%
23-09-2025,-1.43%
24-09-2025,-0.36%
25-09-2025,0.16%
26-09-2025,-1.06%
29-09-2025,-1.51%
30-09-2025,-1.38%
01-10-2025,0.49%
02-10-2025,0.99%
03-10-2025,0.06%
06-10-2025,-0.11%
07-10-2025,-0.20%
08-10-2025,-1.38%
09-10-2025,-0.82%
10-10-2025,-0.97%
13-10-2025,-1.35%
14-10-2025,-0.45%
15-10-2025,0.87%
16-10-2025,-0.74%
17-10-2025,-1.46%
20-10-2025,-0.44%
21-10-2025,-0.90%
22-10-2025,-0.14%
23-10-2025,-0.63%
24-10-2025,-1.32%
27-10-2025,0.26%
28-10-2025,-0.56%
29-10-2025,-0.47%
30-10-2025,-0.87%
31-10-2025,-0.58%
03-11-2025,-1.14%
04-11-2025,-0.85%
05-11-2025,-1.02%
06-11-2025,-0.62%
07-11-2025,-0.78%
10-11-2025,-1.15%
11-11-2025,-1.31%
12-11-2025,0.17%
13-11-2025,-0.57%
14-11-2025,-0.74%
17-11-2025,0.38%
18-11-2025,0.10%
19-11-2025,0.59%
20-11-2025,-1.17%
21-11-2025,-0.47%
24-11-2025,-0.11%
25-11-2025,-0.62%
26-11-2025,-0.43%
28-11-2025,-5.27%
01-12-2025,-0.63%
02-12-2025,0.92%
03-12-2025,-1.04%
04-12-2025,-0.59%
05-12-2025,-1.42%
08-12-2025,-1.41%
09-12-2025,-1.83%
10-12-2025,-1.48%
11-12-2025,0.43%
12-12-2025,-0.93%
15-12-2025,0.37%
16-12-2025,-0.03%
17-12-2025,-1.70%
18-12-2025,0.20%
19-12-2025,-0.68%
22-12-2025,-0.89%
23-12-2025,-1.14%
24-12-2025,-0.89%
26-12-2025,-1.10%
29-12-2025,-0.55%
30-12-2025,-0.76%
31-12-2025,0.31%
02-01-2026,-0.85%
05-01-2026,-0.18%
06-01-2026,-1.13%
07-01-2026,-0.31%
08-01-2026,0.43%
09-01-2026,0.59%
12-01-2026,1.31%
13-01-2026,-0.76%
14-01-2026,-0.86%
15-01-2026,-0.99%
16-01-2026,-0.93%
20-01-2026,-0.38%
21-01-2026,-1.43%
22-01-2026,-1.02%
23-01-2026,-1.15%
26-01-2026,1.32%
27-01-2026,1.25%
28-01-2026,0.39%
29-01-2026,0.88%
30-01-2026,0.08%
02-02-2026,0.70%
03-02-2026,-0.41%
04-02-2026,-0.31%
05-02-2026,-1.17%
06-02-2026,-0.82%
09-02-2026,0.85%
10-02-2026,-0.06%
11-02-2026,-1.02%
12-02-2026,-0.94%
13-02-2026,-0.93%
17-02-2026,0.66%
18-02-2026,0.95%
19-02-2026,0.77%
20-02-2026,-2.09%
23-02-2026,-0.28%
24-02-2026,-0.35%
25-02-2026,-0.90%
26-02-2026,-0.36%
27-02-2026,-0.55%
02-03-2026,-0.17%
03-03-2026,0.44%
04-03-2026,1.43%
05-03-2026,1.69%
06-03-2026,-0.53%
09-03-2026,-2.98
10-03-2026,-1.3
11-03-2026,-0.42
12-03-2026,-0.02
13-03-2026,-0.72
16-03-2026,-0.61
17-03-2026,-1.37
18-03-2026,0.27
19-03-2026,0.29
20-03-2026,-0.64
23-03-2026,-0.69
24-03-2026,0.52
25-03-2026,-1.16
26-03-2026,0.15
27-03-2026,-0.29
30-03-2026,1.47
02-04-2026,0.0546
