contract,expiry_month,expiry_year,date,price,volume,expiry_date
SWFG27,Feb 2027,2027,09-03-2026,11557.0,55.0,26-02-2027
SWFH27,Mar 2027,2027,09-03-2026,11557.0,55.0,31-03-2027
SWFJ27,Apr 2027,2027,09-03-2026,13354.0,35.0,30-04-2027
SWFK27,May 2027,2027,09-03-2026,13354.0,35.0,31-05-2027
SWFM27,Jun 2027,2027,09-03-2026,13354.0,35.0,30-06-2027
SWFN27,Jul 2027,2027,09-03-2026,12086.0,35.0,30-07-2027
SWFQ27,Aug 2027,2027,09-03-2026,12086.0,35.0,31-08-2027
SWFU27,Sep 2027,2027,09-03-2026,12086.0,35.0,30-09-2027
SWFV27,Oct 2027,2027,09-03-2026,12086.0,35.0,29-10-2027
SWFX27,Nov 2027,2027,09-03-2026,12086.0,35.0,30-11-2027
SWFZ27,Dec 2027,2027,09-03-2026,12086.0,35.0,24-12-2027
SWFF28,Jan 2028,2028,09-03-2026,11782.0,5.0,31-01-2028
SWFG28,Feb 2028,2028,09-03-2026,11782.0,5.0,29-02-2028
SWFH28,Mar 2028,2028,09-03-2026,11782.0,5.0,31-03-2028
SWFJ28,Apr 2028,2028,09-03-2026,11782.0,5.0,28-04-2028
SWFK28,May 2028,2028,09-03-2026,11782.0,5.0,31-05-2028
SWFM28,Jun 2028,2028,09-03-2026,11782.0,5.0,30-06-2028
SWFN28,Jul 2028,2028,09-03-2026,11782.0,5.0,31-07-2028
SWFQ28,Aug 2028,2028,09-03-2026,11782.0,5.0,31-08-2028
SWFU28,Sep 2028,2028,09-03-2026,11782.0,5.0,29-09-2028
SWFV28,Oct 2028,2028,09-03-2026,11782.0,5.0,31-10-2028
SWFX28,Nov 2028,2028,09-03-2026,11782.0,5.0,30-11-2028
SWFZ28,Dec 2028,2028,09-03-2026,11782.0,5.0,22-12-2028
SWFH26,Mar 2026,2026,10-03-2026,14957.0,155.0,31-03-2026
SWFJ26,Apr 2026,2026,10-03-2026,15750.0,630.0,30-04-2026
SWFK26,May 2026,2026,10-03-2026,16314.0,170.0,29-05-2026
SWFM26,Jun 2026,2026,10-03-2026,15950.0,220.0,30-06-2026
SWFN26,Jul 2026,2026,10-03-2026,15229.0,45.0,31-07-2026
SWFQ26,Aug 2026,2026,10-03-2026,14964.0,45.0,31-08-2026
SWFU26,Sep 2026,2026,10-03-2026,14807.0,45.0,30-09-2026
SWFV26,Oct 2026,2026,10-03-2026,14043.0,0.0,30-10-2026
SWFX26,Nov 2026,2026,10-03-2026,14043.0,0.0,30-11-2026
SWFZ26,Dec 2026,2026,10-03-2026,14043.0,0.0,24-12-2026
SWFF27,Jan 2027,2027,10-03-2026,11586.0,10.0,29-01-2027
SWFG27,Feb 2027,2027,10-03-2026,11586.0,10.0,26-02-2027
SWFH27,Mar 2027,2027,10-03-2026,11586.0,10.0,31-03-2027
SWFJ27,Apr 2027,2027,10-03-2026,13368.0,10.0,30-04-2027
SWFK27,May 2027,2027,10-03-2026,13368.0,10.0,31-05-2027
SWFM27,Jun 2027,2027,10-03-2026,13368.0,10.0,30-06-2027
SWFN27,Jul 2027,2027,10-03-2026,12095.0,10.0,30-07-2027
SWFQ27,Aug 2027,2027,10-03-2026,12095.0,10.0,31-08-2027
SWFU27,Sep 2027,2027,10-03-2026,12095.0,10.0,30-09-2027
SWFV27,Oct 2027,2027,10-03-2026,12095.0,10.0,29-10-2027
SWFX27,Nov 2027,2027,10-03-2026,12095.0,10.0,30-11-2027
SWFZ27,Dec 2027,2027,10-03-2026,12095.0,10.0,24-12-2027
SWFF28,Jan 2028,2028,10-03-2026,11743.0,0.0,31-01-2028
SWFG28,Feb 2028,2028,10-03-2026,11743.0,0.0,29-02-2028
SWFH28,Mar 2028,2028,10-03-2026,11743.0,0.0,31-03-2028
SWFJ28,Apr 2028,2028,10-03-2026,11743.0,0.0,28-04-2028
SWFK28,May 2028,2028,10-03-2026,11743.0,0.0,31-05-2028
SWFM28,Jun 2028,2028,10-03-2026,11743.0,0.0,30-06-2028
SWFN28,Jul 2028,2028,10-03-2026,11743.0,0.0,31-07-2028
SWFQ28,Aug 2028,2028,10-03-2026,11743.0,0.0,31-08-2028
SWFU28,Sep 2028,2028,10-03-2026,11743.0,0.0,29-09-2028
SWFV28,Oct 2028,2028,10-03-2026,11743.0,0.0,31-10-2028
SWFX28,Nov 2028,2028,10-03-2026,11743.0,0.0,30-11-2028
SWFZ28,Dec 2028,2028,10-03-2026,11743.0,0.0,22-12-2028
SWFH26,Mar 2026,2026,11-03-2026,14904.0,320.0,31-03-2026
SWFJ26,Apr 2026,2026,11-03-2026,15786.0,850.0,30-04-2026
SWFK26,May 2026,2026,11-03-2026,16900.0,220.0,29-05-2026
SWFM26,Jun 2026,2026,11-03-2026,16371.0,195.0,30-06-2026
SWFN26,Jul 2026,2026,11-03-2026,15936.0,255.0,31-07-2026
SWFQ26,Aug 2026,2026,11-03-2026,15643.0,255.0,31-08-2026
SWFU26,Sep 2026,2026,11-03-2026,15457.0,255.0,30-09-2026
SWFV26,Oct 2026,2026,11-03-2026,14496.0,25.0,30-10-2026
SWFX26,Nov 2026,2026,11-03-2026,14496.0,25.0,30-11-2026
SWFZ26,Dec 2026,2026,11-03-2026,14496.0,25.0,24-12-2026
SWFF27,Jan 2027,2027,11-03-2026,11861.0,10.0,29-01-2027
SWFG27,Feb 2027,2027,11-03-2026,11861.0,10.0,26-02-2027
SWFH27,Mar 2027,2027,11-03-2026,11861.0,10.0,31-03-2027
SWFJ27,Apr 2027,2027,11-03-2026,13636.0,10.0,30-04-2027
SWFK27,May 2027,2027,11-03-2026,13636.0,10.0,31-05-2027
SWFM27,Jun 2027,2027,11-03-2026,13636.0,10.0,30-06-2027
SWFN27,Jul 2027,2027,11-03-2026,12729.0,10.0,30-07-2027
SWFQ27,Aug 2027,2027,11-03-2026,12729.0,10.0,31-08-2027
SWFU27,Sep 2027,2027,11-03-2026,12729.0,10.0,30-09-2027
SWFV27,Oct 2027,2027,11-03-2026,12729.0,10.0,29-10-2027
SWFX27,Nov 2027,2027,11-03-2026,12729.0,10.0,30-11-2027
SWFZ27,Dec 2027,2027,11-03-2026,12729.0,10.0,24-12-2027
SWFF28,Jan 2028,2028,11-03-2026,11961.0,0.0,31-01-2028
SWFG28,Feb 2028,2028,11-03-2026,11961.0,0.0,29-02-2028
SWFH28,Mar 2028,2028,11-03-2026,11961.0,0.0,31-03-2028
SWFJ28,Apr 2028,2028,11-03-2026,11961.0,0.0,28-04-2028
SWFK28,May 2028,2028,11-03-2026,11961.0,0.0,31-05-2028
SWFM28,Jun 2028,2028,11-03-2026,11961.0,0.0,30-06-2028
SWFN28,Jul 2028,2028,11-03-2026,11961.0,0.0,31-07-2028
SWFQ28,Aug 2028,2028,11-03-2026,11961.0,0.0,31-08-2028
SWFU28,Sep 2028,2028,11-03-2026,11961.0,0.0,29-09-2028
SWFV28,Oct 2028,2028,11-03-2026,11961.0,0.0,31-10-2028
SWFX28,Nov 2028,2028,11-03-2026,11961.0,0.0,30-11-2028
SWFZ28,Dec 2028,2028,11-03-2026,11961.0,0.0,22-12-2028
SWFH26,Mar 2026,2026,12-03-2026,14700.0,115.0,31-03-2026
SWFJ26,Apr 2026,2026,12-03-2026,15086.0,1155.0,30-04-2026
SWFK26,May 2026,2026,12-03-2026,16386.0,510.0,29-05-2026
SWFM26,Jun 2026,2026,12-03-2026,16014.0,300.0,30-06-2026
SWFN26,Jul 2026,2026,12-03-2026,15700.0,370.0,31-07-2026
SWFQ26,Aug 2026,2026,12-03-2026,15436.0,370.0,31-08-2026
SWFU26,Sep 2026,2026,12-03-2026,15236.0,370.0,30-09-2026
SWFV26,Oct 2026,2026,12-03-2026,14436.0,110.0,30-10-2026
SWFX26,Nov 2026,2026,12-03-2026,14436.0,110.0,30-11-2026
SWFZ26,Dec 2026,2026,12-03-2026,14436.0,110.0,24-12-2026
SWFF27,Jan 2027,2027,12-03-2026,11800.0,55.0,29-01-2027
SWFG27,Feb 2027,2027,12-03-2026,11800.0,55.0,26-02-2027
SWFH27,Mar 2027,2027,12-03-2026,11800.0,55.0,31-03-2027
SWFJ27,Apr 2027,2027,12-03-2026,13589.0,55.0,30-04-2027
SWFK27,May 2027,2027,12-03-2026,13589.0,55.0,31-05-2027
SWFM27,Jun 2027,2027,12-03-2026,13589.0,55.0,30-06-2027
SWFN27,Jul 2027,2027,12-03-2026,12620.0,55.0,30-07-2027
SWFQ27,Aug 2027,2027,12-03-2026,12620.0,55.0,31-08-2027
SWFU27,Sep 2027,2027,12-03-2026,12620.0,55.0,30-09-2027
SWFV27,Oct 2027,2027,12-03-2026,12620.0,55.0,29-10-2027
SWFX27,Nov 2027,2027,12-03-2026,12620.0,55.0,30-11-2027
SWFZ27,Dec 2027,2027,12-03-2026,12620.0,55.0,24-12-2027
SWFF28,Jan 2028,2028,12-03-2026,11929.0,20.0,31-01-2028
SWFG28,Feb 2028,2028,12-03-2026,11929.0,20.0,29-02-2028
SWFH28,Mar 2028,2028,12-03-2026,11929.0,20.0,31-03-2028
SWFJ28,Apr 2028,2028,12-03-2026,11929.0,20.0,28-04-2028
SWFK28,May 2028,2028,12-03-2026,11929.0,20.0,31-05-2028
SWFM28,Jun 2028,2028,12-03-2026,11929.0,20.0,30-06-2028
SWFN28,Jul 2028,2028,12-03-2026,11929.0,20.0,31-07-2028
SWFQ28,Aug 2028,2028,12-03-2026,11929.0,20.0,31-08-2028
SWFU28,Sep 2028,2028,12-03-2026,11929.0,20.0,29-09-2028
SWFV28,Oct 2028,2028,12-03-2026,11929.0,20.0,31-10-2028
SWFX28,Nov 2028,2028,12-03-2026,11929.0,20.0,30-11-2028
SWFZ28,Dec 2028,2028,12-03-2026,11929.0,20.0,22-12-2028
SWFH26,Mar 2026,2026,13-03-2026,14568.0,55.0,31-03-2026
SWFJ26,Apr 2026,2026,13-03-2026,14675.0,710.0,30-04-2026
SWFK26,May 2026,2026,13-03-2026,16082.0,240.0,29-05-2026
SWFM26,Jun 2026,2026,13-03-2026,15946.0,220.0,30-06-2026
SWFN26,Jul 2026,2026,13-03-2026,15657.0,45.0,31-07-2026
SWFQ26,Aug 2026,2026,13-03-2026,15379.0,45.0,31-08-2026
SWFU26,Sep 2026,2026,13-03-2026,15236.0,45.0,30-09-2026
SWFV26,Oct 2026,2026,13-03-2026,14461.0,45.0,30-10-2026
SWFX26,Nov 2026,2026,13-03-2026,14461.0,45.0,30-11-2026
SWFZ26,Dec 2026,2026,13-03-2026,14461.0,45.0,24-12-2026
SWFF27,Jan 2027,2027,13-03-2026,11725.0,10.0,29-01-2027
SWFG27,Feb 2027,2027,13-03-2026,11725.0,10.0,26-02-2027
SWFH27,Mar 2027,2027,13-03-2026,11725.0,10.0,31-03-2027
SWFJ27,Apr 2027,2027,13-03-2026,13511.0,10.0,30-04-2027
SWFK27,May 2027,2027,13-03-2026,13511.0,10.0,31-05-2027
SWFM27,Jun 2027,2027,13-03-2026,13511.0,10.0,30-06-2027
SWFN27,Jul 2027,2027,13-03-2026,12360.0,10.0,30-07-2027
SWFQ27,Aug 2027,2027,13-03-2026,12360.0,10.0,31-08-2027
SWFU27,Sep 2027,2027,13-03-2026,12360.0,10.0,30-09-2027
SWFV27,Oct 2027,2027,13-03-2026,12360.0,10.0,29-10-2027
SWFX27,Nov 2027,2027,13-03-2026,12360.0,10.0,30-11-2027
SWFZ27,Dec 2027,2027,13-03-2026,12360.0,10.0,24-12-2027
SWFF28,Jan 2028,2028,13-03-2026,11886.0,0.0,31-01-2028
SWFG28,Feb 2028,2028,13-03-2026,11886.0,0.0,29-02-2028
SWFH28,Mar 2028,2028,13-03-2026,11886.0,0.0,31-03-2028
SWFJ28,Apr 2028,2028,13-03-2026,11886.0,0.0,28-04-2028
SWFK28,May 2028,2028,13-03-2026,11886.0,0.0,31-05-2028
SWFM28,Jun 2028,2028,13-03-2026,11886.0,0.0,30-06-2028
SWFN28,Jul 2028,2028,13-03-2026,11886.0,0.0,31-07-2028
SWFQ28,Aug 2028,2028,13-03-2026,11886.0,0.0,31-08-2028
SWFU28,Sep 2028,2028,13-03-2026,11886.0,0.0,29-09-2028
SWFV28,Oct 2028,2028,13-03-2026,11886.0,0.0,31-10-2028
SWFX28,Nov 2028,2028,13-03-2026,11886.0,0.0,30-11-2028
SWFZ28,Dec 2028,2028,13-03-2026,11886.0,0.0,22-12-2028
SWFH26,Mar 2026,2026,16-03-2026,14521.0,10.0,31-03-2026
SWFJ26,Apr 2026,2026,16-03-2026,14654.0,955.0,30-04-2026
SWFK26,May 2026,2026,16-03-2026,15857.0,225.0,29-05-2026
SWFM26,Jun 2026,2026,16-03-2026,15789.0,235.0,30-06-2026
SWFN26,Jul 2026,2026,16-03-2026,15643.0,95.0,31-07-2026
SWFQ26,Aug 2026,2026,16-03-2026,15371.0,95.0,31-08-2026
SWFU26,Sep 2026,2026,16-03-2026,15236.0,95.0,30-09-2026
SWFV26,Oct 2026,2026,16-03-2026,14507.0,65.0,30-10-2026
SWFX26,Nov 2026,2026,16-03-2026,14507.0,65.0,30-11-2026
SWFZ26,Dec 2026,2026,16-03-2026,14507.0,65.0,24-12-2026
SWFF27,Jan 2027,2027,16-03-2026,11646.0,10.0,29-01-2027
SWFG27,Feb 2027,2027,16-03-2026,11646.0,10.0,26-02-2027
SWFH27,Mar 2027,2027,16-03-2026,11646.0,10.0,31-03-2027
SWFJ27,Apr 2027,2027,16-03-2026,13457.0,10.0,30-04-2027
SWFK27,May 2027,2027,16-03-2026,13457.0,10.0,31-05-2027
SWFM27,Jun 2027,2027,16-03-2026,13457.0,10.0,30-06-2027
SWFN27,Jul 2027,2027,16-03-2026,12299.0,10.0,30-07-2027
SWFQ27,Aug 2027,2027,16-03-2026,12299.0,10.0,31-08-2027
SWFU27,Sep 2027,2027,16-03-2026,12299.0,10.0,30-09-2027
SWFV27,Oct 2027,2027,16-03-2026,12299.0,10.0,29-10-2027
SWFX27,Nov 2027,2027,16-03-2026,12299.0,10.0,30-11-2027
SWFZ27,Dec 2027,2027,16-03-2026,12299.0,10.0,24-12-2027
SWFF28,Jan 2028,2028,16-03-2026,11836.0,0.0,31-01-2028
SWFG28,Feb 2028,2028,16-03-2026,11836.0,0.0,29-02-2028
SWFH28,Mar 2028,2028,16-03-2026,11836.0,0.0,31-03-2028
SWFJ28,Apr 2028,2028,16-03-2026,11836.0,0.0,28-04-2028
SWFK28,May 2028,2028,16-03-2026,11836.0,0.0,31-05-2028
SWFM28,Jun 2028,2028,16-03-2026,11836.0,0.0,30-06-2028
SWFN28,Jul 2028,2028,16-03-2026,11836.0,0.0,31-07-2028
SWFQ28,Aug 2028,2028,16-03-2026,11836.0,0.0,31-08-2028
SWFU28,Sep 2028,2028,16-03-2026,11836.0,0.0,29-09-2028
SWFV28,Oct 2028,2028,16-03-2026,11836.0,0.0,31-10-2028
SWFX28,Nov 2028,2028,16-03-2026,11836.0,0.0,30-11-2028
SWFZ28,Dec 2028,2028,16-03-2026,11836.0,0.0,22-12-2028
SWFH26,Mar 2026,2026,17-03-2026,14461.0,100.0,31-03-2026
SWFJ26,Apr 2026,2026,17-03-2026,14418.0,720.0,30-04-2026
SWFK26,May 2026,2026,17-03-2026,15550.0,285.0,29-05-2026
SWFM26,Jun 2026,2026,17-03-2026,15557.0,280.0,30-06-2026
SWFN26,Jul 2026,2026,17-03-2026,15529.0,55.0,31-07-2026
SWFQ26,Aug 2026,2026,17-03-2026,15279.0,55.0,31-08-2026
SWFU26,Sep 2026,2026,17-03-2026,15150.0,55.0,30-09-2026
SWFV26,Oct 2026,2026,17-03-2026,14443.0,20.0,30-10-2026
SWFX26,Nov 2026,2026,17-03-2026,14443.0,20.0,30-11-2026
SWFZ26,Dec 2026,2026,17-03-2026,14443.0,20.0,24-12-2026
SWFF27,Jan 2027,2027,17-03-2026,11611.0,0.0,29-01-2027
SWFG27,Feb 2027,2027,17-03-2026,11611.0,0.0,26-02-2027
SWFH27,Mar 2027,2027,17-03-2026,11611.0,0.0,31-03-2027
SWFJ27,Apr 2027,2027,17-03-2026,13425.0,0.0,30-04-2027
SWFK27,May 2027,2027,17-03-2026,13425.0,0.0,31-05-2027
SWFM27,Jun 2027,2027,17-03-2026,13425.0,0.0,30-06-2027
SWFN27,Jul 2027,2027,17-03-2026,12254.0,0.0,30-07-2027
SWFQ27,Aug 2027,2027,17-03-2026,12254.0,0.0,31-08-2027
SWFU27,Sep 2027,2027,17-03-2026,12254.0,0.0,30-09-2027
SWFV27,Oct 2027,2027,17-03-2026,12254.0,0.0,29-10-2027
SWFX27,Nov 2027,2027,17-03-2026,12254.0,0.0,30-11-2027
SWFZ27,Dec 2027,2027,17-03-2026,12254.0,0.0,24-12-2027
SWFF28,Jan 2028,2028,17-03-2026,11857.0,0.0,31-01-2028
SWFG28,Feb 2028,2028,17-03-2026,11857.0,0.0,29-02-2028
SWFH28,Mar 2028,2028,17-03-2026,11857.0,0.0,31-03-2028
SWFJ28,Apr 2028,2028,17-03-2026,11857.0,0.0,28-04-2028
SWFK28,May 2028,2028,17-03-2026,11857.0,0.0,31-05-2028
SWFM28,Jun 2028,2028,17-03-2026,11857.0,0.0,30-06-2028
SWFN28,Jul 2028,2028,17-03-2026,11857.0,0.0,31-07-2028
SWFQ28,Aug 2028,2028,17-03-2026,11857.0,0.0,31-08-2028
SWFU28,Sep 2028,2028,17-03-2026,11857.0,0.0,29-09-2028
SWFV28,Oct 2028,2028,17-03-2026,11857.0,0.0,31-10-2028
SWFX28,Nov 2028,2028,17-03-2026,11857.0,0.0,30-11-2028
SWFZ28,Dec 2028,2028,17-03-2026,11857.0,0.0,22-12-2028
SWFH26,Mar 2026,2026,18-03-2026,14289.0,25.0,31-03-2026
SWFJ26,Apr 2026,2026,18-03-2026,14139.0,735.0,30-04-2026
SWFK26,May 2026,2026,18-03-2026,15111.0,570.0,29-05-2026
SWFM26,Jun 2026,2026,18-03-2026,15200.0,250.0,30-06-2026
SWFN26,Jul 2026,2026,18-03-2026,15446.0,125.0,31-07-2026
SWFQ26,Aug 2026,2026,18-03-2026,15225.0,125.0,31-08-2026
SWFU26,Sep 2026,2026,18-03-2026,15111.0,125.0,30-09-2026
SWFV26,Oct 2026,2026,18-03-2026,14404.0,25.0,30-10-2026
SWFX26,Nov 2026,2026,18-03-2026,14404.0,25.0,30-11-2026
SWFZ26,Dec 2026,2026,18-03-2026,14404.0,25.0,24-12-2026
SWFF27,Jan 2027,2027,18-03-2026,11575.0,5.0,29-01-2027
SWFG27,Feb 2027,2027,18-03-2026,11575.0,5.0,26-02-2027
SWFH27,Mar 2027,2027,18-03-2026,11575.0,5.0,31-03-2027
SWFJ27,Apr 2027,2027,18-03-2026,13382.0,5.0,30-04-2027
SWFK27,May 2027,2027,18-03-2026,13382.0,5.0,31-05-2027
SWFM27,Jun 2027,2027,18-03-2026,13382.0,5.0,30-06-2027
SWFN27,Jul 2027,2027,18-03-2026,12250.0,5.0,30-07-2027
SWFQ27,Aug 2027,2027,18-03-2026,12250.0,5.0,31-08-2027
SWFU27,Sep 2027,2027,18-03-2026,12250.0,5.0,30-09-2027
SWFV27,Oct 2027,2027,18-03-2026,12250.0,5.0,29-10-2027
SWFX27,Nov 2027,2027,18-03-2026,12250.0,5.0,30-11-2027
SWFZ27,Dec 2027,2027,18-03-2026,12250.0,5.0,24-12-2027
SWFF28,Jan 2028,2028,18-03-2026,11857.0,0.0,31-01-2028
SWFG28,Feb 2028,2028,18-03-2026,11857.0,0.0,29-02-2028
SWFH28,Mar 2028,2028,18-03-2026,11857.0,0.0,31-03-2028
