date,close,volume
2018-03-22,25.51300048828125,5400
2018-03-23,24.10099983215332,205000
2018-03-26,24.84000015258789,102400
2018-03-27,24.079999923706055,8500
2018-03-28,23.3799991607666,2200
2018-03-29,22.780000686645508,1100
2018-04-02,23.0,1900
2018-04-03,21.25,2000
2018-04-04,19.25,75900
2018-04-05,20.25,800
2018-04-06,20.450000762939453,3100
2018-04-09,21.459999084472656,200
2018-04-10,21.5,300
2018-04-11,20.450000762939453,300
2018-04-12,22.25,11500
2018-04-13,21.582000732421875,11500
2018-04-16,20.25,1400
2018-04-17,21.399999618530273,600
2018-04-18,22.270000457763672,3600
2018-04-19,21.809999465942383,6800
2018-04-20,22.5,900
2018-04-23,22.700000762939453,300
2018-04-24,22.790000915527344,500
2018-04-25,22.75,200
2018-04-26,22.0,100
2018-04-27,21.75,200
2018-04-30,21.5,100
2018-05-01,21.760000228881836,300
2018-05-02,22.5,5400
2018-05-03,22.25,100
2018-05-04,23.0,200
2018-05-07,23.0,0
2018-05-08,23.5,2400
2018-05-09,23.25,500
2018-05-10,22.75,200
2018-05-11,23.75,4400
2018-05-14,23.010000228881836,400
2018-05-15,21.399999618530273,200
2018-05-16,21.0,100
2018-05-17,21.0,0
2018-05-18,21.0,0
2018-05-21,22.5,300
2018-05-22,21.0,200
2018-05-23,20.0,900
2018-05-24,19.5,1100
2018-05-25,19.5,0
2018-05-29,18.73200035095215,1100
2018-05-30,19.496000289916992,100
2018-05-31,20.23699951171875,600
2018-06-01,21.0,200
2018-06-04,21.246000289916992,500
2018-06-05,22.1299991607666,600
2018-06-06,22.0,600
2018-06-07,21.969999313354492,1200
2018-06-08,21.969999313354492,0
2018-06-11,21.969999313354492,0
2018-06-12,22.190000534057617,100
2018-06-13,22.253999710083008,5500
2018-06-14,22.531999588012695,100
2018-06-15,22.25,100
2018-06-18,22.25,0
2018-06-19,21.299999237060547,400
2018-06-20,20.79400062561035,400
2018-06-21,21.399999618530273,200
2018-06-22,21.399999618530273,100
2018-06-25,21.399999618530273,0
2018-06-26,21.399999618530273,0
2018-06-27,21.040000915527344,100
2018-06-28,21.579999923706055,4000
2018-06-29,22.040000915527344,1400
2018-07-02,21.841999053955078,300
2018-07-03,21.9950008392334,100
2018-07-05,22.25,100
2018-07-06,22.670000076293945,1000
2018-07-09,22.020000457763672,100
2018-07-10,22.229999542236328,6600
2018-07-11,22.229999542236328,0
2018-07-12,23.469999313354492,300
2018-07-13,23.469999313354492,0
2018-07-16,23.469999313354492,0
2018-07-17,23.469999313354492,0
2018-07-18,23.010000228881836,100
2018-07-19,23.010000228881836,100
2018-07-20,24.100000381469727,300
2018-07-23,24.5939998626709,1000
2018-07-24,24.540000915527344,4100
2018-07-25,24.639999389648438,200
2018-07-26,24.5,300
2018-07-27,24.302000045776367,300
2018-07-30,24.600000381469727,200
2018-07-31,24.600000381469727,0
2018-08-01,24.66900062561035,500
2018-08-02,24.850000381469727,200
2018-08-03,25.26099967956543,200
2018-08-06,24.802000045776367,300
2018-08-07,24.802000045776367,0
2018-08-08,24.802000045776367,0
2018-08-09,24.802000045776367,0
2018-08-10,24.829999923706055,100
2018-08-13,25.3700008392334,200
2018-08-14,25.200000762939453,300
2018-08-15,25.235000610351562,300
2018-08-16,25.235000610351562,0
2018-08-17,25.235000610351562,0
2018-08-20,25.469999313354492,200
2018-08-21,25.579999923706055,400
2018-08-22,25.569000244140625,200
2018-08-23,25.450000762939453,300
2018-08-24,25.434999465942383,200
2018-08-27,25.434999465942383,0
2018-08-28,25.434999465942383,0
2018-08-29,25.434999465942383,0
2018-08-30,25.434999465942383,0
2018-08-31,25.434999465942383,0
2018-09-04,24.559999465942383,200
2018-09-05,24.559999465942383,0
2018-09-06,24.559999465942383,0
2018-09-07,24.559999465942383,0
2018-09-10,24.559999465942383,0
2018-09-11,23.420000076293945,4400
2018-09-12,22.799999237060547,1700
2018-09-13,23.049999237060547,300
2018-09-14,22.700000762939453,100
2018-09-17,22.700000762939453,0
2018-09-18,22.700000762939453,0
2018-09-19,22.280000686645508,200
2018-09-20,22.139999389648438,600
2018-09-21,22.735000610351562,200
2018-09-24,22.950000762939453,100
2018-09-25,22.535999298095703,300
2018-09-26,22.8799991607666,1000
2018-09-27,22.8799991607666,0
2018-09-28,22.940000534057617,200
2018-10-01,22.940000534057617,0
2018-10-02,22.940000534057617,0
2018-10-03,22.940000534057617,0
2018-10-04,22.940000534057617,0
2018-10-05,21.825000762939453,100
2018-10-08,21.825000762939453,0
2018-10-09,21.32699966430664,700
2018-10-10,21.32699966430664,0
2018-10-11,22.40999984741211,100
2018-10-12,23.149999618530273,1200
2018-10-15,22.649999618530273,200
2018-10-16,22.649999618530273,0
2018-10-17,22.260000228881836,200
2018-10-18,22.260000228881836,0
2018-10-19,22.209999084472656,300
2018-10-22,22.3700008392334,200
2018-10-23,22.3700008392334,0
2018-10-24,21.375,200
2018-10-25,21.375,0
2018-10-26,21.375,0
2018-10-29,21.375,0
2018-10-30,21.375,0
2018-10-31,21.375,0
2018-11-01,21.375,0
2018-11-02,21.375,100
2018-11-05,18.829999923706055,400
2018-11-06,18.010000228881836,3700
2018-11-07,17.360000610351562,3100
2018-11-08,17.100000381469727,1000
2018-11-09,16.06999969482422,700
2018-11-12,16.6299991607666,6600
2018-11-13,16.6299991607666,0
2018-11-14,14.66100025177002,11800
2018-11-15,16.020000457763672,200
2018-11-16,15.890000343322754,700
2018-11-19,15.902999877929688,600
2018-11-20,15.039999961853027,500
2018-11-21,15.553999900817871,200
2018-11-23,16.75,100
2018-11-26,17.979999542236328,300
2018-11-27,18.520000457763672,300
2018-11-28,17.059999465942383,800
2018-11-29,16.389999389648438,100
2018-11-30,16.402000427246094,200
2018-12-03,17.649999618530273,100
2018-12-04,18.540000915527344,2800
2018-12-06,18.540000915527344,100
2018-12-07,18.540000915527344,0
2018-12-10,18.540000915527344,0
2018-12-11,18.049999237060547,100
2018-12-12,18.145000457763672,100
2018-12-13,18.209999084472656,200
2018-12-14,18.209999084472656,0
2018-12-17,18.614999771118164,1200
2018-12-18,18.614999771118164,0
2018-12-19,18.614999771118164,0
2018-12-20,18.614999771118164,0
2018-12-21,18.614999771118164,0
2018-12-24,17.889999389648438,100
2018-12-26,17.889999389648438,0
2018-12-27,17.885000228881836,100
2018-12-28,18.170000076293945,600
