date,value
20-08-2018,904.58
21-08-2018,878.18
22-08-2018,881.38
23-08-2018,877.49
27-08-2018,878.69
28-08-2018,885.09
29-08-2018,888.27
30-08-2018,890.52
02-09-2018,884.01
03-09-2018,885.28
04-09-2018,882.67
05-09-2018,882.71
06-09-2018,895.07
09-09-2018,899.43
10-09-2018,909.88
11-09-2018,920.72
12-09-2018,906.62
13-09-2018,910.09
16-09-2018,910.12
17-09-2018,917.87
18-09-2018,924.33
19-09-2018,945.44
20-09-2018,945.36
23-09-2018,951.96
24-09-2018,966.16
25-09-2018,955.07
26-09-2018,961.95
27-09-2018,971.45
30-09-2018,993.07
01-10-2018,1027.74
02-10-2018,1067.48
03-10-2018,1126.31
04-10-2018,1145.96
07-10-2018,1119.88
08-10-2018,1093.56
09-10-2018,1095.37
10-10-2018,1083.65
11-10-2018,1139.83
14-10-2018,1145.17
15-10-2018,1143.43
16-10-2018,1109.33
17-10-2018,1110.23
18-10-2018,1123.98
21-10-2018,1122.32
22-10-2018,1104.97
23-10-2018,1100.39
24-10-2018,1135.29
25-10-2018,1216.47
28-10-2018,1234.3
29-10-2018,1217.98
30-10-2018,1199.69
31-10-2018,1193.18
01-11-2018,1171.72
04-11-2018,1153.61
05-11-2018,1122.43
06-11-2018,1097.93
07-11-2018,1099.92
08-11-2018,1097.5
11-11-2018,1058.72
12-11-2018,1042.53
13-11-2018,1011.46
14-11-2018,1027.32
15-11-2018,1044.44
18-11-2018,1074.94
19-11-2018,1096.87
20-11-2018,1122.79
21-11-2018,1130.52
22-11-2018,1131.24
25-11-2018,1109.84
26-11-2018,1102.25
27-11-2018,1115.43
28-11-2018,1159.63
29-11-2018,1150.78
02-12-2018,1153.84
03-12-2018,1112.83
04-12-2018,1088.44
05-12-2018,1027.44
06-12-2018,995.61
09-12-2018,960.36
10-12-2018,931.59
11-12-2018,922.15
12-12-2018,923.13
13-12-2018,932.2
16-12-2018,922.85
17-12-2018,887.97
18-12-2018,895.34
19-12-2018,871.82
20-12-2018,855.02
23-12-2018,847.76
01-01-2019,827.14
02-01-2019,831.41
03-01-2019,839.14
06-01-2019,852.23
07-01-2019,861.94
08-01-2019,857.28
09-01-2019,839.7
10-01-2019,836.21
13-01-2019,844.07
14-01-2019,842.38
15-01-2019,837.14
16-01-2019,845.39
17-01-2019,866.07
20-01-2019,852.01
21-01-2019,829.12
22-01-2019,819.75
23-01-2019,820.13
24-01-2019,811.0
27-01-2019,798.52
28-01-2019,790.47
29-01-2019,779.84
30-01-2019,756.12
31-01-2019,742.44
03-02-2019,731.31
04-02-2019,703.25
05-02-2019,699.29
06-02-2019,693.56
07-02-2019,694.29
10-02-2019,700.67
11-02-2019,695.97
12-02-2019,733.31
13-02-2019,764.35
14-02-2019,790.46
17-02-2019,811.69
18-02-2019,795.3
19-02-2019,777.11
20-02-2019,773.38
21-02-2019,791.24
24-02-2019,809.09
25-02-2019,849.44
26-02-2019,877.11
27-02-2019,889.18
28-02-2019,898.73
03-03-2019,899.69
04-03-2019,884.81
05-03-2019,900.82
06-03-2019,891.81
07-03-2019,867.36
10-03-2019,859.35
11-03-2019,865.63
12-03-2019,850.92
13-03-2019,845.79
14-03-2019,828.82
17-03-2019,825.8
18-03-2019,853.44
19-03-2019,847.26
20-03-2019,832.58
21-03-2019,830.75
24-03-2019,827.85
25-03-2019,820.1
26-03-2019,769.39
27-03-2019,745.86
28-03-2019,761.32
31-03-2019,740.73
01-04-2019,717.85
02-04-2019,754.77
03-04-2019,760.15
04-04-2019,757.48
07-04-2019,785.12
08-04-2019,777.37
09-04-2019,787.81
10-04-2019,799.32
11-04-2019,811.74
14-04-2019,806.29
15-04-2019,822.03
16-04-2019,834.32
17-04-2019,830.05
22-04-2019,844.37
23-04-2019,840.28
24-04-2019,834.05
25-04-2019,805.42
28-04-2019,796.26
29-04-2019,770.52
30-04-2019,758.27
01-05-2019,768.94
02-05-2019,797.01
06-05-2019,804.78
07-05-2019,795.21
08-05-2019,783.06
09-05-2019,791.84
12-05-2019,814.48
13-05-2019,812.95
14-05-2019,808.98
15-05-2019,825.91
16-05-2019,830.84
19-05-2019,827.13
20-05-2019,825.83
21-05-2019,827.84
22-05-2019,814.85
23-05-2019,814.48
27-05-2019,794.23
28-05-2019,777.93
29-05-2019,785.21
30-05-2019,756.78
02-06-2019,769.39
03-06-2019,755.73
04-06-2019,748.03
05-06-2019,745.96
06-06-2019,742.97
09-06-2019,747.16
10-06-2019,745.93
11-06-2019,752.49
12-06-2019,838.99
13-06-2019,845.81
16-06-2019,838.44
17-06-2019,844.89
18-06-2019,837.38
19-06-2019,868.67
20-06-2019,874.17
23-06-2019,872.21
24-06-2019,847.73
25-06-2019,824.5
26-06-2019,813.72
27-06-2019,823.69
30-06-2019,836.72
01-07-2019,847.11
02-07-2019,858.24
03-07-2019,859.49
04-07-2019,882.86
07-07-2019,887.98
08-07-2019,906.0
09-07-2019,928.24
10-07-2019,937.13
11-07-2019,922.09
14-07-2019,922.08
15-07-2019,925.05
16-07-2019,925.43
17-07-2019,909.35
18-07-2019,915.32
21-07-2019,953.71
22-07-2019,959.26
23-07-2019,967.88
24-07-2019,982.97
25-07-2019,980.22
28-07-2019,972.08
29-07-2019,957.02
30-07-2019,960.99
31-07-2019,1002.16
01-08-2019,1005.47
04-08-2019,1010.71
05-08-2019,1055.4
06-08-2019,1065.81
07-08-2019,1053.27
08-08-2019,1053.85
11-08-2019,1048.93
12-08-2019,1037.89
13-08-2019,1048.92
14-08-2019,1074.97
15-08-2019,1141.49
18-08-2019,1155.45
19-08-2019,1152.38
20-08-2019,1140.01
21-08-2019,1131.98
22-08-2019,1132.2
26-08-2019,1136.77
27-08-2019,1124.81
28-08-2019,1121.06
29-08-2019,1124.59
01-09-2019,1106.77
02-09-2019,1104.73
03-09-2019,1139.18
04-09-2019,1166.99
05-09-2019,1177.66
08-09-2019,1184.86
09-09-2019,1177.78
10-09-2019,1196.97
11-09-2019,1197.63
12-09-2019,1225.83
15-09-2019,1280.28
16-09-2019,1281.18
17-09-2019,1255.51
18-09-2019,1303.0
19-09-2019,1352.31
22-09-2019,1363.73
23-09-2019,1308.93
24-09-2019,1280.22
25-09-2019,1444.07
26-09-2019,1493.17
29-09-2019,1527.68
30-09-2019,1530.3
01-10-2019,1519.56
02-10-2019,1632.43
03-10-2019,1762.06
06-10-2019,1809.61
07-10-2019,1931.96
08-10-2019,2038.51
09-10-2019,2283.6
10-10-2019,2271.66
13-10-2019,2093.49
14-10-2019,1791.86
15-10-2019,1821.4
16-10-2019,1691.98
17-10-2019,1608.06
20-10-2019,1606.11
21-10-2019,1629.29
22-10-2019,1609.73
23-10-2019,1547.41
24-10-2019,1532.89
27-10-2019,1514.0
28-10-2019,1512.07
29-10-2019,1499.73
30-10-2019,1441.64
31-10-2019,1430.11
03-11-2019,1428.62
04-11-2019,1393.06
05-11-2019,1321.01
06-11-2019,1288.46
07-11-2019,1296.17
10-11-2019,1301.58
11-11-2019,1336.04
12-11-2019,1368.45
13-11-2019,1459.24
14-11-2019,1498.01
17-11-2019,1540.76
18-11-2019,1567.41
19-11-2019,1593.79
20-11-2019,1634.51
21-11-2019,1673.7
24-11-2019,1670.27
25-11-2019,1595.83
26-11-2019,1553.91
27-11-2019,1489.36
28-11-2019,1436.33
01-12-2019,1459.36
02-12-2019,1438.03
03-12-2019,1436.03
04-12-2019,1434.1
05-12-2019,1496.33
08-12-2019,1536.78
09-12-2019,1508.96
10-12-2019,1449.35
11-12-2019,1440.15
12-12-2019,1426.35
15-12-2019,1425.05
16-12-2019,1466.88
17-12-2019,1465.06
18-12-2019,1450.39
19-12-2019,1445.96
22-12-2019,1469.84
23-12-2019,1466.32
01-01-2020,1660.89
02-01-2020,1818.46
05-01-2020,1896.81
06-01-2020,1926.24
07-01-2020,2037.08
08-01-2020,1831.29
09-01-2020,1650.59
12-01-2020,1570.97
13-01-2020,1520.36
14-01-2020,1522.82
15-01-2020,1523.05
16-01-2020,1582.29
19-01-2020,1551.6
20-01-2020,1524.4
21-01-2020,1475.25
22-01-2020,1359.44
23-01-2020,1279.17
26-01-2020,1164.75
27-01-2020,1179.1
28-01-2020,1131.82
29-01-2020,1029.17
30-01-2020,864.6
02-02-2020,815.3
03-02-2020,800.45
04-02-2020,837.84
05-02-2020,861.64
06-02-2020,904.34
09-02-2020,918.41
10-02-2020,936.17
11-02-2020,952.05
12-02-2020,920.59
13-02-2020,930.75
16-02-2020,932.53
17-02-2020,951.47
18-02-2020,952.88
19-02-2020,962.97
20-02-2020,971.14
23-02-2020,898.45
24-02-2020,954.64
25-02-2020,923.61
26-02-2020,961.44
27-02-2020,941.2
01-03-2020,959.48
02-03-2020,953.05
03-03-2020,932.1
04-03-2020,893.9
05-03-2020,885.6
08-03-2020,1199.1
09-03-2020,1514.99
10-03-2020,1938.09
11-03-2020,2101.41
12-03-2020,2130.56
15-03-2020,2100.36
16-03-2020,1843.28
17-03-2020,1874.1
18-03-2020,1833.81
19-03-2020,1717.37
22-03-2020,1836.02
23-03-2020,1957.92
24-03-2020,2348.51
25-03-2020,2605.57
26-03-2020,3007.5
29-03-2020,3225.44
30-03-2020,2870.99
31-03-2020,2812.41
01-04-2020,2129.01
02-04-2020,1783.22
05-04-2020,1718.99
06-04-2020,1657.2
07-04-2020,2034.14
08-04-2020,1831.5
13-04-2020,1862.8
14-04-2020,1945.66
15-04-2020,2106.48
16-04-2020,2078.98
19-04-2020,2473.68
20-04-2020,2769.37
21-04-2020,2451.97
22-04-2020,2249.1
23-04-2020,2014.59
26-04-2020,1943.92
27-04-2020,1613.02
28-04-2020,1355.41
29-04-2020,1141.79
30-04-2020,1054.33
03-05-2020,1046.63
04-05-2020,957.27
05-05-2020,982.01
06-05-2020,986.55
10-05-2020,985.64
11-05-2020,905.59
12-05-2020,881.95
13-05-2020,823.97
14-05-2020,815.7
17-05-2020,815.38
18-05-2020,816.82
19-05-2020,818.64
20-05-2020,809.98
21-05-2020,824.82
25-05-2020,884.29
26-05-2020,974.41
27-05-2020,923.79
28-05-2020,888.1
31-05-2020,917.32
01-06-2020,870.31
02-06-2020,901.37
03-06-2020,903.16
04-06-2020,983.82
07-06-2020,915.76
08-06-2020,944.67
09-06-2020,963.3
10-06-2020,932.55
11-06-2020,920.0
14-06-2020,910.09
15-06-2020,857.13
16-06-2020,815.19
17-06-2020,794.29
18-06-2020,784.12
21-06-2020,724.35
22-06-2020,704.31
23-06-2020,686.49
24-06-2020,692.46
25-06-2020,722.51
28-06-2020,746.24
29-06-2020,725.0
30-06-2020,710.9
01-07-2020,727.38
02-07-2020,751.67
05-07-2020,833.33
06-07-2020,849.96
07-07-2020,863.92
08-07-2020,839.2
09-07-2020,861.04
12-07-2020,849.41
13-07-2020,832.22
14-07-2020,834.19
15-07-2020,837.62
16-07-2020,840.13
19-07-2020,820.33
20-07-2020,809.49
21-07-2020,829.33
22-07-2020,816.66
23-07-2020,810.52
26-07-2020,835.89
27-07-2020,861.43
28-07-2020,891.64
29-07-2020,876.48
30-07-2020,900.48
02-08-2020,900.57
03-08-2020,897.12
04-08-2020,887.26
05-08-2020,888.32
06-08-2020,892.24
09-08-2020,880.1
10-08-2020,876.62
11-08-2020,886.2
12-08-2020,886.8
13-08-2020,888.51
16-08-2020,881.13
17-08-2020,877.09
18-08-2020,879.61
19-08-2020,886.64
20-08-2020,863.13
23-08-2020,833.89
24-08-2020,806.97
25-08-2020,783.06
26-08-2020,773.21
27-08-2020,768.72
31-08-2020,743.37
01-09-2020,697.3
02-09-2020,721.25
03-09-2020,729.69
06-09-2020,781.09
07-09-2020,822.46
08-09-2020,833.93
09-09-2020,869.62
10-09-2020,890.44
13-09-2020,893.56
14-09-2020,840.91
15-09-2020,830.82
16-09-2020,817.96
17-09-2020,790.08
20-09-2020,795.79
21-09-2020,769.21
22-09-2020,755.79
23-09-2020,740.97
24-09-2020,739.56
27-09-2020,736.4
28-09-2020,739.44
29-09-2020,744.15
30-09-2020,726.7
01-10-2020,723.89
04-10-2020,730.08
05-10-2020,706.92
06-10-2020,679.32
07-10-2020,676.96
08-10-2020,661.93
11-10-2020,673.04
12-10-2020,690.07
13-10-2020,722.67
14-10-2020,697.32
15-10-2020,699.39
18-10-2020,697.15
19-10-2020,701.3
20-10-2020,697.56
21-10-2020,692.82
22-10-2020,674.33
25-10-2020,702.06
26-10-2020,704.79
27-10-2020,670.55
28-10-2020,669.88
29-10-2020,684.95
01-11-2020,675.53
02-11-2020,658.16
03-11-2020,660.08
04-11-2020,662.63
05-11-2020,657.38
08-11-2020,688.12
09-11-2020,673.46
10-11-2020,659.02
11-11-2020,643.03
12-11-2020,632.11
15-11-2020,631.23
16-11-2020,611.66
17-11-2020,616.14
18-11-2020,603.63
19-11-2020,609.93
22-11-2020,623.34
23-11-2020,648.7
24-11-2020,656.15
25-11-2020,666.44
26-11-2020,666.79
29-11-2020,688.15
30-11-2020,688.53
01-12-2020,660.19
02-12-2020,688.12
03-12-2020,702.63
06-12-2020,724.15
07-12-2020,689.36
08-12-2020,702.39
09-12-2020,701.08
10-12-2020,699.32
13-12-2020,692.62
14-12-2020,683.6
15-12-2020,676.99
16-12-2020,691.54
17-12-2020,695.86
20-12-2020,695.41
21-12-2020,703.58
22-12-2020,685.18
23-12-2020,684.19
03-01-2021,694.21
04-01-2021,670.04
05-01-2021,590.84
06-01-2021,613.56
07-01-2021,607.04
10-01-2021,598.55
11-01-2021,596.44
12-01-2021,603.77
13-01-2021,589.02
14-01-2021,583.83
17-01-2021,568.89
18-01-2021,565.55
19-01-2021,567.14
20-01-2021,599.66
21-01-2021,602.97
24-01-2021,619.55
25-01-2021,604.57
26-01-2021,602.88
27-01-2021,602.83
28-01-2021,598.58
31-01-2021,588.92
01-02-2021,592.49
02-02-2021,589.16
03-02-2021,601.54
04-02-2021,614.03
07-02-2021,620.39
08-02-2021,629.53
09-02-2021,644.85
10-02-2021,642.32
11-02-2021,640.07
14-02-2021,652.6
15-02-2021,666.15
16-02-2021,672.37
17-02-2021,685.22
18-02-2021,694.32
21-02-2021,703.54
22-02-2021,707.1
23-02-2021,703.01
24-02-2021,689.17
25-02-2021,687.24
28-02-2021,672.58
01-03-2021,674.97
02-03-2021,681.33
03-03-2021,652.2
04-03-2021,653.91
07-03-2021,647.11
08-03-2021,629.45
09-03-2021,635.96
10-03-2021,641.89
11-03-2021,642.54
14-03-2021,625.22
15-03-2021,627.16
16-03-2021,630.15
17-03-2021,635.25
18-03-2021,612.82
21-03-2021,616.44
22-03-2021,633.0
23-03-2021,646.98
24-03-2021,664.78
25-03-2021,682.47
28-03-2021,649.05
29-03-2021,638.28
30-03-2021,607.22
31-03-2021,620.46
05-04-2021,639.79
06-04-2021,636.8
07-04-2021,617.47
08-04-2021,616.28
11-04-2021,613.03
12-04-2021,637.07
13-04-2021,648.76
14-04-2021,649.84
15-04-2021,653.04
18-04-2021,656.78
19-04-2021,664.01
20-04-2021,651.15
21-04-2021,644.16
22-04-2021,643.19
25-04-2021,636.71
26-04-2021,643.54
27-04-2021,667.25
28-04-2021,668.15
29-04-2021,672.86
03-05-2021,667.83
04-05-2021,665.36
05-05-2021,645.35
06-05-2021,648.63
09-05-2021,647.26
10-05-2021,633.88
11-05-2021,638.35
12-05-2021,624.53
13-05-2021,628.95
16-05-2021,644.82
17-05-2021,643.14
18-05-2021,649.73
19-05-2021,677.11
20-05-2021,687.41
23-05-2021,693.8
24-05-2021,676.95
25-05-2021,677.59
26-05-2021,688.81
27-05-2021,686.74
31-05-2021,693.87
01-06-2021,674.94
02-06-2021,666.13
03-06-2021,656.94
06-06-2021,649.77
07-06-2021,621.54
08-06-2021,636.81
09-06-2021,639.43
10-06-2021,655.4
13-06-2021,658.89
14-06-2021,657.11
15-06-2021,665.31
16-06-2021,666.7
17-06-2021,665.32
20-06-2021,660.83
21-06-2021,652.93
22-06-2021,659.12
23-06-2021,660.28
24-06-2021,666.71
27-06-2021,667.62
28-06-2021,658.11
29-06-2021,656.41
30-06-2021,668.97
01-07-2021,668.17
04-07-2021,663.87
05-07-2021,641.64
06-07-2021,644.2
07-07-2021,625.65
08-07-2021,618.53
11-07-2021,618.87
12-07-2021,621.38
13-07-2021,616.81
14-07-2021,612.77
15-07-2021,620.32
18-07-2021,620.64
19-07-2021,626.4
20-07-2021,639.57
21-07-2021,649.32
22-07-2021,648.6
25-07-2021,650.74
26-07-2021,652.49
27-07-2021,650.15
28-07-2021,645.86
29-07-2021,642.42
01-08-2021,645.32
02-08-2021,637.76
03-08-2021,639.88
04-08-2021,641.54
05-08-2021,643.64
08-08-2021,626.58
09-08-2021,624.26
10-08-2021,648.22
11-08-2021,652.66
12-08-2021,655.78
15-08-2021,659.15
16-08-2021,657.41
17-08-2021,646.37
18-08-2021,635.95
19-08-2021,624.32
22-08-2021,630.72
23-08-2021,640.32
24-08-2021,646.13
25-08-2021,656.88
26-08-2021,664.6
30-08-2021,660.23
31-08-2021,676.05
01-09-2021,685.9
02-09-2021,697.27
05-09-2021,700.68
06-09-2021,696.59
07-09-2021,699.65
08-09-2021,701.75
09-09-2021,704.38
12-09-2021,701.5
13-09-2021,705.56
14-09-2021,715.81
15-09-2021,723.3
16-09-2021,749.64
19-09-2021,756.68
20-09-2021,772.45
21-09-2021,794.32
22-09-2021,794.23
23-09-2021,804.4
26-09-2021,812.75
27-09-2021,824.88
28-09-2021,824.79
29-09-2021,821.93
30-09-2021,866.42
03-10-2021,850.27
04-10-2021,856.77
05-10-2021,847.69
06-10-2021,832.7
07-10-2021,837.95
10-10-2021,857.61
11-10-2021,856.88
12-10-2021,841.51
13-10-2021,839.45
14-10-2021,883.04
17-10-2021,887.54
18-10-2021,911.2
19-10-2021,915.9
20-10-2021,909.63
21-10-2021,908.05
24-10-2021,912.92
25-10-2021,919.6
26-10-2021,910.29
27-10-2021,906.0
28-10-2021,902.17
31-10-2021,898.57
01-11-2021,899.61
02-11-2021,886.67
03-11-2021,884.43
04-11-2021,882.85
07-11-2021,875.73
08-11-2021,861.05
09-11-2021,840.7
10-11-2021,809.94
11-11-2021,802.09
14-11-2021,797.26
15-11-2021,805.31
16-11-2021,804.32
17-11-2021,803.98
18-11-2021,800.26
21-11-2021,798.87
22-11-2021,787.73
23-11-2021,768.9
24-11-2021,749.69
25-11-2021,696.68
28-11-2021,695.21
29-11-2021,668.06
30-11-2021,665.57
01-12-2021,668.99
02-12-2021,675.66
05-12-2021,698.96
06-12-2021,702.65
07-12-2021,695.82
08-12-2021,690.65
09-12-2021,692.08
12-12-2021,704.43
13-12-2021,706.12
14-12-2021,710.33
15-12-2021,729.71
16-12-2021,730.5
19-12-2021,730.78
20-12-2021,728.37
21-12-2021,725.31
22-12-2021,723.19
23-12-2021,724.08
