Date,Index,% Change
06-07-2009,"2,969",-1.92%
07-07-2009,"2,917",-1.75%
08-07-2009,"2,897",-0.69%
09-07-2009,"2,914",0.59%
10-07-2009,"2,952",1.30%
13-07-2009,"2,955",0.10%
14-07-2009,"3,020",2.20%
15-07-2009,"3,141",4.01%
16-07-2009,"3,255",3.63%
17-07-2009,"3,324",2.12%
20-07-2009,"3,366",1.26%
21-07-2009,"3,412",1.37%
22-07-2009,"3,459",1.38%
23-07-2009,"3,495",1.04%
24-07-2009,"3,524",0.83%
27-07-2009,"3,509",-0.43%
28-07-2009,"3,447",-1.77%
29-07-2009,"3,362",-2.47%
30-07-2009,"3,282",-2.38%
31-07-2009,"3,183",-3.02%
03-08-2009,"3,114",-2.17%
04-08-2009,"3,030",-2.70%
05-08-2009,"2,919",-3.66%
06-08-2009,"2,754",-5.65%
07-08-2009,"2,599",-5.63%
10-08-2009,"2,489",-4.23%
11-08-2009,"2,378",-4.46%
12-08-2009,"2,325",-2.23%
13-08-2009,"2,340",0.65%
14-08-2009,"2,391",2.18%
17-08-2009,"2,415",1.00%
18-08-2009,"2,405",-0.41%
19-08-2009,"2,349",-2.33%
20-08-2009,"2,290",-2.51%
21-08-2009,"2,244",-2.01%
24-08-2009,"2,195",-2.18%
25-08-2009,"2,127",-3.10%
26-08-2009,"2,085",-1.97%
27-08-2009,"2,093",0.38%
28-08-2009,"2,157",3.06%
01-09-2009,"2,230",3.38%
02-09-2009,"2,302",3.23%
03-09-2009,"2,385",3.61%
04-09-2009,"2,486",4.23%
07-09-2009,"2,549",2.53%
08-09-2009,"2,611",2.43%
09-09-2009,"2,649",1.46%
11-09-2009,"2,550",-3.74%
14-09-2009,"2,520",-1.18%
15-09-2009,"2,492",-1.11%
16-09-2009,"2,521",1.16%
17-09-2009,"2,555",1.35%
18-09-2009,"2,572",0.67%
21-09-2009,"2,568",-0.16%
22-09-2009,"2,534",-1.32%
23-09-2009,"2,436",-3.87%
24-09-2009,"2,357",-3.24%
25-09-2009,"2,317",-1.70%
28-09-2009,"2,303",-0.60%
29-09-2009,"2,275",-1.22%
30-09-2009,"2,276",0.04%
01-10-2009,"2,314",1.67%
02-10-2009,"2,361",2.03%
05-10-2009,"2,382",0.89%
06-10-2009,"2,411",1.22%
07-10-2009,"2,505",3.90%
08-10-2009,"2,633",5.11%
09-10-2009,"2,705",2.73%
12-10-2009,"2,745",1.48%
13-10-2009,"2,757",0.44%
14-10-2009,"2,733",-0.87%
15-10-2009,"2,726",-0.26%
16-10-2009,"2,734",0.29%
19-10-2009,"2,744",0.37%
20-10-2009,"2,789",1.64%
21-10-2009,"2,843",1.94%
22-10-2009,"2,950",3.76%
23-10-2009,"3,048",3.32%
26-10-2009,"3,100",1.71%
27-10-2009,"3,109",0.29%
28-10-2009,"3,107",-0.06%
29-10-2009,"3,101",-0.19%
30-10-2009,"3,150",1.58%
02-11-2009,"3,210",1.90%
03-11-2009,"3,279",2.15%
04-11-2009,"3,398",3.63%
05-11-2009,"3,480",2.41%
06-11-2009,"3,556",2.18%
09-11-2009,"3,612",1.57%
10-11-2009,"3,684",1.99%
11-11-2009,"3,787",2.80%
12-11-2009,"3,877",2.38%
13-11-2009,"3,978",2.61%
16-11-2009,"4,091",2.84%
17-11-2009,"4,182",2.22%
19-11-2009,"4,453",6.48%
20-11-2009,"4,424",-0.65%
24-11-2009,"4,303",-2.74%
25-11-2009,"4,181",-2.84%
27-11-2009,"3,868",-7.49%
30-11-2009,"3,757",-2.87%
01-12-2009,"3,635",-3.25%
02-12-2009,"3,677",1.16%
03-12-2009,"3,830",4.16%
04-12-2009,"3,928",2.56%
07-12-2009,"3,981",1.35%
08-12-2009,"3,989",0.20%
09-12-2009,"3,900",-2.23%
10-12-2009,"3,795",-2.69%
11-12-2009,"3,673",-3.21%
14-12-2009,"3,574",-2.70%
15-12-2009,"3,505",-1.93%
16-12-2009,"3,000",-14.41%
17-12-2009,"3,436",14.53%
18-12-2009,"3,448",0.35%
21-12-2009,"3,460",0.35%
22-12-2009,"3,000",-13.29%
23-12-2009,"3,544",18.13%
24-12-2009,"3,567",0.65%
04-01-2010,"3,823",7.18%
06-01-2010,"4,122",7.82%
07-01-2010,"4,188",1.60%
08-01-2010,"4,218",0.72%
11-01-2010,"4,224",0.14%
12-01-2010,"4,156",-1.61%
13-01-2010,"4,001",-3.73%
14-01-2010,"3,847",-3.85%
15-01-2010,"3,745",-2.65%
19-01-2010,"3,622",-3.28%
20-01-2010,"3,589",-0.91%
21-01-2010,"3,607",0.50%
22-01-2010,"3,661",1.50%
25-01-2010,"3,708",1.28%
26-01-2010,"3,695",-0.35%
27-01-2010,"3,630",-1.76%
28-01-2010,"3,523",-2.95%
29-01-2010,"3,420",-2.92%
01-02-2010,"3,298",-3.57%
02-02-2010,"3,144",-4.67%
03-02-2010,"3,100",-1.40%
04-02-2010,"3,109",0.29%
05-02-2010,"3,141",1.03%
08-02-2010,"3,142",0.03%
09-02-2010,"3,128",-0.45%
10-02-2010,"3,087",-1.31%
11-02-2010,"3,045",-1.36%
12-02-2010,"3,028",-0.56%
16-02-2010,"3,021",-0.23%
17-02-2010,"3,080",1.95%
18-02-2010,"3,138",1.88%
19-02-2010,"3,179",1.31%
22-02-2010,"3,218",1.23%
23-02-2010,"3,242",0.75%
24-02-2010,"3,272",0.93%
25-02-2010,"3,325",1.62%
26-02-2010,"3,399",2.23%
01-03-2010,"3,448",1.44%
02-03-2010,"3,510",1.80%
03-03-2010,"3,669",4.53%
04-03-2010,"3,887",5.94%
05-03-2010,"4,003",2.98%
08-03-2010,"4,043",1.00%
09-03-2010,"4,044",0.02%
10-03-2010,"4,013",-0.77%
11-03-2010,"4,090",1.92%
12-03-2010,"4,177",2.13%
15-03-2010,"4,223",1.10%
16-03-2010,"4,256",0.78%
17-03-2010,"4,298",0.99%
18-03-2010,"4,337",0.91%
19-03-2010,"4,344",0.16%
22-03-2010,"4,356",0.28%
23-03-2010,"4,328",-0.64%
25-03-2010,"4,123",-4.74%
26-03-2010,"3,965",-3.83%
29-03-2010,"3,806",-4.01%
30-03-2010,"3,688",-3.10%
31-03-2010,"3,674",-0.38%
01-04-2010,"3,708",0.93%
06-04-2010,"3,736",0.76%
07-04-2010,"3,812",2.03%
08-04-2010,"3,901",2.33%
09-04-2010,"3,952",1.31%
12-04-2010,"3,977",0.63%
13-04-2010,"3,997",0.50%
14-04-2010,"4,021",0.60%
15-04-2010,"4,036",0.37%
16-04-2010,"4,034",-0.05%
19-04-2010,"4,019",-0.37%
20-04-2010,"3,956",-1.57%
21-04-2010,"3,883",-1.85%
22-04-2010,"3,810",-1.88%
23-04-2010,"3,757",-1.39%
26-04-2010,"3,712",-1.20%
27-04-2010,"3,748",0.97%
29-04-2010,"3,891",3.82%
30-04-2010,"3,900",0.23%
04-05-2010,"3,910",0.26%
05-05-2010,"3,951",1.05%
06-05-2010,"4,018",1.70%
07-05-2010,"4,062",1.10%
10-05-2010,"4,096",0.84%
11-05-2010,"4,146",1.22%
12-05-2010,"4,196",1.21%
13-05-2010,"4,273",1.84%
14-05-2010,"4,340",1.57%
17-05-2010,"4,417",1.77%
18-05-2010,"4,504",1.97%
19-05-2010,"4,596",2.04%
20-05-2010,"4,622",0.57%
21-05-2010,"4,576",-1.00%
24-05-2010,"4,537",-0.85%
25-05-2010,"4,492",-0.99%
26-05-2010,"4,450",-0.93%
27-05-2010,"4,360",-2.02%
28-05-2010,"4,247",-2.59%
01-06-2010,"4,081",-3.91%
02-06-2010,"3,995",-2.11%
03-06-2010,"3,931",-1.60%
04-06-2010,"3,878",-1.35%
07-06-2010,"3,836",-1.08%
08-06-2010,"3,789",-1.23%
09-06-2010,"3,723",-1.74%
10-06-2010,"3,552",-4.59%
11-06-2010,"3,361",-5.38%
14-06-2010,"3,283",-2.32%
15-06-2010,"3,211",-2.19%
16-06-2010,"3,115",-2.99%
17-06-2010,"3,018",-3.11%
18-06-2010,"2,980",-1.26%
21-06-2010,"2,968",-0.40%
22-06-2010,"3,017",1.65%
23-06-2010,"3,062",1.49%
24-06-2010,"3,070",0.26%
25-06-2010,"3,045",-0.81%
28-06-2010,"2,977",-2.23%
29-06-2010,"2,875",-3.43%
30-06-2010,"2,748",-4.42%
01-07-2010,"2,627",-4.40%
02-07-2010,"2,447",-6.85%
06-07-2010,"2,191",-10.46%
07-07-2010,"2,081",-5.02%
08-07-2010,"1,985",-4.61%
09-07-2010,"1,944",-2.07%
12-07-2010,"1,941",-0.15%
13-07-2010,"1,946",0.26%
14-07-2010,"1,980",1.75%
15-07-2010,"2,029",2.47%
16-07-2010,"2,092",3.10%
19-07-2010,"2,122",1.43%
20-07-2010,"2,158",1.70%
21-07-2010,"2,207",2.27%
22-07-2010,"2,287",3.62%
23-07-2010,"2,362",3.28%
26-07-2010,"2,403",1.74%
27-07-2010,"2,447",1.83%
28-07-2010,"2,506",2.41%
29-07-2010,"2,582",3.03%
30-07-2010,"2,632",1.94%
02-08-2010,"2,677",1.71%
03-08-2010,"2,665",-0.45%
04-08-2010,"2,607",-2.18%
05-08-2010,"2,567",-1.53%
06-08-2010,"2,581",0.55%
09-08-2010,"2,607",1.01%
10-08-2010,"2,666",2.26%
11-08-2010,"2,749",3.11%
12-08-2010,"2,829",2.91%
13-08-2010,"2,864",1.24%
16-08-2010,"2,883",0.66%
17-08-2010,"2,920",1.28%
18-08-2010,"2,969",1.68%
19-08-2010,"3,031",2.09%
20-08-2010,"3,089",1.91%
23-08-2010,"3,122",1.07%
24-08-2010,"3,128",0.19%
25-08-2010,"3,087",-1.31%
26-08-2010,"3,025",-2.01%
27-08-2010,"2,978",-1.55%
31-08-2010,"2,950",-0.94%
01-09-2010,"2,955",0.17%
02-09-2010,"3,032",2.61%
03-09-2010,"3,121",2.94%
07-09-2010,"3,307",5.96%
08-09-2010,"3,359",1.57%
09-09-2010,"3,396",1.10%
10-09-2010,"3,394",-0.06%
13-09-2010,"3,362",-0.94%
14-09-2010,"3,293",-2.05%
15-09-2010,"3,151",-4.31%
16-09-2010,"2,985",-5.27%
17-09-2010,"2,928",-1.91%
20-09-2010,"2,902",-0.89%
21-09-2010,"2,881",-0.72%
22-09-2010,"2,825",-1.94%
23-09-2010,"2,763",-2.19%
24-09-2010,"2,719",-1.59%
27-09-2010,"2,673",-1.69%
28-09-2010,"2,607",-2.47%
29-09-2010,"2,524",-3.18%
30-09-2010,"2,462",-2.46%
01-10-2010,"2,412",-2.03%
04-10-2010,"2,376",-1.49%
05-10-2010,"2,362",-0.59%
06-10-2010,"2,359",-0.13%
07-10-2010,"2,372",0.55%
08-10-2010,"2,403",1.31%
11-10-2010,"2,413",0.42%
12-10-2010,"2,397",-0.66%
13-10-2010,"2,359",-1.59%
14-10-2010,"2,302",-2.42%
15-10-2010,"2,254",-2.09%
18-10-2010,"2,216",-1.69%
19-10-2010,"2,186",-1.35%
20-10-2010,"2,172",-0.64%
21-10-2010,"2,179",0.32%
22-10-2010,"2,219",1.84%
25-10-2010,"2,293",3.33%
26-10-2010,"2,393",4.36%
27-10-2010,"2,461",2.84%
28-10-2010,"2,465",0.16%
29-10-2010,"2,410",-2.23%
01-11-2010,"2,371",-1.62%
02-11-2010,"2,313",-2.45%
03-11-2010,"2,288",-1.08%
04-11-2010,"2,287",-0.04%
05-11-2010,"2,304",0.74%
08-11-2010,"2,322",0.78%
09-11-2010,"2,361",1.68%
10-11-2010,"2,437",3.22%
11-11-2010,"2,432",-0.21%
12-11-2010,"2,365",-2.75%
15-11-2010,"2,294",-3.00%
17-11-2010,"2,122",-7.50%
18-11-2010,"2,063",-2.78%
23-11-2010,"2,112",2.38%
24-11-2010,"2,194",3.88%
26-11-2010,"2,330",6.20%
29-11-2010,"2,356",1.12%
30-11-2010,"2,377",0.89%
01-12-2010,"2,380",0.13%
02-12-2010,"2,385",0.21%
06-12-2010,"2,384",-0.04%
07-12-2010,"2,384",0.00%
08-12-2010,"2,386",0.08%
09-12-2010,"2,376",-0.42%
10-12-2010,"2,357",-0.80%
13-12-2010,"2,323",-1.44%
14-12-2010,"2,289",-1.46%
15-12-2010,"2,234",-2.40%
16-12-2010,"2,147",-3.89%
17-12-2010,"2,037",-5.12%
20-12-2010,"1,956",-3.98%
21-12-2010,"1,892",-3.27%
22-12-2010,"1,873",-1.00%
24-12-2010,"1,845",-1.49%
05-01-2011,"1,824",-1.14%
06-01-2011,"1,882",3.18%
07-01-2011,"1,936",2.87%
10-01-2011,"1,964",1.45%
11-01-2011,"1,975",0.56%
12-01-2011,"1,970",-0.25%
13-01-2011,"1,949",-1.07%
14-01-2011,"1,923",-1.33%
18-01-2011,"1,840",-4.32%
19-01-2011,"1,776",-3.48%
20-01-2011,"1,710",-3.72%
24-01-2011,"1,593",-6.84%
25-01-2011,"1,512",-5.08%
26-01-2011,"1,427",-5.62%
27-01-2011,"1,381",-3.22%
28-01-2011,"1,337",-3.19%
31-01-2011,"1,310",-2.02%
01-02-2011,"1,299",-0.84%
02-02-2011,"1,296",-0.23%
03-02-2011,"1,311",1.16%
04-02-2011,"1,348",2.82%
07-02-2011,"1,395",3.49%
08-02-2011,"1,464",4.95%
09-02-2011,"1,519",3.76%
10-02-2011,"1,567",3.16%
11-02-2011,"1,620",3.38%
14-02-2011,"1,688",4.20%
15-02-2011,"1,803",6.81%
16-02-2011,"1,930",7.04%
17-02-2011,"1,997",3.47%
18-02-2011,"2,004",0.35%
22-02-2011,"1,919",-4.24%
23-02-2011,"1,845",-3.86%
24-02-2011,"1,813",-1.73%
25-02-2011,"1,812",-0.06%
28-02-2011,"1,820",0.44%
01-03-2011,"1,829",0.49%
02-03-2011,"1,858",1.59%
03-03-2011,"1,929",3.82%
04-03-2011,"1,983",2.80%
07-03-2011,"2,015",1.61%
08-03-2011,"2,048",1.64%
09-03-2011,"2,095",2.29%
10-03-2011,"2,120",1.19%
11-03-2011,"2,132",0.57%
14-03-2011,"2,126",-0.28%
15-03-2011,"2,116",-0.47%
16-03-2011,"2,114",-0.09%
17-03-2011,"2,110",-0.19%
18-03-2011,"2,094",-0.76%
21-03-2011,"2,085",-0.43%
23-03-2011,"2,080",-0.24%
25-03-2011,"2,078",-0.10%
28-03-2011,"2,082",0.19%
30-03-2011,"2,014",-3.27%
31-03-2011,"1,968",-2.28%
01-04-2011,"1,925",-2.18%
04-04-2011,"1,889",-1.87%
06-04-2011,"1,788",-5.35%
07-04-2011,"1,737",-2.85%
08-04-2011,"1,696",-2.36%
11-04-2011,"1,664",-1.89%
12-04-2011,"1,629",-2.10%
13-04-2011,"1,586",-2.64%
14-04-2011,"1,548",-2.40%
15-04-2011,"1,514",-2.20%
18-04-2011,"1,490",-1.59%
20-04-2011,"1,415",-5.03%
21-04-2011,"1,377",-2.69%
26-04-2011,"1,364",-0.94%
28-04-2011,"1,450",6.30%
03-05-2011,"1,558",7.45%
04-05-2011,"1,644",5.52%
05-05-2011,"1,723",4.81%
06-05-2011,"1,769",2.67%
09-05-2011,"1,801",1.81%
10-05-2011,"1,824",1.28%
11-05-2011,"1,814",-0.55%
12-05-2011,"1,770",-2.43%
13-05-2011,"1,720",-2.82%
17-05-2011,"1,622",-5.70%
18-05-2011,"1,597",-1.54%
19-05-2011,"1,615",1.13%
20-05-2011,"1,666",3.16%
23-05-2011,"1,711",2.70%
24-05-2011,"1,755",2.57%
25-05-2011,"1,832",4.39%
26-05-2011,"1,868",1.97%
27-05-2011,"1,865",-0.16%
31-05-2011,"1,830",-1.88%
01-06-2011,"1,809",-1.15%
02-06-2011,"1,795",-0.77%
03-06-2011,"1,791",-0.22%
06-06-2011,"1,792",0.06%
07-06-2011,"1,812",1.12%
08-06-2011,"1,858",2.54%
09-06-2011,"1,903",2.42%
10-06-2011,"1,927",1.26%
13-06-2011,"1,950",1.19%
14-06-2011,"1,975",1.28%
16-06-2011,"1,952",-1.16%
17-06-2011,"1,914",-1.95%
20-06-2011,"1,883",-1.62%
21-06-2011,"1,850",-1.75%
22-06-2011,"1,820",-1.62%
23-06-2011,"1,796",-1.32%
24-06-2011,"1,764",-1.78%
27-06-2011,"1,727",-2.10%
28-06-2011,"1,672",-3.18%
29-06-2011,"1,633",-2.33%
30-06-2011,"1,604",-1.78%
01-07-2011,"1,590",-0.87%
04-07-2011,"1,582",-0.50%
05-07-2011,"1,594",0.76%
06-07-2011,"1,626",2.01%
07-07-2011,"1,663",2.28%
08-07-2011,"1,684",1.26%
11-07-2011,"1,692",0.48%
12-07-2011,"1,677",-0.89%
13-07-2011,"1,641",-2.15%
14-07-2011,"1,606",-2.13%
15-07-2011,"1,578",-1.74%
18-07-2011,"1,555",-1.46%
19-07-2011,"1,541",-0.90%
20-07-2011,"1,536",-0.32%
21-07-2011,"1,534",-0.13%
22-07-2011,"1,535",0.07%
25-07-2011,"1,540",0.33%
26-07-2011,"1,538",-0.13%
27-07-2011,"1,532",-0.39%
28-07-2011,"1,524",-0.52%
29-07-2011,"1,511",-0.85%
01-08-2011,"1,502",-0.60%
02-08-2011,"1,490",-0.80%
03-08-2011,"1,481",-0.60%
04-08-2011,"1,475",-0.41%
05-08-2011,"1,478",0.20%
08-08-2011,"1,476",-0.14%
09-08-2011,"1,474",-0.14%
10-08-2011,"1,481",0.47%
11-08-2011,"1,501",1.35%
12-08-2011,"1,520",1.27%
15-08-2011,"1,541",1.38%
16-08-2011,"1,568",1.75%
17-08-2011,"1,585",1.08%
18-08-2011,"1,597",0.76%
19-08-2011,"1,609",0.75%
22-08-2011,"1,627",1.12%
23-08-2011,"1,644",1.04%
24-08-2011,"1,659",0.91%
25-08-2011,"1,662",0.18%
26-08-2011,"1,651",-0.66%
30-08-2011,"1,636",-0.91%
31-08-2011,"1,628",-0.49%
01-09-2011,"1,624",-0.25%
02-09-2011,"1,630",0.37%
05-09-2011,"1,634",0.25%
06-09-2011,"1,645",0.67%
07-09-2011,"1,657",0.73%
08-09-2011,"1,670",0.78%
09-09-2011,"1,685",0.90%
12-09-2011,"1,695",0.59%
13-09-2011,"1,711",0.94%
14-09-2011,"1,735",1.40%
15-09-2011,"1,748",0.75%
16-09-2011,"1,746",-0.11%
19-09-2011,"1,734",-0.69%
20-09-2011,"1,705",-1.67%
21-09-2011,"1,665",-2.35%
22-09-2011,"1,642",-1.38%
23-09-2011,"1,641",-0.06%
26-09-2011,"1,652",0.67%
27-09-2011,"1,664",0.73%
28-09-2011,"1,681",1.02%
29-09-2011,"1,705",1.43%
30-09-2011,"1,726",1.23%
03-10-2011,"1,742",0.93%
04-10-2011,"1,771",1.66%
05-10-2011,"1,819",2.71%
06-10-2011,"1,869",2.75%
07-10-2011,"1,913",2.35%
10-10-2011,"1,942",1.52%
11-10-2011,"1,982",2.06%
12-10-2011,"2,026",2.22%
13-10-2011,"2,062",1.78%
14-10-2011,"2,084",1.07%
17-10-2011,"2,095",0.53%
18-10-2011,"2,099",0.19%
19-10-2011,"2,086",-0.62%
20-10-2011,"2,058",-1.34%
21-10-2011,"2,026",-1.55%
24-10-2011,"1,999",-1.33%
25-10-2011,"1,976",-1.15%
26-10-2011,"1,961",-0.76%
27-10-2011,"1,945",-0.82%
28-10-2011,"1,939",-0.31%
31-10-2011,"1,931",-0.41%
01-11-2011,"1,912",-0.98%
02-11-2011,"1,889",-1.20%
03-11-2011,"1,866",-1.22%
04-11-2011,"1,836",-1.61%
07-11-2011,"1,811",-1.36%
08-11-2011,"1,787",-1.33%
09-11-2011,"1,770",-0.95%
10-11-2011,"1,761",-0.51%
11-11-2011,"1,761",0.00%
14-11-2011,"1,763",0.11%
15-11-2011,"1,769",0.34%
16-11-2011,"1,784",0.85%
17-11-2011,"1,806",1.23%
18-11-2011,"1,831",1.38%
21-11-2011,"1,840",0.49%
22-11-2011,"1,848",0.43%
23-11-2011,"1,841",-0.38%
24-11-2011,"1,822",-1.03%
25-11-2011,"1,794",-1.54%
28-11-2011,"1,770",-1.34%
29-11-2011,"1,750",-1.13%
30-11-2011,"1,727",-1.31%
01-12-2011,"1,710",-0.98%
02-12-2011,"1,701",-0.53%
05-12-2011,"1,693",-0.47%
06-12-2011,"1,690",-0.18%
07-12-2011,"1,687",-0.18%
08-12-2011,"1,687",0.00%
09-12-2011,"1,713",1.54%
12-12-2011,"1,733",1.17%
13-12-2011,"1,751",1.04%
14-12-2011,"1,765",0.80%
15-12-2011,"1,772",0.40%
16-12-2011,"1,775",0.17%
19-12-2011,"1,775",0.00%
20-12-2011,"1,758",-0.96%
21-12-2011,"1,720",-2.16%
22-12-2011,"1,676",-2.56%
23-12-2011,"1,645",-1.85%
03-01-2012,"1,619",-1.58%
04-01-2012,"1,599",-1.24%
05-01-2012,"1,571",-1.75%
06-01-2012,"1,537",-2.16%
09-01-2012,"1,506",-2.02%
10-01-2012,"1,455",-3.39%
11-01-2012,"1,393",-4.26%
12-01-2012,"1,338",-3.95%
13-01-2012,"1,264",-5.53%
16-01-2012,"1,206",-4.59%
17-01-2012,"1,161",-3.73%
18-01-2012,"1,105",-4.82%
19-01-2012,"1,058",-4.25%
20-01-2012,"1,020",-3.59%
23-01-2012,982,-3.73%
24-01-2012,946,-3.67%
25-01-2012,909,-3.91%
26-01-2012,863,-5.06%
27-01-2012,815,-5.56%
30-01-2012,765,-6.13%
31-01-2012,724,-5.36%
01-02-2012,694,-4.14%
02-02-2012,681,-1.87%
03-02-2012,693,1.76%
06-02-2012,726,4.76%
07-02-2012,770,6.06%
08-02-2012,828,7.53%
09-02-2012,896,8.21%
10-02-2012,967,7.92%
13-02-2012,"1,008",4.24%
14-02-2012,"1,018",0.99%
15-02-2012,"1,005",-1.28%
16-02-2012,974,-3.08%
17-02-2012,949,-2.57%
20-02-2012,931,-1.90%
21-02-2012,900,-3.33%
